,cid,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,dm_a,b_a,rate_a,dm_f,b_f,rate_f,c_type,c_type60,na_apr,nf_apr,na_all_apr,nf_all_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle
302,4014,7.4,2.768,95.964,26,2008-02-20T08:08:30.520036Z,0,10,3,24,1.4,-999,0.412192863,-999,-999,-999,1,1,2,0,8,3,6.1,0,0,0,6.3,0,51.14510429,209.0200487,212.7529709,1,3
303,4017,8.4,-4.438,101.367,34,2007-09-12T11:10:26.829987Z,0,90,0,203,0.5,1.101028264,3.045945968,-999,-999,-999,1,1,5,0,10,0,0,0,0,0,7.9,0,0,771.1644548,748.3036029,1,3
304,4019,7.9,31.002,103.322,19,2008-05-12T06:28:01.570018Z,0,50,0,63,1.8,1.457364033,2.090613581,-999,-999,-999,1,1,2,0,3,0,0,0,0,0,6.1,0,0,304.1008763,460.7295875,-1,3
305,4023,7.9,63.5141,-147.4529,4.2,2002-11-03T22:12:41.517964Z,1,19,2,20,2.3,-999,0.694078314,1.3,-999,inf,1,1,0,1,0,1,6.6,0,6.6,0,5.6,0,22.75413305,318.9588608,460.7295875,-1,1
306,4031,7,-7.288,154.371,24.7,1987-10-12T13:57:04.790020Z,0,5,0,8,1.4,-999,2.637505624,-999,-999,-999,1,1,5,0,8,0,0,0,0,0,5.6,0,0,85.34041627,114.6619326,-1,2
307,4035,7.9,58.679,-142.786,10,1987-11-30T19:23:19.590001Z,5,7,5,16,2,-999,0.472736342,1,-999,4.247708254,2,1,1,1,3,1,6.9,0,6.9,0,7.8,0,58.3164961,304.6505765,460.7295875,-1,1
308,4038,7.8,35.946,90.541,10,2001-11-14T09:26:10.010002Z,0,12,0,14,2.2,-999,0.504856751,-999,-999,-999,1,1,0,0,0,0,0,0,0,0,5.6,0,0,358.5713618,394.7589718,-1,1
309,4045,7.3,-17.94,-172.225,16,1987-10-06T04:19:06.079960Z,0,4,0,16,2,-999,1.218202397,-999,-999,-999,1,1,1,0,9,0,0,0,0,0,5.6,0,0,177.6853329,182.289452,-1,2
310,4047,7.8,51.146,178.65,33,2003-11-17T06:43:06.800021Z,4,25,68,57,2,-999,0.842508899,2.2,-999,0.159689378,1,1,1,0,6,19,7.3,0,5.6,0,6.7,0,5986.764953,8443.821467,394.7589718,1,3
311,4051,7.4,-58.893,158.513,33,1987-09-03T06:40:13.909991Z,0,5,0,6,0.6,-999,2.792608122,-999,-999,-999,1,1,3,0,4,0,0,0,0,0,6.8,0,0,198.0114593,212.7529709,1,1
312,4054,7,-60.063,-26.916,47.6,1987-01-30T22:29:42.089968Z,1,11,3,20,1.6,-999,0.513007892,1.6,-999,inf,1,1,11,1,20,3,5.6,0,5.4,0,6.2,0,73.84101109,84.49171105,114.6619326,1,3
313,4062,7.6,-23.043,-174.66,31,2009-03-19T18:17:40.469967Z,1,15,8,73,2,-999,0.847421254,2.6,-999,inf,1,1,1,0,18,3,6.9,0,5,0,6.8,0,157.164178,323.722503,289.8036301,1,3
314,4063,7.9,-4.721,102.087,33,2000-06-04T16:28:26.170032Z,0,50,2,115,1.2,1.262483959,2.125629883,-999,-999,-999,1,1,4,0,11,1,6.5,0,0,0,7.4,0,453.7210011,523.6611739,460.7295875,-1,0
315,4068,7.1,1.8929,126.5217,45,2014-11-15T02:31:41.720044Z,0,21,0,48,0.3,-999,0.74258094,-999,-999,-999,5,0,16,0,38,0,0,0,0,0,6.8,0,0,109.9457586,133.823798,1,3
316,4069,7.2,-17.6,167.856,21,2002-01-02T17:22:48.760000Z,1,22,7,25,0.6,-999,0.778840404,1.1,-999,inf,1,1,20,1,23,7,6.4,0,6.1,0,6.6,0,105.4280561,99.51814948,156.1879214,1,3
317,4072,7.4,13.988,-91.895,24,2012-11-07T16:35:46.930043Z,0,8,2,26,0.9,-999,0.305707848,-999,-999,-999,1,1,4,0,12,2,6,0,0,0,6.9,0,116.3548876,193.6424587,212.7529709,1,3
318,4079,7,-27.424,-176.33,25,2009-02-18T21:53:45.160026Z,0,4,0,6,1.7,-999,0.244229789,-999,-999,-999,1,1,4,0,6,0,0,0,0,0,5.3,0,0,101.3582924,114.6619326,1,3
319,4086,7.7,-28.117,-176.367,29.1,1986-10-20T06:46:09.980027Z,0,68,1,114,1.5,1.081759149,2.270080256,-999,-999,-999,1,1,11,0,17,0,5.2,0,0,0,6.5,0,94.23439374,331.457211,338.2345089,-1,1
320,4088,7.5,6.033,124.249,31,2002-03-05T21:16:09.129968Z,0,6,0,12,1.5,-999,2.072315496,-999,-999,-999,1,1,1,0,6,0,0,0,0,0,6.3,0,0,233.3612084,248.307437,1,3
321,4089,7.7,-0.414,132.885,17,2009-01-03T19:43:50.650031Z,0,45,0,60,0.3,1.497567179,1.647818143,-999,-999,-999,2,2,4,0,6,0,0,0,0,0,7.4,0,0,198.1404268,338.2345089,1,3
322,4095,7.8,28.2305,84.7314,8.22,2015-04-25T06:11:25.949991Z,0,32,0,37,0.5,0.920359167,1.507913379,-999,-999,-999,1,1,5,0,5,0,0,0,0,0,7.3,0,0,361.2585916,394.7589718,1,3
323,4097,7.5,1.795,126.519,33,1986-08-14T19:39:13.670030Z,0,36,11,78,1.1,1.042306757,1.204084019,-999,-999,-999,1,1,12,0,22,6,6.8,0,0,0,6.8,0,215.4263033,245.1180713,248.307437,1,3
324,4100,7.5,-5.4624,151.8751,55,2015-05-05T01:44:06.380020Z,17,43,141,114,0.4,1.266078829,1.641269191,0.7,-999,0.586577314,4,5,7,7,20,43,7.5,0,6.8,0,7.1,0,527.4893517,441.0240892,248.307437,1,3
325,4101,7.6,-24.388,-70.161,62.3,1987-03-05T09:17:05.280025Z,0,9,0,31,0.6,-999,0.537936345,-999,-999,-999,5,1,6,0,13,0,0,0,0,0,7.2,0,0,259.0010178,289.8036301,1,3
326,4103,7.1,1.271,126.249,35,2001-02-24T07:23:48.729956Z,0,10,2,35,0.9,-999,1.068803601,-999,-999,-999,1,1,9,0,29,2,5.8,0,0,0,6.2,0,3.69700723,116.4653118,133.823798,1,3
327,4107,7.3,-4.439,152.828,33,1985-07-03T04:36:51.730044Z,0,8,0,34,1.3,-999,0.293629871,-999,-999,-999,1,1,4,0,16,0,0,0,0,0,6.5,0,0,180.5493721,182.289452,1,3
328,4116,7.4,-6.266,149.06,47.8,1987-10-16T20:48:01.639986Z,2,3,40,25,1.9,-999,0.232235963,2.3,-999,5.535452513,2,1,1,0,11,19,7.4,0,5.1,0,6.8,0,332.5456712,206.6620807,212.7529709,1,3
329,4118,7.1,24.279,122.179,32.8,2002-03-31T06:52:50.489995Z,0,2,6,14,1.8,-999,0.080632368,-999,-999,-999,2,-1,2,0,13,5,6.8,0,0,0,6.2,0,74.3058552,120.1055148,133.823798,-1,3
330,4124,7.4,23.901,121.574,33.8,1986-11-14T21:20:10.549972Z,0,12,5,20,1.1,-999,0.790142473,-999,-999,-999,1,1,3,0,4,3,6.2,0,0,0,6.3,0,69.91715212,202.0456175,212.7529709,1,3
331,4126,8.2,-19.6097,-70.7691,25,2014-04-01T23:46:47.260043Z,25,58,28,88,0.5,0.929486345,2.585017796,1.5,-999,3.077260129,1,1,6,4,6,4,6.7,0,6.7,0,7.7,0,130.0805502,489.9014253,549.3506571,1,3
332,4128,7.2,3.886,126.387,20,2009-02-11T17:34:50.489962Z,0,71,2,98,0.9,1.373492571,2.618799969,-999,-999,-999,1,1,39,0,54,1,5.2,0,0,0,6.3,0,40.40533985,131.9063353,156.1879214,1,3
333,4131,8,51.52,-174.776,33,1986-05-07T22:47:10.870027Z,3,68,4,169,1.6,1.19080745,2.353169128,1.7,-999,107.9069306,1,1,1,1,10,1,6.3,0,6.3,0,6.9,0,135.805084,6171.643991,537.7249613,1,3
334,4132,7.6,-11.2701,162.1481,22.56,2014-04-12T20:14:39.300032Z,1,29,1,67,0.2,-999,3.880698205,1.6,-999,inf,5,2,10,1,19,1,6,0,6,0,7.4,0,94.99896491,366.6450412,289.8036301,-1,1
