,Unnamed: 0,b_a,b_f,cid,depth0,dm_a,dm_f,dm_a_all,dm_f_all,lat0,lon0,m0,na,nf,na_all,nf_all,ot0,rate_a,rate_f,c_type,c_type60,nf_all_apr,na_all_apr,nf_apr,na_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle
186,186,-999,-999,2147,33,2.3,-999.0,2.3,-999.0,22.306,125.308,7.5,2,0,2,0,1998-05-03T23:30:19.999997,-999,-999,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,16.098103749559957,248.30743700128235,-1.0,1.0
187,187,-999,-999,2164,10,1.1,-999.0,1.1,-999.0,-2.961,141.926,7.0,2,0,2,0,1998-07-17T08:49:12.000001,-999,-999,-1,-1,0,2,0,2,0.0,0.0,0.0,0.0,5.9,1249.000001,0.0,48.269423108166116,114.66193259390072,1.0,3.0
188,188,-999,-999,2168,33,-999.0,1.8,-999.0,1.8,-0.593,-80.393,7.2,0,1,0,1,1998-08-04T18:59:18.999999,-999,-999,-1,-1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,1.0,3.0
189,189,-999,-999,2192,33,1.4,0.3,1.4,0.3,-6.92,128.946,7.0,3,1,3,1,1998-11-09T05:38:43.000000,-999,-999,2,2,1,3,1,3,6.7,-55009.999997,6.7,-55009.999997,5.6,55009.999997,9.2043903798546,33.50961491325779,114.66193259390072,-1.0,3.0
190,190,-999,-999,2194,33,2.0,-999.0,2.0,-999.0,-2.071,124.891,7.7,3,0,3,0,1998-11-29T14:10:30.000003,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.7,12120.999994,0.0,42.46714101417283,338.2345089289617,-1.0,0.0
191,191,-999,-999,2215,33,1.2,-999.0,1.2,-999.0,5.397,121.937,7.1,3,0,3,0,1999-03-04T08:52:00.000002,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,5.9,101348.999999,0.0,30.066066500931893,133.82379803431266,-1.0,3.0
192,192,-999,-999,2248,17,1.7,-999.0,1.7,-999.0,40.748,29.864,7.6,5,0,5,0,1999-08-17T00:01:38.000002,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.9,1238949.999996,0.0,71.03790091566646,289.8036300972396,1.0,1.0
193,193,-999,-999,2254,33,1.2,-999.0,1.2,-999.0,23.772,120.982,7.7,24,0,24,0,1999-09-20T17:47:16.999998,-999,-999,1,1,0,8,0,8,0.0,0.0,0.0,0.0,6.5,453929.999999,0.0,56.137158522942,338.2345089289617,1.0,3.0
194,194,-999,-999,2260,13,1.3,-999.0,1.3,-999.0,34.603,-116.265,7.1,6,0,6,0,1999-10-16T09:46:43.000000,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,5.8,771.0,0.0,81.77219393417748,133.82379803431266,1.0,1.0
195,195,-999,-999,2267,10,1.7,-999.0,1.7,-999.0,40.758,31.161,7.2,3,0,3,0,1999-11-12T16:57:18.000002,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,5.5,1236.999999,0.0,37.947989459119704,156.1879214416901,1.0,1.0
196,196,-999,-999,2269,33,1.6,1.1,1.6,1.1,-6.351,148.763,7.0,2,1,2,1,1999-11-19T13:56:44.999998,-999,-999,1,1,1,2,1,2,5.9,-2134.000002,5.9,-2134.000002,5.4,2134.000002,26.863498138484463,32.183982115571254,114.66193259390072,1.0,3.0
197,197,-999,-999,2273,33,2.0,-999.0,2.0,-999.0,-16.423,168.214,7.5,1,0,1,0,1999-11-26T13:21:13.999999,-999,-999,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.5,22493.999998,0.0,17.500487855386723,248.30743700128235,1.0,3.0
198,198,-999,-999,2274,10,0.6,-999.0,0.6,-999.0,-1.339,88.976,7.0,4,0,5,0,1999-11-15T05:42:41.999997,-999,-999,1,1,0,5,0,4,0.0,0.0,0.0,0.0,6.4,1203174.000001,0.0,27.293732262391895,114.66193259390072,-1.0,1.0
199,199,-999,-999,2278,43,0.6,-999.0,0.6,-999.0,57.342,-154.347,7.0,3,0,5,0,1999-12-06T23:12:32.000001,-999,-999,1,1,0,5,0,3,0.0,0.0,0.0,0.0,6.4,4037.999997,0.0,17.423275376918575,114.66193259390072,-1.0,1.0
200,200,-999,-999,2282,33,2.2,-999.0,2.2,-999.0,15.766,119.74,7.3,2,0,2,0,1999-12-11T18:03:35.000003,-999,-999,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.1,25667.999996,0.0,30.492761457720196,182.28945197042378,-1.0,2.0
201,201,-999,-999,2323,26,1.9,-999.0,1.9,-999.0,-1.105,123.573,7.6,7,0,7,0,2000-05-04T04:21:15.000002,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,5.7,90190.0,0.0,61.94594444656264,289.8036300972396,1.0,1.0
202,202,-999,-999,2332,33,1.2,-999.0,1.2,-999.0,-4.721,102.087,7.9,50,0,51,0,2000-06-04T16:28:25.000003,-999,-999,1,1,0,5,0,4,0.0,0.0,0.0,0.0,6.7,285419.999995,0.0,140.23232899237075,460.72958753073897,-1.0,0.0
203,203,-999,-999,2339,10,2.1,-999.0,2.1,-999.0,-13.802,97.453,7.9,3,0,3,0,2000-06-18T14:44:12.000001,-999,-999,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.8,161387.999995,0.0,66.3317986094331,460.72958753073897,-1.0,1.0
204,204,-999,-999,2370,23,1.2,-999.0,1.2,-999.0,-15.421,166.91,7.0,1,0,1,0,2000-10-04T16:58:42.999998,-999,-999,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.8,13783.000004,0.0,25.590635569744016,114.66193259390072,1.0,3.0
205,205,-999,-999,2376,50,-999.0,1.4,-999.0,1.4,-4.766,153.945,7.0,0,1,0,1,2000-10-29T08:37:06.999998,-999,-999,-1,-1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.66193259390072,-1.0,3.0
206,206,-999,-999,2382,33,-999.0,-999.0,-999.0,-999.0,-5.496,151.781,7.8,57,56,59,56,2000-11-17T21:01:55.000001,-999,-999,2,2,6,8,6,8,7.8,88554.000003,7.8,88554.000003,6.8,35581.999996,197.64557084752295,198.0376103326712,394.75897176315374,1.0,3.0
207,207,-999,-999,2383,33,1.5,-999.0,1.5,-999.0,-3.98,152.169,8.0,37,0,37,0,2000-11-16T04:54:55.000001,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.5,1830982.999995,0.0,220.60183076549347,537.7249613305888,1.0,3.0
208,208,-999,-999,2393,33,0.7,-999.0,0.7,-999.0,6.898,126.579,7.5,9,0,9,0,2001-01-01T06:57:02.999998,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.8,7047.000003,0.0,63.714684370713755,248.30743700128235,1.0,3.0
209,209,-999,-999,2396,60,1.9,-999.0,1.8,-999.0,13.049,-88.66,7.7,11,0,14,0,2001-01-13T17:33:31.000002,-999,-999,1,1,0,7,0,5,0.0,0.0,0.0,0.0,5.9,2965438.999996,0.0,42.149697525260784,338.2345089289617,-1.0,2.0
210,210,-999,-999,2402,16,1.9,-999.0,1.9,-999.0,23.419,70.232,7.7,9,0,9,0,2001-01-26T03:16:38.999998,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.8,164730.000003,0.0,44.83724766905578,338.2345089289617,-1.0,3.0
211,211,-999,-999,2409,36,1.7,-999.0,1.7,-999.0,-4.68,102.562,7.4,8,0,8,0,2001-02-13T19:28:29.000000,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,5.7,0.0,0.0,70.03590780627525,212.75297086326285,1.0,3.0
212,212,-999,-999,2411,35,0.9,-999.0,0.9,-999.0,1.271,126.249,7.1,8,0,8,0,2001-02-24T07:23:46.999998,-999,-999,1,1,0,7,0,7,0.0,0.0,0.0,0.0,6.2,32996.000003,0.0,64.15820959197242,133.82379803431266,1.0,3.0
213,213,-999,-999,2443,33,1.7,-999.0,1.7,-999.0,-16.265,-73.641,8.4,58,0,58,0,2001-06-23T20:33:13.000004,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.7,200716.999994,0.0,364.10622909101284,748.3036028766184,1.0,3.0
214,214,-999,-999,2448,33,2.2,-999.0,2.2,-999.0,-17.543,-72.077,7.6,5,0,6,0,2001-07-07T09:38:42.000000,-999,-999,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,39.63200103818309,289.8036300972396,1.0,3.0
215,215,-999,-999,2459,33,1.3,-999.0,1.3,-999.0,-36.813,-179.575,7.1,14,0,14,0,2001-08-21T06:52:04.999998,-999,-999,1,1,0,9,0,9,0.0,0.0,0.0,0.0,5.8,312115.000002,0.0,42.48375892885618,133.82379803431266,-1.0,3.0
216,216,-999,-999,2474,33,2.0,-999.0,2.0,-999.0,-4.102,123.907,7.5,2,0,2,0,2001-10-19T03:28:42.999998,-999,-999,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.5,143348.0,0.0,51.84924897039228,248.30743700128235,1.0,1.0
217,217,-999,-999,2478,33,1.7,-999.0,1.7,-999.0,-5.912,150.196,7.0,1,0,1,0,2001-10-31T09:10:19.000001,-999,-999,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.3,5130.999998,0.0,16.063253537558,114.66193259390072,1.0,3.0
218,218,-999,-999,2480,10,2.2,-999.0,2.2,-999.0,35.946,90.541,7.8,7,0,7,0,2001-11-14T09:26:08.999998,-999,-999,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.6,1145.000005,0.0,358.57136182029313,394.75897176315374,-1.0,1.0
219,219,-999,-999,2490,10,1.7,-999.0,1.7,-999.0,-42.813,124.688,7.1,2,0,2,0,2001-12-12T14:02:33.999999,-999,-999,-1,-1,0,2,0,2,0.0,0.0,0.0,0.0,5.4,62734.000001,0.0,22.5363099295249,133.82379803431266,-1.0,1.0
220,220,-999,-999,2494,21,0.6,-999.0,0.6,-999.0,-17.6,167.856,7.2,13,0,13,0,2002-01-02T17:22:47.000002,-999,-999,1,1,0,12,0,12,0.0,0.0,0.0,0.0,6.6,60887.999997,0.0,47.824217196948034,156.1879214416901,1.0,3.0
221,221,-999,-999,2513,31,1.5,-999.0,1.5,-999.0,6.033,124.249,7.5,6,0,6,0,2002-03-05T21:16:08.000002,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.0,249104.0,0.0,65.4222611648023,248.30743700128235,1.0,3.0
222,222,-999,-999,2521,32,1.8,-999.0,1.8,-999.0,24.279,122.179,7.1,1,0,1,0,2002-03-31T06:52:48.999998,-999,-999,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.3,299600.000003,0.0,33.97430029027141,133.82379803431266,-1.0,3.0
223,223,-999,-999,2563,13,1.3,-999.0,1.3,-999.0,-3.302,142.945,7.6,18,0,18,0,2002-09-08T18:44:22.000002,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.3,730035.999997,0.0,128.82690802655364,289.8036300972396,1.0,3.0
224,224,-999,-999,2573,10,0.9,-999.0,0.9,-999.0,-1.757,134.297,7.6,16,0,16,0,2002-10-10T10:50:18.999999,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.7,5885.0,0.0,56.54202292831191,289.8036300972396,1.0,1.0
225,225,-999,-999,2580,30,1.1,-999.0,1.1,-999.0,2.824,96.085,7.4,6,0,6,0,2002-11-02T01:26:08.999999,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.3,30035.999999,0.0,37.247616095472125,212.75297086326285,1.0,3.0
226,226,-999,-999,2582,4,2.3,-999.0,2.3,-999.0,63.514,-147.453,7.9,15,0,15,0,2002-11-03T22:12:39.999998,-999,-999,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.6,1176.000003,0.0,198.61705863046086,460.72958753073897,-1.0,1.0
227,227,-999,-999,2599,24,1.7,-999.0,1.7,-999.0,18.77,-104.104,7.6,3,0,3,0,2003-01-22T02:06:33.000002,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.9,63303.999995,0.0,59.993146005265224,289.8036300972396,1.0,3.0
228,228,-999,-999,2611,33,0.9,-999.0,0.9,-999.0,51.272,177.978,7.1,6,0,6,0,2003-03-17T16:36:16.000001,-999,-999,1,1,0,6,0,6,0.0,0.0,0.0,0.0,6.2,8370.000001,0.0,200.32547156736703,133.82379803431266,1.0,3.0
229,229,-999,-999,2627,31,1.7,-999.0,1.7,-999.0,2.354,128.855,7.0,4,0,4,0,2003-05-26T19:23:25.999997,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,5.3,54517.000004,0.0,52.39031268760378,114.66193259390072,1.0,3.0
230,230,-999,-999,2646,10,2.0,-999.0,2.0,-999.0,-2.598,68.382,7.6,3,0,4,0,2003-07-15T20:27:49.000000,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.6,21718.000003,0.0,100.20871065567091,289.8036300972396,1.0,1.0
231,231,-999,-999,2651,10,2.0,-999.0,2.0,-999.0,-60.532,-43.411,7.6,9,0,9,0,2003-08-04T04:37:18.999999,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.6,29790.000002,0.0,91.62160958240301,289.8036300972396,1.0,2.0
232,232,-999,-999,2655,28,1.3,-999.0,1.3,-999.0,-45.104,167.144,7.2,12,0,12,0,2003-08-21T12:12:47.999998,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,5.9,7178.0,0.0,45.11412001661376,156.1879214416901,1.0,3.0
233,233,-999,-999,2667,27,0.8,-999.0,0.8,-999.0,41.815,143.91,8.2,41,0,45,0,2003-09-25T19:50:05.000002,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,7.4,4674.999997,0.0,111.46978709716869,549.3506570855053,1.0,3.0
234,234,-999,-999,2668,16,0.6,-999.0,0.6,-999.0,50.038,87.813,7.3,15,0,15,0,2003-09-27T11:33:24.000001,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.7,307799.999996,0.0,25.528437704355362,182.28945197042378,-1.0,1.0
235,235,-999,-999,2677,10,1.1,-999.0,1.1,-999.0,37.812,142.619,7.0,3,0,3,0,2003-10-31T01:06:26.999998,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,5.9,129819.0,0.0,47.944312755820036,114.66193259390072,1.0,3.0
236,236,-999,-999,2684,33,2.0,-999.0,2.0,-999.0,51.146,178.65,7.8,20,0,20,0,2003-11-17T06:43:05.000000,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.8,90424.000003,0.0,119.39714477422314,394.75897176315374,1.0,3.0
237,237,-999,-999,2692,10,0.6,0.5,0.6,0.5,-22.015,169.766,7.3,15,14,15,14,2003-12-27T16:00:57.999997,-999,-999,1,1,9,12,9,12,6.8,-114455.000001,6.8,-114455.000001,6.7,23821.999999,54.699730262831416,60.71791652148985,182.28945197042378,1.0,3.0
238,238,-999,-999,2697,22,1.0,0.7,1.0,0.7,-22.253,169.683,7.1,11,6,11,6,2004-01-03T16:23:20.000001,-999,-999,1,1,5,9,5,9,6.4,-5780.0,6.4,-5780.0,6.1,667.000002,21.563503417807073,63.97960533485134,133.82379803431266,-1.0,2.0
239,239,-999,-999,2701,60,-999.0,-999.0,2.0,-999.0,16.059,-96.931,7.5,0,0,2,0,1999-09-30T16:31:13.999999,-999,-999,-1,-1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.30743700128235,-1.0,2.0
240,240,-999,-999,2707,10,0.6,0.3,0.6,0.3,-4.003,135.023,7.3,10,7,11,7,2004-02-07T02:42:33.999997,-999,-999,0,0,2,7,2,7,7.0,-109385.000006,7.0,-109385.000006,6.7,108976.000001,86.92941715409926,118.4076551707273,182.28945197042378,-1.0,1.0
241,241,-999,-999,2773,10,0.8,0.2,0.8,0.2,33.184,137.071,7.4,8,3,8,3,2004-09-05T14:57:16.999996,-999,-999,2,2,1,7,1,7,7.2,-185942.000004,7.2,-185942.000004,6.6,117137.000001,63.17497830046043,55.24980973965273,212.75297086326285,-1.0,3.0
242,242,-999,-999,2803,10,1.1,-999.0,1.1,-999.0,-8.152,124.868,7.5,21,0,21,0,2004-11-11T21:26:39.999997,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.4,4987.000001,0.0,399.0152102338626,248.30743700128235,1.0,3.0
243,243,-999,-999,2811,10,0.9,1.8,0.9,1.8,-3.609,135.404,7.1,12,1,12,1,2004-11-26T02:25:01.999998,-999,-999,1,1,1,7,1,7,5.3,-191502.000001,5.3,-191502.000001,6.2,191502.000001,15.10178982423901,29.84072012803118,133.82379803431266,-1.0,2.0
244,244,-999,-999,2814,39,0.2,-999.0,0.2,-999.0,43.006,145.119,7.0,3,0,3,0,2004-11-28T18:32:12.999997,-999,-999,2,2,0,3,0,3,0.0,0.0,0.0,0.0,6.8,0.0,0.0,14.75655752651679,114.66193259390072,-1.0,3.0
245,245,-999,-999,2818,10,2.5,-999.0,2.5,-999.0,-49.312,161.345,8.1,5,0,5,0,2004-12-23T14:59:02.999997,-999,-999,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.6,17461.000005,0.0,70.1735595867241,470.69063154972355,1.0,1.0
246,246,-999,-999,2819,30,1.9,-999.0,1.9,-999.0,3.295,95.982,9.1,252,0,263,0,2004-12-26T00:58:52.000003,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,7.2,12156.0,0.0,1090.2057617991231,1471.5846019280557,1.0,3.0
247,247,-999,-999,2874,30,1.7,-999.0,1.7,-999.0,2.085,97.108,8.6,101,0,113,0,2005-03-28T16:09:35.000002,-999,-999,1,1,0,2,0,1,0.0,0.0,0.0,0.0,6.9,4690698.999997,0.0,447.1594679131616,1019.3093880125635,1.0,3.0
248,248,-999,-999,2897,16,0.6,-999.0,0.6,-999.0,41.292,-125.953,7.2,1,0,1,0,2005-06-15T02:50:52.999997,-999,-999,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,6.6,0.0,0.0,77.76504387089504,156.1879214416901,-1.0,1.0
249,249,-999,-999,2908,16,1.6,-999.0,1.6,-999.0,7.92,92.19,7.2,8,0,9,0,2005-07-24T15:42:04.999997,-999,-999,1,1,0,5,0,4,0.0,0.0,0.0,0.0,5.6,42251.000006,0.0,90.13513285783003,156.1879214416901,-1.0,1.0
250,250,-999,-999,2936,26,1.2,-999.0,1.2,-999.0,34.539,73.588,7.6,44,0,45,0,2005-10-08T03:50:39.000003,-999,-999,1,1,0,12,0,12,0.0,0.0,0.0,0.0,6.4,24947.999994,0.0,72.26906548359548,289.8036300972396,1.0,3.0
251,251,-999,-999,2971,11,1.3,-999.0,1.3,-999.0,-21.324,33.583,7.0,8,0,8,0,2006-02-22T22:19:06.000002,-999,-999,1,1,0,8,0,8,0.0,0.0,0.0,0.0,5.7,11074.999996,0.0,41.96049020278798,114.66193259390072,-1.0,2.0
252,252,-999,-999,2993,22,1.0,-999.0,1.0,-999.0,60.949,167.089,7.6,21,0,23,0,2006-04-20T23:25:00.999997,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.6,778653.0,0.0,93.48795196877028,289.8036300972396,-1.0,3.0
253,253,-999,-999,3001,55,2.0,-999.0,2.0,-999.0,-20.187,-174.123,8.0,22,0,22,0,2006-05-03T15:26:38.999997,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.0,71926.000002,0.0,80.06939896196495,537.7249613305888,-1.0,3.0
254,254,-999,-999,3025,20,1.6,-999.0,1.6,-999.0,-9.284,107.419,7.7,89,0,90,0,2006-07-17T08:19:25.000002,-999,-999,1,1,0,9,0,9,0.0,0.0,0.0,0.0,6.1,26793.0,0.0,160.21031970315795,338.2345089289617,1.0,3.0
255,255,-999,-999,3039,13,1.1,-999.0,1.1,-999.0,-61.029,-34.371,7.0,4,0,6,0,2006-08-20T03:41:47.000004,-999,-999,1,1,0,6,0,4,0.0,0.0,0.0,0.0,5.9,35590.999994,0.0,36.07994750176032,114.66193259390072,1.0,1.0
256,256,-999,-999,3076,10,1.6,3.3,1.6,3.3,46.592,153.266,8.3,90,1,93,1,2006-11-15T11:14:11.999999,-999,-999,1,1,0,3,0,3,5.0,-250601.000003,5.0,-250601.000003,6.7,1601.999998,12.776861748769315,298.56779664712246,641.1560464814495,1.0,3.0
257,257,-999,-999,3086,10,0.2,-999.0,0.2,-999.0,21.799,120.547,7.1,5,0,5,0,2006-12-26T12:26:19.999998,-999,-999,2,2,0,5,0,5,0.0,0.0,0.0,0.0,6.9,472.0,0.0,36.35985178565124,133.82379803431266,-1.0,2.0
258,258,-999,-999,3095,10,2.1,-999.0,2.1,-999.0,46.243,154.524,8.1,18,0,18,0,2007-01-13T04:23:19.999999,-999,-999,1,1,0,0,0,0,0.0,0.0,0.0,0.0,6.0,47625.000003,0.0,166.74465335371605,470.69063154972355,-1.0,2.0
259,259,-999,-999,3097,22,1.3,-999.0,1.3,-999.0,1.065,126.282,7.5,50,0,54,0,2007-01-21T11:27:44.000003,-999,-999,1,1,0,13,0,13,0.0,0.0,0.0,0.0,6.2,21909.999997,0.0,107.19052409218328,248.30743700128235,1.0,3.0
260,260,-999,-999,3130,34,0.2,-999.0,0.2,-999.0,-20.617,169.357,7.1,4,0,4,0,2007-03-25T00:40:00.000003,-999,-999,2,2,0,4,0,4,0.0,0.0,0.0,0.0,6.9,1697.999995,0.0,49.56648091209432,133.82379803431266,1.0,3.0
261,261,-999,-999,3136,24,1.9,-999.0,1.9,-999.0,-8.466,157.043,8.1,20,0,20,0,2007-04-01T20:39:57.000004,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.2,96024.999995,0.0,106.80634315352252,470.69063154972355,1.0,3.0
262,262,-999,-999,3196,39,1.6,-999.0,1.6,-999.0,-13.386,-76.603,8.0,35,0,36,0,2007-08-15T23:40:56.000003,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.4,33671.999999,0.0,137.10297151766494,537.7249613305888,1.0,3.0
263,263,-999,-999,3213,35,0.9,-999.0,0.9,-999.0,-11.61,165.762,7.2,9,0,9,0,2007-09-02T01:05:16.999999,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.3,5405.000002,0.0,35.14582580850628,156.1879214416901,1.0,3.0
264,264,-999,-999,3218,34,0.5,-999.0,0.5,-999.0,-4.438,101.367,8.4,85,0,100,0,2007-09-12T11:10:24.999999,-999,-999,1,1,0,6,0,6,0.0,0.0,0.0,0.0,7.9,45517.000004,0.0,368.3834830364938,748.3036028766184,1.0,3.0
265,265,-999,-999,3229,10,0.8,-999.0,0.8,-999.0,-49.271,164.115,7.4,8,0,8,0,2007-09-30T05:23:33.000003,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.6,15857.0,0.0,154.55196468618348,212.75297086326285,1.0,3.0
266,266,-999,-999,3247,40,0.9,-999.0,0.9,-999.0,-22.247,-69.89,7.7,35,0,35,0,2007-11-14T15:40:49.000003,-999,-999,1,1,0,8,0,8,0.0,0.0,0.0,0.0,6.8,84307.999998,0.0,144.51044080425385,338.2345089289617,1.0,3.0
267,267,-999,-999,3265,34,0.9,-999.0,0.9,-999.0,51.36,-179.509,7.2,13,0,13,0,2007-12-19T09:30:25.999997,-999,-999,1,1,0,11,0,11,0.0,0.0,0.0,0.0,6.3,165247.000001,0.0,58.12483798316801,156.1879214416901,1.0,3.0
268,268,-999,-999,3296,26,2.0,-999.0,2.0,-999.0,2.768,95.964,7.4,9,0,9,0,2008-02-20T08:08:29.000000,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.4,1189.999997,0.0,34.15973698617311,212.75297086326285,1.0,3.0
269,269,-999,-999,3303,25,0.5,0.7,0.5,0.7,-2.486,99.972,7.2,7,4,7,4,2008-02-25T08:36:32.000002,-999,-999,1,1,4,5,4,5,6.5,-34169.999997,6.5,-34169.999997,6.7,44744.999997,10.096176523092877,37.850869662545406,156.1879214416901,1.0,3.0
270,270,-999,-999,3318,10,1.6,-999.0,1.6,-999.0,35.49,81.467,7.2,14,0,14,0,2008-03-20T22:32:55.999999,-999,-999,1,1,0,7,0,7,0.0,0.0,0.0,0.0,5.6,2343.999999,0.0,64.88808785300998,156.1879214416901,-1.0,2.0
271,271,-999,-999,3326,33,0.9,0.9,0.9,0.9,-20.071,168.892,7.3,22,3,22,3,2008-04-09T12:46:10.999997,-999,-999,1,1,2,13,2,13,6.4,-186585.0,6.4,-186585.0,6.4,865677.000001,16.9816560503103,46.86443283570153,182.28945197042378,1.0,3.0
272,272,-999,-999,3329,16,2.0,-999.0,2.0,-999.0,-55.664,158.453,7.1,3,0,3,0,2008-04-12T00:30:10.999999,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,5.1,-0.0,0.0,40.355552399307,133.82379803431266,1.0,3.0
273,273,-999,-999,3345,19,1.8,-999.0,1.8,-999.0,31.002,103.322,7.9,41,0,41,0,2008-05-12T06:28:00.000000,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.1,16981.0,0.0,289.8639622602664,460.72958753073897,-1.0,3.0
274,274,-999,-999,3377,8,1.4,-999.0,1.4,-999.0,-58.227,-22.099,7.0,4,0,4,0,2008-06-30T06:17:42.000000,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,5.6,660102.000002,0.0,25.234590326538612,114.66193259390072,-1.0,1.0
275,275,-999,-999,3384,22,1.0,-999.0,1.0,-999.0,37.552,142.214,7.0,4,0,4,0,2008-07-19T02:39:27.000000,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.0,281238.999998,0.0,43.18486798874285,114.66193259390072,-1.0,3.0
276,276,-999,-999,3419,36,1.7,-999.0,1.7,-999.0,-29.756,-177.683,7.0,5,0,5,0,2008-09-29T15:19:29.999997,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,5.3,3067.000004,0.0,57.31321642635421,114.66193259390072,-1.0,3.0
277,277,-999,-999,3443,30,1.8,-999.0,1.8,-999.0,1.271,122.091,7.4,3,0,3,0,2008-11-16T17:02:31.000001,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,5.6,1926.0,0.0,38.619059749959106,212.75297086326285,1.0,3.0
278,278,-999,-999,3470,17,0.3,-999.0,0.3,-999.0,-0.414,132.885,7.7,47,0,50,0,2009-01-03T19:43:49.000003,-999,-999,2,2,0,6,0,4,0.0,0.0,0.0,0.0,7.4,10189.999996,0.0,109.82302351512224,338.2345089289617,1.0,3.0
279,279,-999,-999,3476,36,2.3,-999.0,2.3,-999.0,46.857,155.154,7.4,1,0,1,0,2009-01-15T17:49:38.000004,-999,-999,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,35.05232520716542,212.75297086326285,-1.0,3.0
280,280,-999,-999,3480,20,0.9,-999.0,0.9,-999.0,3.886,126.387,7.2,80,0,82,0,2009-02-11T17:34:49.000002,-999,-999,1,1,0,43,0,43,0.0,0.0,0.0,0.0,6.3,70815.999997,0.0,85.76952933920806,156.1879214416901,1.0,3.0
281,281,-999,-999,3485,25,1.7,-999.0,1.7,-999.0,-27.424,-176.33,7.0,2,0,2,0,2009-02-18T21:53:44.000000,-999,-999,-1,-1,0,2,0,2,0.0,0.0,0.0,0.0,5.3,0.0,0.0,47.36625984125514,114.66193259390072,1.0,3.0
