,Unnamed: 0,cid,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,dm_a,b_a,rate_a,dm_f,b_f,rate_f,c_type,c_type60,na_apr,nf_apr,na_all_apr,nf_all_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle
285,285,5615,7.5,-4.7294,152.5623,41.0,2015-03-29T23:48:31.010024Z,0,3,0,7,1.5,-999.0,2.592053913210353,-999.0,-999.0,-999.0,1,1,2,0,3,0,0.0,0.0,0.0,0.0,6.0,-0.0,0.0,35.93694696465474,248.30743700128235,1.0,3.0
286,286,5632,7.6,-10.366,160.819,34.0,1988-08-10T04:38:26.169996Z,0,8,0,16,1.0,-999.0,10.819312479897114,-999.0,-999.0,-999.0,1,1,4,0,9,0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,64.0821158805759,289.8036300972396,1.0,3.0
287,287,5638,7.6,10.085,-85.315,35.0,2012-09-05T14:42:07.800022Z,0,2,0,6,1.8999999999999997,-999.0,0.2706350451286645,-999.0,-999.0,-999.0,1,-1,1,0,2,0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,35.26196356449154,289.8036300972396,1.0,3.0
288,288,5640,7.3,-30.6441,-178.0995,46.0,2019-06-15T22:55:04.129993Z,0,11,77,16,0.8999999999999995,-999.0,0.4747108370777328,-999.0,-999.0,-999.0,5,1,3,0,4,36,6.9,0.0,0.0,0.0,6.4,-0.0,129.08662321739104,63.26575840380995,182.28945197042378,1.0,3.0
289,289,5689,7.8,56.953,-143.032,10.0,1988-03-06T22:35:38.139968Z,0,4,0,7,1.5999999999999996,-999.0,0.1810723576584006,-999.0,-999.0,-999.0,1,1,1,0,2,0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,64.67162007079251,394.75897176315374,-1.0,1.0
290,290,5708,7.7,23.772,120.982,33.0,1999-09-20T17:47:18.490009Z,0,23,1,33,1.2000000000000002,-999.0,0.8238094119342471,-999.0,-999.0,-999.0,1,1,8,0,11,0,5.0,0.0,0.0,0.0,6.5,-0.0,67.31444991204664,70.20523098829617,338.2345089289617,1.0,3.0
291,291,5717,8.4,-4.438,101.367,34.0,2007-09-12T11:10:26.829987Z,0,31,0,80,2.0,1.5746349636258274,1.0493334294153829,-999.0,-999.0,-999.0,1,1,1,0,4,0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,182.20085576413715,748.3036028766184,1.0,3.0
292,292,5724,7.1,-36.813,-179.575,33.0,2001-08-21T06:52:06.249991Z,0,16,0,22,1.2999999999999998,-999.0,0.7965292161389047,-999.0,-999.0,-999.0,2,1,11,0,16,0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,7226.203084841631,133.82379803431266,-1.0,3.0
293,293,5732,7.1,-17.192,-72.305,33.1,1988-04-12T23:19:55.569992Z,0,8,0,9,0.8999999999999995,-999.0,0.9542941954534772,-999.0,-999.0,-999.0,1,1,7,0,8,0,0.0,0.0,0.0,0.0,6.2,-0.0,0.0,45.04575450107562,133.82379803431266,1.0,3.0
294,294,5768,7.8,-12.517,166.382,35.0,2009-10-07T22:18:51.239978Z,3,78,36,131,0.3999999999999994,1.0455237527300525,3.3038485893860097,0.0999999999999996,-999.0,284.44444570031186,5,3,12,2,22,10,7.7,0.0,7.7,0.0,7.4,-0.0,203.42404074558178,202.19220881331796,394.75897176315374,1.0,3.0
295,295,5769,7.7,22.789,99.611,17.8,1988-11-06T13:03:19.340034Z,0,12,0,16,1.2999999999999998,-999.0,0.5044110841793205,-999.0,-999.0,-999.0,1,1,3,0,3,0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,85.42293739350096,338.2345089289617,1.0,1.0
296,296,5792,7.5,6.898,126.579,33.0,2001-01-01T06:57:04.169981Z,0,9,0,11,0.7000000000000002,-999.0,1.8597712392005368,-999.0,-999.0,-999.0,1,1,3,0,4,0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,63.714684370713755,248.30743700128235,1.0,3.0
297,297,5793,7.4,39.837,142.76,28.6,1989-11-01T18:25:34.939975Z,12,14,12,25,1.4000000000000004,-999.0,0.6397329470144346,0.5,-999.0,1.8624560405031805,1,1,5,6,11,6,6.9,-0.0,6.9,-0.0,6.0,0.0,95.53221529892987,107.98279492332466,212.75297086326285,1.0,3.0
298,298,5799,7.0,-4.963,133.76,26.0,2010-09-29T17:11:25.940027Z,2,4,3,18,1.0999999999999996,-999.0,0.3186160469517984,0.7999999999999998,-999.0,0.6236255112480578,5,1,4,2,18,3,6.2,0.0,6.2,0.0,6.6,-0.0,50.600419907802944,77.92613635675274,114.66193259390072,-1.0,2.0
299,299,5824,7.6,-11.2701,162.1481,22.56,2014-04-12T20:14:39.300032Z,0,23,0,27,0.1999999999999993,-999.0,5.155767108468563,-999.0,-999.0,-999.0,2,2,9,0,9,0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,71.86305951209339,289.8036300972396,-1.0,1.0
300,300,5827,7.3,-17.541,168.069,25.0,2010-08-10T05:23:44.979963Z,0,21,20,29,1.3999999999999997,-999.0,0.8780679489262186,-999.0,-999.0,-999.0,1,1,6,0,10,13,6.3,0.0,0.0,0.0,6.2,-0.0,58.60895010097377,58.33273508479275,182.28945197042378,1.0,3.0
301,301,5829,7.6,-17.543,-72.077,33.0,2001-07-07T09:38:43.520036Z,28,5,30,14,2.1999999999999997,-999.0,0.2435385488093538,0.8999999999999995,-999.0,4.307129604367497,1,1,0,6,0,7,6.7,0.0,6.7,0.0,5.4,-0.0,84.01861001745321,100.36699810911571,289.8036300972396,1.0,3.0
302,302,5836,7.8,-5.233,153.102,30.0,2000-11-16T07:42:16.929960Z,13,120,31,162,1.2000000000000002,1.106482756441408,4.398771775376794,1.7999999999999998,-999.0,128.78518486853872,1,1,12,2,18,7,6.6,0.0,6.0,0.0,6.8,-0.0,112.50197603096018,134.96602363672258,394.75897176315374,1.0,3.0
303,303,5842,8.4,-16.265,-73.641,33.0,2001-06-23T20:33:14.130024Z,0,20,14,30,1.8000000000000007,-999.0,0.8233767367017881,-999.0,-999.0,-999.0,1,1,1,0,1,1,7.0,0.0,0.0,0.0,6.6,-0.0,12498.324562430444,12530.497747665475,748.3036028766184,1.0,3.0
304,304,5857,8.0,-52.341,160.568,10.0,1989-05-23T10:54:46.320021Z,0,13,0,15,2.0,-999.0,0.451642431353138,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,6.0,-0.0,0.0,71.2926566373416,537.7249613305888,1.0,1.0
305,305,5858,7.5,14.099,92.902,24.0,2009-08-10T19:55:38.729996Z,0,2,0,4,1.5999999999999996,-999.0,1.3992565647001547,-999.0,-999.0,-999.0,1,-1,1,0,1,0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,20.152103867000047,248.30743700128235,-1.0,2.0
306,306,5869,7.8,-45.762,166.562,12.0,2009-07-15T09:22:29.029989Z,0,9,0,9,1.7000000000000002,-999.0,0.4298529371181844,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,55.08046855534921,394.75897176315374,1.0,3.0
307,307,5871,7.2,17.397,-100.9723,24.0,2014-04-18T14:27:24.919979Z,0,3,0,3,0.7999999999999998,-999.0,0.1449774095045203,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,30.034108904122316,156.1879214416901,1.0,3.0
308,308,5893,7.0,-27.424,-176.33,25.0,2009-02-18T21:53:45.160026Z,2,1,5,2,1.7000000000000002,-999.0,inf,1.9000000000000004,-999.0,3.322508903819697,1,1,1,2,2,5,5.8,-0.0,5.1,-0.0,5.3,0.0,37.63216653878234,31.122157675837215,114.66193259390072,1.0,3.0
309,309,5903,7.0,-29.756,-177.683,36.0,2008-09-29T15:19:31.589964Z,0,7,66,34,0.9000000000000004,-999.0,1.092036050764901,-999.0,-999.0,-999.0,5,1,7,0,34,66,6.7,-0.0,0.0,0.0,6.4,0.0,123.50071952606132,127.46294146084672,114.66193259390072,-1.0,3.0
310,310,5912,7.6,-1.757,134.297,10.0,2002-10-10T10:50:20.570034Z,5,16,6,17,0.8999999999999995,-999.0,9.60470297358994,1.1999999999999993,-999.0,3.4808796557841712,1,1,4,2,5,2,6.4,-0.0,6.4,-0.0,6.7,0.0,31.61291571573407,56.54202292831191,289.8036300972396,1.0,1.0
311,311,5931,8.0,-33.135,-71.871,33.0,1985-03-03T22:47:07.280014Z,6,36,6,54,0.5999999999999996,0.7817300674258536,1.8366542947086733,2.3,-999.0,0.5904154996097104,1,1,6,0,8,0,5.7,-0.0,5.7,-0.0,7.4,0.0,13.506366362449992,72.4439555492897,537.7249613305888,1.0,3.0
312,312,5933,7.6,-3.302,142.945,13.0,2002-09-08T18:44:23.710014Z,1,16,7,20,1.2999999999999998,-999.0,1.8416847845183857,2.1,-999.0,inf,1,1,3,0,3,2,6.7,0.0,5.5,0.0,6.3,-0.0,85.51240359220802,105.60856306470701,289.8036300972396,1.0,3.0
313,313,5948,7.9,63.5141,-147.4529,4.2,2002-11-03T22:12:41.517964Z,1,3,2,3,2.8000000000000007,-999.0,0.6246276558132469,1.3000000000000007,-999.0,inf,1,1,0,1,0,1,6.6,-0.0,6.6,-0.0,5.1,0.0,22.754133048006775,39.635369000135675,460.72958753073897,-1.0,1.0
314,314,5955,9.1,3.295,95.982,30.0,2004-12-26T00:58:53.449996Z,0,9,9,44,3.1999999999999997,-999.0,0.4099778031535384,-999.0,-999.0,-999.0,1,1,0,0,0,1,7.4,-0.0,0.0,0.0,6.8,0.0,78.80816766195423,90.55771789672707,1471.5846019280557,1.0,3.0
315,315,5962,7.4,26.901,143.698,14.0,2010-12-21T17:19:40.660035Z,0,65,0,81,1.0,2.2315526738111853,2.6383991512719187,-999.0,-999.0,-999.0,1,1,8,0,8,0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,77.00857487997058,212.75297086326285,-1.0,2.0
316,316,5964,7.0,-2.6286,138.5277,48.0,2015-07-27T21:41:21.709965Z,0,0,0,3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-1,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.66193259390072,1.0,3.0
317,317,5966,8.3,-31.5729,-71.6744,22.44,2015-09-16T22:54:32.860026Z,0,75,3,123,1.3000000000000007,0.867432387290117,2.9774796808091706,-999.0,-999.0,-999.0,1,1,6,0,7,1,6.6,-0.0,0.0,0.0,7.0,0.0,143.20807147572754,179.32958112782683,641.1560464814495,1.0,3.0
318,318,5967,7.2,44.117,148.192,44.4,1984-03-24T09:44:02.599990Z,0,3,3,15,2.1000000000000005,-999.0,0.1082810484217043,-999.0,-999.0,-999.0,1,1,0,0,5,3,6.1,-0.0,0.0,0.0,6.4,0.0,29.535993483050937,59.71218853594414,156.1879214416901,1.0,3.0
319,319,5971,7.4,1.271,122.091,30.0,2008-11-16T17:02:32.699960Z,0,2,0,7,1.8000000000000007,-999.0,62.750110207089904,-999.0,-999.0,-999.0,1,-1,2,0,3,0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,38.619059749959106,212.75297086326285,1.0,3.0
320,320,5972,7.3,-6.852,72.11,10.0,1983-11-30T17:46:00.669962Z,0,8,0,15,1.8999999999999997,-999.0,0.4058337974249063,-999.0,-999.0,-999.0,1,1,2,0,4,0,0.0,0.0,0.0,0.0,5.5,-0.0,0.0,40.866963402159186,182.28945197042378,-1.0,2.0
321,321,5978,7.0,51.537,-175.2297,29.0,2013-08-30T16:25:02.299985Z,3,28,4,68,0.5,-999.0,1.7505671234644906,1.7999999999999998,-999.0,0.1802447210087104,1,1,28,3,68,4,5.6,0.0,5.2,0.0,6.5,-0.0,460.839078334137,3086.1280169370843,114.66193259390072,1.0,3.0
322,322,5981,7.1,-29.934,-177.741,33.0,1981-12-26T17:05:32.519966Z,9,6,20,26,1.5999999999999996,-999.0,0.4106758709945451,0.2999999999999998,-999.0,7.382880790528934,2,2,5,6,21,17,6.8,-0.0,6.8,-0.0,6.2,0.0,70.27281187305499,72.64934516773069,133.82379803431266,1.0,3.0
323,323,5989,8.6,2.085,97.108,30.0,2005-03-28T16:09:36.530032Z,0,61,0,127,2.5,1.772037685357756,2.100575033570514,-999.0,-999.0,-999.0,1,1,0,0,2,0,0.0,0.0,0.0,0.0,6.9,-0.0,0.0,173.52573913731487,1019.3093880125635,1.0,3.0
324,324,5996,7.2,-2.486,99.972,25.0,2008-02-25T08:36:33.030001Z,7,7,68,23,0.5,-999.0,0.721160630707108,0.7000000000000002,-999.0,1.4245301788891973,4,1,5,7,14,44,7.0,0.0,6.5,0.0,6.7,-0.0,139.22687045400656,141.36176161782242,156.1879214416901,1.0,3.0
325,325,6013,7.5,1.795,126.519,33.0,1986-08-14T19:39:13.670030Z,0,13,26,65,1.0999999999999996,-999.0,1.462242793696138,-999.0,-999.0,-999.0,5,1,5,0,21,9,7.0,-0.0,0.0,0.0,7.1,0.0,71.06777012891175,92.57549083835255,248.30743700128235,1.0,3.0
326,326,6019,7.4,-6.266,149.06,47.8,1987-10-16T20:48:01.639986Z,1,3,9,14,1.9000000000000004,-999.0,0.2322359625609033,2.4000000000000004,-999.0,inf,1,1,1,0,8,5,6.8,-0.0,5.0,-0.0,6.8,0.0,51.80643521090735,45.687465857944034,212.75297086326285,1.0,3.0
327,327,6020,7.6,-23.043,-174.66,31.0,2009-03-19T18:17:40.469967Z,0,4,0,12,2.3,-999.0,0.4390318078218715,-999.0,-999.0,-999.0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,48.93718149746517,289.8036300972396,1.0,3.0
328,328,6021,7.4,-15.199,-173.529,21.2,1995-04-07T22:06:56.889960Z,0,8,66,94,1.3000000000000007,-999.0,0.2883616355275739,-999.0,-999.0,-999.0,1,1,5,0,57,41,6.8,0.0,0.0,0.0,6.7,-0.0,2160.1598402375594,15972.393567095363,212.75297086326285,-1.0,3.0
329,329,6024,7.9,58.679,-142.786,10.0,1987-11-30T19:23:19.590001Z,5,4,5,5,2.4000000000000004,-999.0,0.2951181237119674,1.0,-999.0,4.247708253528536,1,1,0,1,0,1,6.9,0.0,6.9,0.0,5.5,-0.0,58.316496102960485,34.04333837769877,460.72958753073897,-1.0,1.0
330,330,6027,7.1,-13.966,166.516,43.0,1985-12-21T01:13:22.409957Z,20,22,22,32,0.5999999999999996,-999.0,1.026413427634366,0.0999999999999996,-999.0,1.073365907725567,4,4,22,17,29,19,7.0,0.0,7.0,0.0,6.5,-0.0,72.53265161502911,79.50558871832865,133.82379803431266,1.0,3.0
331,331,6041,7.9,51.564,-177.632,33.0,1996-06-10T04:03:35.479989Z,2,49,80,307,0.6000000000000005,0.9967414338763172,2.4134821574272363,1.4000000000000004,-999.0,4.491334293631663,2,1,6,1,41,17,6.9,0.0,6.5,0.0,7.8,-0.0,8591.611434320419,8488.645591398868,460.72958753073897,1.0,3.0
332,332,6044,7.1,-18.318,168.063,20.7,1990-03-05T16:38:12.570030Z,0,2,15,8,1.6999999999999993,-999.0,0.7375947070105106,-999.0,-999.0,-999.0,5,-1,2,0,7,13,6.8,0.0,0.0,0.0,5.8,-0.0,50.20692659098647,35.951723588070266,133.82379803431266,1.0,3.0
333,333,6047,7.5,6.033,124.249,31.0,2002-03-05T21:16:09.129968Z,0,4,0,5,1.5,-999.0,1.381543664007453,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,24.78466969566417,248.30743700128235,1.0,3.0
334,334,6054,7.0,-60.063,-26.916,47.6,1987-01-30T22:29:42.089968Z,0,11,1,21,1.5999999999999996,-999.0,0.5130078915964759,-999.0,-999.0,-999.0,1,1,11,0,21,1,6.4,0.0,0.0,0.0,6.2,-0.0,19.883013183726643,62.7219211187619,114.66193259390072,1.0,3.0
335,335,6070,8.0,-10.799,165.114,24.0,2013-02-06T01:12:25.829968Z,22,178,35,208,0.9000000000000004,1.1911312446653142,7.235227325981431,1.5999999999999996,-999.0,2.5785930277338798,1,1,11,7,13,9,6.4,0.0,6.4,0.0,7.1,-0.0,143.0548830309075,186.1741301124183,537.7249613305888,1.0,3.0
336,336,6081,7.5,-6.7547,155.0241,43.37,2014-04-19T13:28:00.809991Z,21,33,55,140,1.2999999999999998,1.2853558657226287,1.3819442632409566,0.4000000000000003,-999.0,2.5424799366934425,5,2,8,7,23,22,7.1,0.0,7.1,0.0,7.1,-0.0,131.31685606655165,274.809869410768,248.30743700128235,1.0,3.0
337,337,6082,7.9,-4.721,102.087,33.0,2000-06-04T16:28:26.170032Z,0,48,0,81,1.2000000000000002,1.2947910019475848,2.0406046873667854,-999.0,-999.0,-999.0,1,1,4,0,7,0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,143.95555597001714,460.72958753073897,-1.0,0.0
338,338,6085,7.8,-3.487,100.082,20.1,2010-10-25T14:42:22.460021Z,0,13,4,24,1.5,-999.0,2.212121888463191,-999.0,-999.0,-999.0,1,1,2,0,4,1,6.3,0.0,0.0,0.0,6.3,-0.0,59.816705149588984,74.78873774440792,394.75897176315374,1.0,3.0
339,339,6087,7.1,1.8929,126.5217,45.0,2014-11-15T02:31:41.720044Z,1,18,6,46,0.2999999999999998,-999.0,0.6364979489975213,1.8999999999999997,-999.0,inf,2,2,13,1,37,4,5.7,-0.0,5.2,-0.0,6.8,0.0,72.78813073053419,70.68844629859626,133.82379803431266,1.0,3.0
340,340,6088,7.2,-17.6,167.856,21.0,2002-01-02T17:22:48.760000Z,1,20,8,52,0.6000000000000005,-999.0,1.343415636513987,1.1000000000000003,-999.0,inf,1,1,18,1,40,7,6.1,0.0,6.1,0.0,6.6,0.0,50.820393487920924,50.722879090714386,156.1879214416901,1.0,3.0
341,341,6091,8.2,-19.6097,-70.7691,25.0,2014-04-01T23:46:47.260043Z,25,57,28,81,0.4999999999999991,0.94303944641849,2.540448523328431,1.4999999999999991,-999.0,3.0772601291267465,1,1,6,4,6,4,6.7,-0.0,6.7,-0.0,7.7,0.0,130.08055017441473,133.42056233634403,549.3506570855053,1.0,3.0
342,342,6096,7.0,-7.288,154.371,24.7,1987-10-12T13:57:04.790020Z,0,5,3,6,1.4000000000000004,-999.0,2.63750562387033,-999.0,-999.0,-999.0,1,1,5,0,6,3,6.0,0.0,0.0,0.0,5.6,-0.0,54.00579276676532,16.38797975133727,114.66193259390072,-1.0,2.0
343,343,6097,7.4,23.901,121.574,33.8,1986-11-14T21:20:10.549972Z,0,12,6,20,1.1000000000000003,-999.0,0.7901424727556139,-999.0,-999.0,-999.0,1,1,3,0,6,3,6.2,0.0,0.0,0.0,6.3,-0.0,93.57564970261271,97.23819278037818,212.75297086326285,1.0,3.0
344,344,6109,7.7,-28.117,-176.367,29.1,1986-10-20T06:46:09.980027Z,0,60,2,85,1.5,0.9870329134164824,2.003011990617245,-999.0,-999.0,-999.0,1,1,11,0,16,1,6.0,-0.0,0.0,0.0,6.5,0.0,94.23439374476193,119.57308680021683,338.2345089289617,-1.0,1.0
345,345,6112,7.6,-24.388,-70.161,62.3,1987-03-05T09:17:05.280025Z,0,8,0,21,0.5999999999999996,-999.0,0.4781656403796953,-999.0,-999.0,-999.0,5,1,6,0,12,0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,97.828035264678,289.8036300972396,1.0,3.0
346,346,6114,7.7,-0.414,132.885,17.0,2009-01-03T19:43:50.650031Z,0,43,1,58,0.2999999999999998,1.4420588974393704,1.574581781281379,-999.0,-999.0,-999.0,2,2,4,0,6,1,5.9,-0.0,0.0,0.0,7.4,0.0,132.31881218030628,109.82302351512224,338.2345089289617,1.0,3.0
347,347,6125,7.8,28.2305,84.7314,8.22,2015-04-25T06:11:25.949991Z,0,5,0,6,1.2000000000000002,-999.0,0.2836373567917288,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,6.6,-0.0,0.0,50.606282492418885,394.75897176315374,1.0,3.0
348,348,6126,7.3,27.8087,86.0655,15.0,2015-05-12T07:05:19.729966Z,11,9,11,11,1.0,-999.0,2.153960891767065,0.5999999999999996,-999.0,7.72407748714015,1,1,4,6,4,6,6.7,-0.0,6.7,-0.0,6.3,0.0,60.752684512027066,38.46518127765073,182.28945197042378,1.0,3.0
349,349,6139,7.1,1.271,126.249,35.0,2001-02-24T07:23:48.729956Z,0,10,11,38,0.8999999999999995,-999.0,1.0688036008898285,-999.0,-999.0,-999.0,1,1,9,0,32,11,6.6,0.0,0.0,0.0,6.2,-0.0,56.390624878520875,92.61300946375444,133.82379803431266,1.0,3.0
350,350,6156,7.3,-4.439,152.828,33.0,1985-07-03T04:36:51.730044Z,1,6,5,15,1.2999999999999998,-999.0,0.4250034793720252,1.0,-999.0,inf,1,1,4,1,8,4,6.3,-0.0,6.3,-0.0,6.0,0.0,48.12898378734422,45.10599282530569,182.28945197042378,1.0,3.0
351,351,6157,7.4,-6.088,147.689,54.9,1987-02-08T18:33:58.390010Z,3,17,3,28,1.3000000000000007,-999.0,0.6334067136032583,1.2000000000000002,-999.0,19.59471007111652,1,1,10,1,13,1,6.2,0.0,6.2,0.0,6.1,-0.0,32.56639143438945,65.18354714281715,212.75297086326285,-1.0,1.0
352,352,6161,7.1,24.279,122.179,32.8,2002-03-31T06:52:50.489995Z,0,2,6,13,1.7999999999999998,-999.0,0.0806323683084092,-999.0,-999.0,-999.0,2,-1,2,0,12,5,6.8,-0.0,0.0,0.0,6.2,0.0,74.30585519961642,79.90101468061496,133.82379803431266,-1.0,3.0
353,353,6169,7.2,3.886,126.387,20.0,2009-02-11T17:34:50.489962Z,0,69,7,91,0.9000000000000004,1.3407749105738005,2.545030955761753,-999.0,-999.0,-999.0,1,1,39,0,52,6,6.3,0.0,0.0,0.0,6.3,-0.0,40.40533985298316,62.3175858599965,156.1879214416901,1.0,3.0
354,354,6172,7.5,-5.4624,151.8751,55.0,2015-05-05T01:44:06.380020Z,11,20,33,84,1.7000000000000002,-999.0,1.4509966928392368,0.7000000000000002,-999.0,0.3795500266772776,1,1,3,7,23,13,6.8,0.0,6.8,0.0,7.0,-0.0,115.66059428810578,131.05765917225665,248.30743700128235,1.0,3.0
355,355,6175,8.0,51.52,-174.776,33.0,1986-05-07T22:47:10.870027Z,3,78,7,214,1.5999999999999996,1.2734950973102852,2.699223411015573,1.7000000000000002,-999.0,107.90693060632088,1,1,1,1,13,3,6.3,-0.0,6.3,-0.0,6.8,0.0,253.3801021245484,8111.039399374714,537.7249613305888,1.0,3.0
