,Unnamed: 0.1,Unnamed: 0,cid,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,dm_a,b_a,rate_a,dm_f,b_f,rate_f,c_type,c_type60,fstyle_m,na_apr,nf_apr,na_all_apr,nf_all_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle
251,251,251,252,7.2,40.37,-124.32,15.0,1992-04-25T18:06:02.879997Z,0,2,0,3,0.6000000000000005,-999.0,13.28903654583732,-999.0,-999,-999.0,1,-1,0.0,2,0,3,0,0.0,0.0,0.0,0.0,6.6,48936.960001,0.0,24.36264703254644,156.1879214416901,1.0,3.0
252,252,252,253,7.2,-24.77,-70.37,33.0,1988-02-05T14:01:06.239998Z,2,3,2,4,0.9000000000000004,-999.0,0.3000030000283965,0.2000000000000001,-999,1.5229972584988676,2,2,3.0,3,2,4,2,7.0,1492240.320002,7.0,1492240.320002,6.3,-1492240.320002,31.291589384864842,63.64864362262499,156.1879214416901,1.0,3.0
253,253,253,254,7.2,33.83,59.81,10.0,1997-05-10T07:57:30.240003Z,0,0,0,2,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,-1.0,1.0
254,254,254,255,7.2,7.92,92.19,16.0,2005-07-24T15:42:02.879999Z,0,7,0,9,1.6000000000000003,-999.0,0.7075424020094802,-999.0,-999,-999.0,1,1,1.0,5,0,7,0,0.0,0.0,0.0,0.0,5.6,38111.040005,0.0,143.59642575201423,156.1879214416901,-1.0,1.0
255,255,255,256,7.2,4.56,-77.49,21.0,1991-11-19T22:28:50.879997Z,0,1,0,1,2.0,-999.0,inf,-999.0,-999,-999.0,-1,-1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,20.052040578819838,156.1879214416901,1.0,3.0
256,256,256,257,7.2,-22.67,171.36,38.0,1980-03-08T22:12:08.639999Z,1,0,1,1,-999.0,-999.0,-999.0,0.9000000000000004,-999,inf,-1,-1,0.0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,1.0,3.0
257,257,257,258,7.2,-0.59,128.03,19.4,2019-07-14T09:10:47.999995Z,0,2,0,2,1.9000000000000004,-999.0,0.9164642807617116,-999.0,-999,-999.0,-1,-1,1.0,1,0,1,0,0.0,0.0,0.0,0.0,5.3,-0.0,0.0,94.01338159136296,156.1879214416901,1.0,1.0
258,258,258,259,7.2,-9.05,158.49,33.0,1991-10-14T15:58:10.560005Z,1,2,1,2,1.7000000000000002,-999.0,0.0696531620795131,1.7000000000000002,-999,inf,1,1,3.0,2,1,2,1,5.5,1579400.640008,5.5,1579400.640008,5.5,-0.0,30.77146022750785,18.43533903648165,156.1879214416901,1.0,3.0
259,259,259,260,7.2,28.78,63.94,68.0,2011-01-18T20:23:25.439996Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,-1.0,2.0
260,260,260,261,7.2,51.48,-176.85,26.0,1996-06-10T15:24:54.719996Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,1.0,3.0
261,261,261,262,7.2,-59.43,-20.51,33.0,1977-08-26T19:50:00.960002Z,0,1,0,1,1.4000000000000004,-999.0,inf,-999.0,-999,-999.0,-1,-1,1.0,1,0,1,0,0.0,0.0,0.0,0.0,5.8,-0.0,0.0,45.31801885596321,156.1879214416901,-1.0,1.0
262,262,262,263,7.2,27.81,86.07,15.0,2015-05-12T07:05:22.559995Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,1.0,3.0
263,263,263,264,7.2,38.23,72.75,33.0,2015-12-07T07:50:09.599997Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,-1.0,1.0
264,264,264,265,7.2,-13.7,166.64,31.0,2010-05-27T17:14:47.040002Z,0,7,0,9,1.1000000000000003,-999.0,1.1826721632793544,-999.0,-999,-999.0,1,1,3.0,4,0,5,0,0.0,0.0,0.0,0.0,6.3,524180.159998,0.0,39.06499445006017,156.1879214416901,1.0,3.0
265,265,265,266,7.2,-11.61,165.76,35.0,2007-09-02T01:05:13.920000Z,3,12,3,13,0.9000000000000004,-999.0,0.5359846708381643,1.2000000000000002,-999,0.1613666681008252,1,1,3.0,6,1,6,1,6.0,1774794.24,6.0,1774794.24,6.3,-1774794.24,61.1936040822102,69.31641286744987,156.1879214416901,1.0,3.0
266,266,266,267,7.1,-18.36,168.14,32.0,2011-08-20T16:55:03.360001Z,1,17,1,17,0.0999999999999996,-999.0,0.7634616248262311,1.7999999999999998,-999,inf,2,2,3.0,13,1,13,1,5.3,25488.000004,5.3,25488.000004,7.0,0.0,19.02646610750488,109.18975797243297,133.82379803431266,1.0,3.0
267,267,267,268,7.1,58.82,-143.21,10.0,1987-11-17T08:46:53.759998Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,-1.0,1.0
268,268,268,269,7.1,11.33,122.17,15.0,1990-06-14T07:40:56.640001Z,0,1,0,2,1.6999999999999993,-999.0,inf,-999.0,-999,-999.0,-1,-1,1.0,1,0,2,0,0.0,0.0,0.0,0.0,5.6,51347.52,0.0,22.84850933088656,133.82379803431266,-1.0,1.0
269,269,269,270,7.1,-8.8,157.35,25.0,2010-01-03T22:36:28.800003Z,1,17,1,17,0.2999999999999998,-999.0,0.8326231547587352,0.5,-999,inf,5,5,3.0,13,1,13,1,6.6,2903.040007,6.6,2903.040007,6.8,56877.120001,15.772347429457605,105.13366407665646,133.82379803431266,1.0,3.0
270,270,270,271,7.1,53.47,169.93,32.0,1990-11-06T20:14:29.760001Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,1.0,3.0
271,271,271,272,7.1,-56.04,-25.33,33.0,1991-12-27T04:05:57.119997Z,0,2,0,2,0.5,-999.0,3.173595683838582,-999.0,-999,-999.0,-1,-1,2.0,2,0,2,0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,59.27387063016118,133.82379803431266,-1.0,2.0
272,272,272,273,7.1,36.2,1.35,10.0,1980-10-10T12:25:20.640002Z,0,3,0,5,0.8999999999999995,-999.0,0.1046127236967477,-999.0,-999,-999.0,1,1,3.0,3,0,5,0,0.0,0.0,0.0,0.0,6.2,-0.0,0.0,27.865527307851806,133.82379803431266,-1.0,3.0
273,273,273,274,7.1,1.62,126.42,33.0,2019-11-14T16:17:36.960005Z,1,18,1,18,1.0,-999.0,4.873558239035211,1.6999999999999993,-999,inf,1,1,3.0,15,1,15,1,5.4,-0.0,5.4,-0.0,6.1,16588.799993,17.01465464914451,23.384714755034175,133.82379803431266,1.0,3.0
274,274,274,275,7.1,-19.53,173.82,33.0,2000-02-25T01:43:58.080005Z,0,3,0,3,1.5,-999.0,0.3037667071674333,-999.0,-999,-999.0,1,1,1.0,3,0,3,0,0.0,0.0,0.0,0.0,5.6,-0.0,0.0,92.84861247707819,133.82379803431266,-1.0,1.0
275,275,275,276,7.1,-1.59,135.01,13.0,1985-11-17T09:40:19.200004Z,0,2,0,2,1.0999999999999996,-999.0,0.1034275903436405,-999.0,-999,-999.0,-1,-1,1.0,2,0,2,0,0.0,0.0,0.0,0.0,6.0,-0.0,0.0,69.50653479252179,133.82379803431266,1.0,1.0
276,276,276,277,7.1,13.53,121.09,33.0,1994-11-14T19:15:27.360004Z,0,3,0,4,1.5999999999999996,-999.0,0.326936280117558,-999.0,-999,-999.0,1,1,1.0,2,0,3,0,0.0,0.0,0.0,0.0,5.5,-0.0,0.0,82.2241664414274,133.82379803431266,1.0,1.0
277,277,277,278,7.1,44.69,151.15,33.0,1982-06-30T01:57:30.240003Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,-1.0,2.0
278,278,278,279,7.1,-31.56,-71.43,28.4,2015-09-16T23:18:40.319998Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,1.0,3.0
279,279,279,280,7.1,13.74,124.32,26.0,1982-01-11T06:10:04.799999Z,0,1,0,2,0.5,-999.0,inf,-999.0,-999,-999.0,-1,-1,0.0,1,0,2,0,0.0,0.0,0.0,0.0,6.6,-0.0,0.0,89.74590499846263,133.82379803431266,1.0,3.0
280,280,280,281,7.1,34.59,-116.27,0.0,1999-10-16T09:46:47.999998Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,1.0,1.0
281,281,281,282,7.1,38.28,141.59,42.0,2011-04-07T14:32:47.039998Z,0,0,0,4,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1,-1,3.0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,-1.0,3.0
282,282,282,283,7.1,27.92,130.34,27.0,1995-10-18T10:37:29.280001Z,0,9,0,9,0.3999999999999994,-999.0,0.6689708997628038,-999.0,-999,-999.0,0,0,2.0,8,0,8,0,0.0,0.0,0.0,0.0,6.7,50077.439995,0.0,39.7984153496595,133.82379803431266,-1.0,2.0
283,283,283,284,7.1,-38.37,-73.35,24.0,2011-01-02T20:20:15.359997Z,0,0,0,4,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1,-1,0.0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,1.0,3.0
284,284,284,285,7.1,37.16,144.66,35.0,2013-10-25T17:10:19.200004Z,0,2,0,2,1.3999999999999997,-999.0,1.072443562632129,-999.0,-999,-999.0,-1,-1,2.0,2,0,2,0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,11.150385350695139,133.82379803431266,-1.0,2.0
285,285,285,286,7.1,-8.03,155.54,33.0,1977-07-29T11:15:47.520000Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,-1.0,1.0
286,286,286,287,7.1,24.28,122.18,32.8,2002-03-31T06:52:50.880005Z,0,2,0,4,1.7999999999999998,-999.0,0.0806324811825872,-999.0,-999,-999.0,1,-1,3.0,2,0,4,0,0.0,0.0,0.0,0.0,6.1,2442657.599992,0.0,51.486306619102294,133.82379803431266,-1.0,3.0
287,287,287,288,7.1,52.65,-31.9,16.7,2015-02-13T18:59:11.040003Z,1,1,1,1,2.1,-999.0,inf,1.3999999999999997,-999,inf,-1,-1,1.0,0,1,0,1,5.7,656.640001,5.7,656.640001,5.0,-656.640001,15.703634528820068,104.7348493069674,133.82379803431266,-1.0,1.0
288,288,288,289,7.1,29.98,68.21,33.0,1997-02-27T21:08:03.840003Z,0,2,0,2,1.1999999999999993,-999.0,0.1263886957947937,-999.0,-999,-999.0,-1,-1,0.0,2,0,2,0,0.0,0.0,0.0,0.0,5.9,402943.679993,0.0,83.78613696488418,133.82379803431266,1.0,3.0
289,289,289,290,7.1,-0.97,-21.86,10.0,1982-01-03T14:09:53.279998Z,0,1,0,1,1.2999999999999998,-999.0,inf,-999.0,-999,-999.0,-1,-1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,11.01045832498317,133.82379803431266,-1.0,1.0
290,290,290,291,7.1,12.06,125.93,23.0,1995-04-21T00:34:50.879999Z,4,18,4,23,0.0999999999999996,-999.0,0.6768189509313371,0.2999999999999998,-999,0.2825956409633166,4,4,3.0,18,4,23,4,6.8,1494.719996,6.8,1494.719996,7.0,279201.599999,124.62031850923474,112.45594544608996,133.82379803431266,1.0,3.0
291,291,291,292,7.1,-14.04,166.51,33.0,1985-12-21T01:13:17.760003Z,7,7,7,9,0.5999999999999996,-999.0,0.3270111183768724,0.0999999999999996,-999,0.3838771593093152,5,5,3.0,7,7,9,7,7.0,1977799.680006,7.0,1977799.680006,6.5,-1982854.08,51.082193435201,94.76758586182675,133.82379803431266,1.0,3.0
292,292,292,293,7.1,7.26,126.75,33.0,1992-05-17T09:49:14.879999Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,1.0,3.0
293,293,293,294,7.1,-37.36,179.15,19.0,2016-09-01T16:37:55.199997Z,1,9,1,10,1.1999999999999993,-999.0,0.4197173902888423,1.2999999999999998,-999,inf,1,1,0.0,9,1,10,1,5.8,66795.839999,5.8,66795.839999,5.9,3207807.36,32.15506392096756,52.460762419603064,133.82379803431266,-1.0,2.0
294,294,294,295,7.1,-22.25,169.68,22.0,2004-01-03T16:23:22.560001Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,-1.0,2.0
295,295,295,296,7.1,-37.71,178.77,59.0,1995-02-05T22:51:10.080005Z,0,14,0,14,0.5999999999999996,-999.0,0.6683375104424765,-999.0,-999,-999.0,1,1,2.0,14,0,14,0,0.0,0.0,0.0,0.0,6.5,309769.919993,0.0,68.26413510630452,133.82379803431266,-1.0,2.0
296,296,296,297,7.1,-55.66,158.45,16.0,2008-04-12T00:30:14.399996Z,0,2,0,2,2.0,-999.0,0.3773157755755202,-999.0,-999,-999.0,-1,-1,3.0,2,0,2,0,0.0,0.0,0.0,0.0,5.1,-0.0,0.0,39.668227142898836,133.82379803431266,1.0,3.0
297,297,297,298,7.1,9.88,124.12,19.0,2013-10-15T00:12:31.680001Z,0,16,0,16,1.3999999999999997,-999.0,0.9289471545230772,-999.0,-999,-999.0,1,1,3.0,12,0,12,0,0.0,0.0,0.0,0.0,5.7,30231.360002,0.0,55.567559779543686,133.82379803431266,-1.0,3.0
298,298,298,299,7.1,-34.17,-71.54,33.0,1985-04-09T01:56:55.680001Z,0,0,0,2,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,3.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,1.0,3.0
299,299,299,300,7.1,-15.77,-74.71,39.0,2018-01-14T09:18:43.200003Z,0,2,0,2,1.5999999999999996,-999.0,0.1727936411941848,-999.0,-999,-999.0,-1,-1,3.0,2,0,2,0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,115.1110525001318,133.82379803431266,1.0,3.0
300,300,300,301,7.1,61.35,-149.96,46.7,2018-11-30T17:29:28.320004Z,0,2,0,4,2.0,-999.0,57.97101457569435,-999.0,-999,-999.0,1,-1,2.0,1,0,1,0,0.0,0.0,0.0,0.0,5.1,52073.279993,0.0,17.828543381655816,133.82379803431266,-1.0,2.0
301,301,301,302,7.1,18.22,-102.76,33.0,1997-01-11T20:28:27.839996Z,0,1,0,1,1.5999999999999996,-999.0,inf,-999.0,-999,-999.0,-1,-1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,15.800238401020426,133.82379803431266,-1.0,2.0
302,302,302,303,7.1,35.49,81.47,10.0,2008-03-20T22:33:01.440004Z,0,7,0,7,1.9,-999.0,0.2512102953151621,-999.0,-999,-999.0,1,1,2.0,5,0,5,0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,64.9833633228768,133.82379803431266,-1.0,2.0
303,303,303,304,7.1,-17.32,-72.4,54.0,1988-04-12T23:19:58.079997Z,0,3,0,3,0.8999999999999995,-999.0,0.7333170373964979,-999.0,-999,-999.0,1,1,0.0,3,0,3,0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,23.19200296717517,133.82379803431266,1.0,3.0
304,304,304,305,7.1,-33.13,-73.07,32.0,1981-10-16T03:25:37.920003Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,1.0,3.0
305,305,305,306,7.1,-29.2,-177.61,33.0,1995-07-03T19:50:52.800004Z,0,4,0,5,1.5999999999999996,-999.0,1.1847990284668883,-999.0,-999,-999.0,1,1,3.0,4,0,5,0,0.0,0.0,0.0,0.0,5.5,-0.0,0.0,133.09794444287675,133.82379803431266,-1.0,3.0
306,306,306,307,7.1,12.61,125.15,33.0,1996-06-11T18:22:53.760000Z,0,4,0,6,1.0,-999.0,0.208529916222201,-999.0,-999,-999.0,1,1,3.0,4,0,6,0,0.0,0.0,0.0,0.0,6.1,22040.639996,0.0,91.79700389331153,133.82379803431266,1.0,3.0
307,307,307,308,7.1,-3.61,135.4,10.0,2004-11-26T02:25:00.479996Z,1,10,1,10,1.0,-999.0,1.14471485154259,1.9,-999,inf,1,1,0.0,8,1,8,1,5.2,27129.599991,5.2,27129.599991,6.1,47044.800006,15.101774725067852,29.447724830563214,133.82379803431266,-1.0,2.0
308,308,308,309,7.1,-42.81,124.69,10.0,2001-12-12T14:02:32.640002Z,0,1,0,1,1.6999999999999993,-999.0,inf,-999.0,-999,-999.0,-1,-1,1.0,1,0,1,0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,18.680074202704805,133.82379803431266,-1.0,1.0
309,309,309,310,7.1,5.34,31.91,10.0,1990-05-24T20:00:05.760000Z,2,0,2,1,-999.0,-999.0,-999.0,0.0,-999,0.4239803273168139,2,-1,2.0,0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,-1.0,2.0
310,310,310,311,7.1,43.53,146.75,44.0,1980-02-23T05:51:04.320005Z,0,3,0,3,1.0,-999.0,0.3417596062885606,-999.0,-999,-999.0,1,1,0.0,3,0,3,0,0.0,0.0,0.0,0.0,6.1,-0.0,0.0,65.43919672562005,133.82379803431266,-1.0,3.0
311,311,311,312,7.1,0.15,-77.83,12.0,1987-03-06T04:10:42.239995Z,1,1,1,1,1.0999999999999996,-999.0,inf,0.6999999999999993,-999,inf,-1,-1,3.0,1,1,1,1,6.4,8147.519999,6.4,8147.519999,6.0,-8147.519999,17.935218888711557,14.459848607463131,133.82379803431266,-1.0,3.0
312,312,312,313,7.1,2.26,126.82,33.0,1989-02-10T11:15:21.600003Z,0,11,0,11,0.7999999999999998,-999.0,0.371011207911061,-999.0,-999,-999.0,1,1,3.0,11,0,11,0,0.0,0.0,0.0,0.0,6.3,548847.359998,0.0,127.85703432122781,133.82379803431266,1.0,3.0
313,313,313,314,7.1,7.12,-76.89,10.0,1992-10-18T15:11:57.119999Z,1,1,1,1,1.5999999999999996,-999.0,inf,0.5,-999,inf,-1,-1,0.0,1,1,1,1,6.6,110358.719997,6.6,110358.719997,5.5,-110358.719997,28.861370472722264,64.12246868954033,133.82379803431266,-1.0,3.0
314,314,314,315,7.1,16.2,-97.96,33.0,1996-02-25T03:08:21.120004Z,0,6,0,7,1.1999999999999993,-999.0,0.2462195046874322,-999.0,-999,-999.0,1,1,3.0,6,0,7,0,0.0,0.0,0.0,0.0,5.9,-0.0,0.0,111.87792903770399,133.82379803431266,1.0,3.0
315,315,315,316,7.1,5.04,32.11,7.0,1990-05-20T02:21:59.040002Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,-1.0,1.0
316,316,316,317,7.1,-46.68,164.72,10.0,2004-11-22T20:26:26.880000Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,1.0,3.0
317,317,317,318,7.1,-10.96,164.19,14.0,1993-03-06T03:05:45.599996Z,0,5,0,5,0.5,-999.0,0.2612739718870859,-999.0,-999,-999.0,1,1,0.0,5,0,5,0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,114.66446776215494,133.82379803431266,-1.0,1.0
318,318,318,319,7.1,-11.18,164.88,10.0,2013-02-06T01:23:22.560001Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,-1.0,2.0
319,319,319,320,7.1,44.16,148.29,43.0,1984-03-24T09:44:03.840005Z,0,1,0,1,1.9,-999.0,inf,-999.0,-999,-999.0,-1,-1,3.0,1,0,1,0,0.0,0.0,0.0,0.0,5.2,-0.0,0.0,127.15397283599545,133.82379803431266,1.0,3.0
320,320,320,321,7.1,-35.2,-72.22,40.7,2012-03-25T22:37:03.360005Z,1,0,1,0,-999.0,-999.0,-999.0,2.0,-999,inf,-1,-1,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,1.0,3.0
321,321,321,322,7.1,-18.69,-172.52,65.0,1988-10-08T04:46:24.959996Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,1.0,3.0
322,322,322,323,7.1,5.4,121.94,33.0,1999-03-04T08:52:04.800003Z,0,3,0,3,1.1999999999999993,-999.0,0.538522294824284,-999.0,-999,-999.0,1,1,3.0,2,0,2,0,0.0,0.0,0.0,0.0,5.9,-0.0,0.0,29.855111496170988,133.82379803431266,-1.0,3.0
323,323,323,324,7.1,-17.3,167.59,30.0,1981-07-15T07:59:05.280002Z,0,2,0,2,1.2999999999999998,-999.0,0.6203858800328198,-999.0,-999,-999.0,-1,-1,3.0,2,0,2,0,0.0,0.0,0.0,0.0,5.8,-0.0,0.0,33.38581692184923,133.82379803431266,1.0,3.0
324,324,324,325,7.1,45.32,149.91,33.0,1996-02-07T21:36:43.199999Z,1,3,1,7,1.3999999999999997,-999.0,0.8670770831486312,1.6999999999999993,-999,inf,1,1,3.0,3,1,7,1,5.4,293967.360002,5.4,293967.360002,5.7,301924.800003,45.49172670247271,124.53800683494222,133.82379803431266,-1.0,3.0
325,325,325,326,7.1,-20.62,169.36,34.0,2007-03-25T00:40:01.920003Z,1,10,1,10,0.1999999999999993,-999.0,0.3401221718845588,1.2999999999999998,-999,inf,5,5,3.0,10,1,10,1,5.8,1089659.520006,5.8,1089659.520006,6.9,-1089659.520006,68.37271802153828,101.36582277037319,133.82379803431266,1.0,3.0
326,326,326,327,7.1,-0.59,-80.39,33.0,1998-08-04T18:59:19.679998Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,1.0,3.0
327,327,327,328,7.1,3.88,126.4,22.0,2009-02-11T17:34:48.000004Z,0,31,0,35,0.8999999999999995,1.000976129293739,1.8508236165065888,-999.0,-999,-999.0,1,1,3.0,23,0,27,0,0.0,0.0,0.0,0.0,6.3,1450163.519994,0.0,55.655740412939615,133.82379803431266,1.0,3.0
328,328,328,329,7.1,7.25,122.94,22.0,1976-08-17T04:19:29.279995Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,-1.0,1.0
329,329,329,330,7.1,-47.62,85.09,35.0,2015-12-04T22:24:57.600001Z,0,1,0,1,2.1,-999.0,inf,-999.0,-999,-999.0,-1,-1,2.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.997909004968535,133.82379803431266,-1.0,2.0
330,330,330,331,7.1,-30.93,-71.22,58.0,1997-10-15T01:03:30.240005Z,0,2,0,2,0.8999999999999995,-999.0,0.3308026927388413,-999.0,-999,-999.0,-1,-1,0.0,2,0,2,0,0.0,0.0,0.0,0.0,6.2,-0.0,0.0,118.86056168262651,133.82379803431266,-1.0,2.0
331,331,331,332,7.1,-16.39,-72.66,53.0,1979-02-16T10:08:49.919995Z,0,1,0,1,1.5,-999.0,inf,-999.0,-999,-999.0,-1,-1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,12.235281655255795,133.82379803431266,-1.0,3.0
332,332,332,333,7.1,-0.05,-17.83,10.0,2016-08-29T04:30:00.000000Z,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,-1.0,1.0
333,333,333,334,7.1,-4.6,140.09,33.0,1976-06-25T19:18:54.720004Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,-1.0,0.0
334,334,334,335,7.1,38.72,43.51,16.0,2011-10-23T10:41:22.559997Z,0,8,0,9,1.0999999999999996,-999.0,0.360931021568663,-999.0,-999,-999.0,1,1,3.0,7,0,8,0,0.0,0.0,0.0,0.0,6.0,26965.439998,0.0,40.414517910597894,133.82379803431266,1.0,3.0
335,335,335,336,7.1,18.55,-98.49,48.0,2017-09-19T18:14:41.280002Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,-1.0,2.0
336,336,336,337,7.1,1.9,126.52,45.0,2014-11-15T02:31:37.920005Z,1,14,1,17,0.2999999999999998,-999.0,0.5901396101704447,2.0,-999,inf,5,0,3.0,11,1,14,1,5.1,-1775243.519991,5.1,-1775243.519991,6.8,914293.44,49.556075731793314,76.26861850981501,133.82379803431266,1.0,3.0
337,337,337,338,7.1,-9.84,160.82,33.0,1977-04-20T23:49:12.000004Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,1.0,3.0
338,338,338,339,7.1,-6.59,155.05,60.5,2014-04-11T07:07:23.520001Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,1.0,3.0
339,339,339,340,7.1,0.19,98.04,33.0,1984-11-17T06:49:32.160000Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-1,-1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82379803431266,1.0,3.0
340,340,340,341,7.1,-36.81,-179.57,33.0,2001-08-21T06:52:07.679998Z,0,6,0,7,1.3999999999999997,-999.0,0.8123806815891128,-999.0,-999,-999.0,1,1,3.0,6,0,6,0,0.0,0.0,0.0,0.0,5.7,311065.920004,0.0,42.74567663958034,133.82379803431266,-1.0,3.0
