,M0,T0Z,T0M,T0G,Lat0,Lon0,Dep0,Cid_Z,Cid_G,Cid_M,N_AS_allZ,N_FS_allZ,N_AS_Z,N_FS_Z,N_AS_allG,N_FS_allG,N_AS_G,N_FS_G,N_AS_M,N_FS_M,c_typeM,c_typeZ,c_typeallZ,c_typeG,c_typeallG
29,7.4,1983-05-26T02:59:57.999999,1983-05-26T02:59:59.599972Z,1983-05-26T02:59:59.599972Z,40.462,139.102,23.0,702,3732,182,25,0,25,0,50,1,42,1,42,1,1,1,1,1,1
30,7.6,1977-04-02T07:15:21.000000,1977-04-02T07:15:22.700011Z,1977-04-02T07:15:22.700011Z,-16.696,-172.095,33.0,727,2874,106,1,0,0,0,52,0,6,0,6,3,1,-1,-1,1,1
31,7.4,1983-10-04T18:52:12.000000,1983-10-04T18:52:13.299973Z,1983-10-04T18:52:13.299973Z,-26.535,-70.563,14.0,740,3603,186,6,0,6,0,13,0,9,0,9,2,1,1,1,1,1
32,7.2,1983-10-22T04:21:34.000002,1983-10-22T04:21:35.009971Z,1983-10-22T04:21:35.009971Z,-60.665,-25.451,24.0,742,1670,259,6,0,6,0,8,0,6,0,6,0,1,1,1,1,1
33,7.3,1983-11-30T17:46:00.000001,1983-11-30T17:46:00.669962Z,1983-11-30T17:46:00.669962Z,-6.852,72.11,10.0,752,3738,203,33,0,28,0,39,0,30,0,30,0,1,1,1,1,1
34,7.6,1984-02-07T21:33:19.999997,1984-02-07T21:33:21.490039Z,1984-02-07T21:33:21.490039Z,-10.012,160.469,18.0,774,3735,122,4,0,4,0,8,0,5,0,5,0,1,1,1,1,1
35,7.2,1984-03-24T09:44:00.999999,1984-03-24T09:44:02.599990Z,1984-03-24T09:44:02.599990Z,44.117,148.192,44.0,784,3770,225,6,0,5,0,49,1,14,0,14,0,1,1,1,1,1
36,8.0,1985-03-03T22:47:06.000004,1985-03-03T22:47:07.280014Z,1985-03-03T22:47:07.280014Z,-33.135,-71.871,33.0,894,3568,26,57,6,53,6,85,6,59,6,59,8,1,1,1,1,1
37,7.2,1985-05-10T15:35:49.000003,1985-05-10T15:35:50.590005Z,1985-05-10T15:35:50.590005Z,-5.599,151.045,26.0,916,3535,227,7,0,5,0,17,1,7,0,7,0,1,1,1,1,1
38,7.3,1985-07-03T04:36:50.000003,1985-07-03T04:36:51.730044Z,1985-07-03T04:36:51.730044Z,-4.439,152.828,33.0,930,4107,193,2,0,2,0,34,0,8,0,8,2,1,-1,-1,1,1
39,8.0,1985-09-19T13:17:45.999999,1985-09-19T13:17:47.350031Z,1985-09-19T13:17:47.350031Z,18.19,-102.533,27.0,958,3995,29,7,0,4,0,11,0,4,0,4,0,2,2,2,2,2
40,8.0,1986-05-07T22:47:08.999998,1986-05-07T22:47:10.870027Z,1986-05-07T22:47:10.870027Z,51.52,-174.776,33.0,1027,4131,23,88,3,69,3,169,4,68,3,86,3,1,1,1,1,1
41,7.5,1986-08-14T19:39:12.000001,1986-08-14T19:39:13.670030Z,1986-08-14T19:39:13.670030Z,1.795,126.519,33.0,1065,4097,127,18,0,17,0,78,11,36,0,36,2,1,1,1,1,1
42,7.7,1986-10-20T06:46:08.000002,1986-10-20T06:46:09.980027Z,1986-10-20T06:46:09.980027Z,-28.117,-176.367,29.0,1088,4086,68,45,0,44,0,114,1,68,0,68,1,1,1,1,1,1
43,7.4,1986-11-14T21:20:09.000000,1986-11-14T21:20:10.549972Z,1986-11-14T21:20:10.549972Z,23.901,121.574,33.0,1099,4124,157,12,0,10,0,20,5,12,0,12,0,1,1,1,1,1
44,7.6,1987-03-05T09:17:03.999997,1987-03-05T09:17:05.280025Z,1987-03-05T09:17:05.280025Z,-24.388,-70.161,62.0,1138,4101,112,10,0,9,0,31,0,9,0,9,0,1,1,1,1,5
45,7.2,1987-03-06T04:10:40.000001,1987-03-06T04:10:41.959973Z,1987-03-06T04:10:41.959973Z,0.151,-77.821,10.0,1139,1234,242,3,1,3,1,5,1,3,1,3,1,1,1,1,1,1
46,7.4,1987-09-03T06:40:12.000002,1987-09-03T06:40:13.909991Z,1987-09-03T06:40:13.909991Z,-58.893,158.513,33.0,1191,4051,167,5,0,5,0,6,0,5,0,5,1,1,1,1,1,1
47,7.9,1987-11-30T19:23:17.999998,1987-11-30T19:23:19.590001Z,1987-11-30T19:23:19.590001Z,58.679,-142.786,10.0,1217,4035,38,7,0,7,0,16,5,7,5,7,7,1,1,1,1,2
48,7.3,1988-02-24T03:52:02.000001,1988-02-24T03:52:03.290020Z,1988-02-24T03:52:03.290020Z,13.477,124.616,24.0,1246,3794,214,3,0,2,0,8,0,2,0,2,0,-1,-1,1,-1,1
49,7.6,1988-08-10T04:38:24.999998,1988-08-10T04:38:26.169996Z,1988-08-10T04:38:26.169996Z,-10.366,160.819,34.0,1293,3780,98,7,0,7,0,22,0,12,0,12,0,1,1,1,1,1
