,Cid_G,Cid_M,Cid_Z,Dep0,Lat0,Lon0,M0,N_AS_G,N_AS_M,N_AS_Z,N_AS_allG,N_AS_allZ,N_FS_G,N_FS_M,N_FS_Z,N_FS_allG,N_FS_allZ,T0G,T0M,T0Z,c_typeG,c_typeM,c_typeZ,c_typeallG,c_typeallZ
34,98,548,541,5.0,36.458,140.7,4.6,1,1,2,1,2,1,1,1,1,1,1994-08-30T01:55:05.000044Z,1994-08-30T01:55:05.000044Z,1994-08-30T01:55:04.000001,-1,-1,1,-1,1
35,1454,268,547,15.0,30.983,130.375,4.9,1,0,1,2,1,1,1,2,1,2,1994-09-30T16:26:17.599999Z,1994-09-30T16:26:17.599999Z,1994-09-30T16:26:15.999997,-1,-1,1,1,1
36,612,116,545,1.0,32.013000000000005,131.15,5.3,4,4,7,4,7,1,3,1,1,1,1994-09-07T12:54:04.800032Z,1994-09-07T12:54:04.800032Z,1994-09-07T12:54:03.000002,1,1,1,1,1
37,1023,123,761,12.0,35.935,136.623,5.3,7,7,10,7,12,0,0,0,0,0,1996-02-07T10:33:16.570016Z,1996-02-07T10:33:16.570016Z,1996-02-07T10:33:15.000001,1,1,1,1,1
38,801,230,414,0.0,36.353,137.653,5.0,4,4,4,7,4,1,1,2,1,2,1993-07-20T00:10:08.200020Z,1993-07-20T00:10:08.200020Z,1993-07-20T00:10:07.000000,2,2,2,0,2
39,1236,103,1384,30.0,35.024,138.094,5.3,24,24,24,27,28,0,0,0,0,0,2001-04-03T23:57:12.429967Z,2001-04-03T23:57:12.429967Z,2001-04-03T23:57:11.000003,2,2,2,2,2
40,1166,39,1387,39.0,32.799,132.339,5.8,1,1,1,6,4,0,1,0,0,0,2001-04-25T23:40:08.390028Z,2001-04-25T23:40:08.390028Z,2001-04-25T23:40:06.999999,-1,-1,-1,1,1
41,1370,441,419,0.0,35.717,137.107,4.7,2,2,4,10,16,0,0,0,0,0,1993-07-29T18:57:00.400005Z,1993-07-29T18:57:00.400005Z,1993-07-29T18:57:00.000003,-1,-1,1,0,5
42,1234,143,1382,4.0,36.821,139.375,5.2,14,14,16,20,16,1,1,1,1,1,2001-03-31T06:09:42.930001Z,2001-03-31T06:09:42.930001Z,2001-03-31T06:09:41.000000,1,1,1,1,1
43,1624,226,384,0.0,37.588,137.452,5.0,21,8,24,27,29,17,18,1,17,1,1993-04-02T19:05:47.800031Z,1993-04-02T19:05:47.800031Z,1993-04-02T19:05:46.000003,4,1,4,4,4
44,1619,181,385,0.0,35.81,137.5,5.1,17,15,17,20,21,6,8,8,6,8,1993-04-23T05:18:54.300037Z,1993-04-23T05:18:54.300037Z,1993-04-23T05:18:52.999998,1,1,1,1,1
45,618,461,2198,52.0,35.705999999999996,140.71,4.7,4,4,5,5,6,0,2,1,0,1,2007-03-14T22:39:47.490014Z,2007-03-14T22:39:47.490014Z,2007-03-14T22:39:46.000001,1,1,1,1,1
46,1589,6,2201,10.0,37.221,136.686,6.9,803,803,812,979,916,0,4,0,0,0,2007-03-25T09:41:57.910020Z,2007-03-25T09:41:57.910020Z,2007-03-25T09:41:56.000001,1,1,1,1,1
47,1487,92,2207,15.0,34.791,136.408,5.4,6,6,6,6,6,1,1,1,1,1,2007-04-15T12:19:29.530017Z,2007-04-15T12:19:29.530017Z,2007-04-15T12:19:28.000001,1,1,1,1,1
48,438,514,2208,9.0,44.099,141.707,4.6,1,1,1,1,1,0,0,0,0,0,2007-04-23T17:27:21.010032Z,2007-04-23T17:27:21.010032Z,2007-04-23T17:27:19.999997,-1,-1,-1,-1,-1
49,1306,96,169,6.0,39.472,141.89700000000002,5.4,3,2,4,4,4,0,0,0,0,0,1991-06-15T10:21:41.099970Z,1991-06-15T10:21:41.099970Z,1991-06-15T10:21:40.000000,1,-1,1,1,1
50,893,304,160,3.0,35.062,138.202,4.9,1,1,1,1,1,0,0,0,0,0,1991-04-25T07:12:04.300051Z,1991-04-25T07:12:04.300051Z,1991-04-25T07:12:02.999998,-1,-1,-1,-1,-1
51,1363,43,1818,48.0,39.674,142.132,5.8,3,3,3,12,7,1,2,1,1,1,2004-08-10T15:13:30.980031Z,2004-08-10T15:13:30.980031Z,2004-08-10T15:13:29.000002,1,1,1,1,1
52,302,571,1778,48.0,33.468,132.245,4.6,1,1,1,1,1,0,0,0,0,0,2004-04-20T22:26:32.899987Z,2004-04-20T22:26:32.899987Z,2004-04-20T22:26:31.000003,-1,-1,-1,-1,-1
53,1422,311,1154,19.0,35.213,138.339,4.9,5,5,5,5,5,0,0,0,0,0,1999-05-07T21:48:25.579985Z,1999-05-07T21:48:25.579985Z,1999-05-07T21:48:24.000001,1,1,1,1,1
54,1644,270,1153,10.0,39.023,140.904,4.9,5,5,5,6,6,0,0,0,0,2,2000-02-11T16:08:36.310010Z,2000-02-11T16:08:36.310010Z,2000-02-11T16:08:35.000000,1,1,1,1,2
55,1420,336,2187,13.0,37.266999999999996,138.92,4.8,1,1,1,1,1,0,0,0,0,0,2007-01-08T18:59:35.890019Z,2007-01-08T18:59:35.890019Z,2007-01-08T18:59:34.000002,-1,-1,-1,-1,-1
56,1149,175,225,5.0,43.138000000000005,145.575,5.1,0,0,2,1,2,0,0,0,0,0,1991-12-17T13:23:05.100028Z,1991-12-17T13:23:05.100028Z,1991-12-17T13:23:03.999998,-1,-1,-1,-1,-1
57,839,161,2212,57.0,42.373999999999995,143.606,5.2,2,2,2,2,2,0,0,0,0,0,2007-04-27T01:37:57.199986Z,2007-04-27T01:37:57.199986Z,2007-04-27T01:37:56.000000,-1,-1,-1,-1,-1
58,442,108,2211,39.0,33.889,133.585,5.3,1,1,2,1,3,0,0,0,0,0,2007-04-26T09:02:56.949966Z,2007-04-26T09:02:56.949966Z,2007-04-26T09:02:55.000002,-1,-1,-1,-1,1
59,1501,565,2219,9.0,35.01,132.792,4.6,5,5,5,5,6,0,0,0,0,0,2007-05-13T08:13:54.790034Z,2007-05-13T08:13:54.790034Z,2007-05-13T08:13:53.000001,1,1,1,1,1
60,1295,12,2508,23.0,34.786,138.499,6.5,85,85,85,129,92,0,2,0,0,0,2009-08-11T05:07:05.740030Z,2009-08-11T05:07:05.740030Z,2009-08-11T05:07:03.999998,1,1,1,1,1
61,1247,473,2506,6.0,32.317,130.531,4.7,8,8,9,8,12,0,0,0,0,0,2009-08-03T20:18:14.959956Z,2009-08-03T20:18:14.959956Z,2009-08-03T20:18:13.000002,2,2,2,2,2
62,1318,498,1809,48.0,36.08,139.885,4.7,4,4,8,5,13,0,0,0,0,0,2004-07-10T20:07:06.430018Z,2004-07-10T20:07:06.430018Z,2004-07-10T20:07:05.000001,1,1,1,1,1
63,263,488,1943,42.0,34.003,133.697,4.7,1,1,1,1,1,0,0,0,0,0,2005-05-27T03:17:20.620004Z,2005-05-27T03:17:20.620004Z,2005-05-27T03:17:18.999999,-1,-1,-1,-1,-1
64,610,371,1947,10.0,32.495,130.548,4.8,2,2,4,2,4,0,0,0,0,0,2005-06-03T04:16:41.839996Z,2005-06-03T04:16:41.839996Z,2005-06-03T04:16:40.000001,-1,-1,1,-1,1
65,1545,576,1945,67.0,35.607,140.13299999999998,4.6,25,19,24,27,35,0,1,1,0,2,2005-07-23T16:37:23.730011Z,2005-07-23T16:37:23.730011Z,2005-07-23T16:37:22.000003,5,2,5,5,5
66,74,522,1996,50.0,42.353,143.042,4.6,1,0,1,1,1,0,0,0,0,0,2005-08-16T08:29:41.630000Z,2005-08-16T08:29:41.630000Z,2005-08-16T08:29:40.000000,-1,-1,-1,-1,-1
67,144,520,424,0.0,35.012,138.445,4.6,0,0,1,0,1,3,3,3,3,3,1993-08-08T00:18:39.599972Z,1993-08-08T00:18:39.599972Z,1993-08-08T00:18:38.000001,1,1,1,1,1
68,791,129,427,4.0,33.352,132.543,5.3,1,1,2,2,2,0,0,0,0,0,1993-08-14T10:29:18.799982Z,1993-08-14T10:29:18.799982Z,1993-08-14T10:29:17.000004,-1,-1,-1,-1,-1
69,1435,364,1129,9.0,36.372,137.982,4.8,8,8,8,12,13,0,0,0,0,0,1999-01-28T10:25:45.930004Z,1999-01-28T10:25:45.930004Z,1999-01-28T10:25:44.000000,1,1,1,1,1
70,107,312,1124,51.0,42.351000000000006,143.088,4.9,0,0,0,0,2,2,2,2,3,3,1999-02-09T09:19:39.140034Z,1999-02-09T09:19:39.140034Z,1999-02-09T09:19:38.000001,-1,-1,-1,2,2
71,1471,415,522,1.0,35.135,135.65,4.7,3,3,3,4,3,0,0,0,0,0,1994-06-28T13:08:41.600034Z,1994-06-28T13:08:41.600034Z,1994-06-28T13:08:39.999999,1,1,1,1,1
72,218,69,238,12.0,38.412,140.537,5.6,1,1,1,1,1,0,0,0,0,0,1992-01-22T10:06:56.000044Z,1992-01-22T10:06:56.000044Z,1992-01-22T10:06:55.000001,-1,-1,-1,-1,-1
73,1542,51,239,9.0,35.23,139.78799999999998,5.7,12,12,13,18,18,0,1,0,0,0,1992-02-02T04:04:05.700032Z,1992-02-02T04:04:05.700032Z,1992-02-02T04:04:04.000000,1,1,1,1,1
74,1458,263,2227,11.0,33.334,131.495,4.9,38,38,38,38,38,10,10,10,10,10,2007-06-06T23:42:50.519987Z,2007-06-06T23:42:50.519987Z,2007-06-06T23:42:48.999999,3,3,3,3,3
75,195,563,2223,49.0,36.135,140.034,4.6,1,1,8,1,9,0,1,1,0,1,2007-06-02T14:43:14.929964Z,2007-06-02T14:43:14.929964Z,2007-06-02T14:43:13.000002,-1,-1,0,-1,0
76,924,294,2532,3.0,37.431999999999995,139.697,4.9,1,1,1,1,1,0,0,0,0,0,2009-10-12T18:42:19.510014Z,2009-10-12T18:42:19.510014Z,2009-10-12T18:42:17.999998,-1,-1,-1,-1,-1
77,69,389,1837,12.0,35.933,136.378,4.8,1,1,2,1,2,0,0,0,0,0,2004-10-05T08:33:51.490000Z,2004-10-05T08:33:51.490000Z,2004-10-05T08:33:49.999997,-1,-1,-1,-1,-1
78,1252,58,1838,65.0,35.989000000000004,140.09,5.7,5,5,7,26,14,0,2,0,0,0,2004-10-06T23:40:40.160002Z,2004-10-06T23:40:40.160002Z,2004-10-06T23:40:38.999998,1,1,1,1,1
79,1564,10,934,8.0,34.441,131.666,6.6,114,114,115,138,130,0,2,0,0,0,1997-06-25T18:50:12.780017Z,1997-06-25T18:50:12.780017Z,1997-06-25T18:50:10.999997,1,1,1,1,1
80,1551,23,821,8.0,38.908,140.63299999999998,6.1,197,197,198,216,213,0,0,0,0,0,1996-08-11T03:12:17.990002Z,1996-08-11T03:12:17.990002Z,1996-08-11T03:12:16.000003,5,5,5,5,5
81,456,615,822,56.0,36.133,139.847,4.6,1,1,2,1,3,0,0,0,0,0,1996-08-16T01:03:34.089984Z,1996-08-16T01:03:34.089984Z,1996-08-16T01:03:32.999996,-1,-1,-1,-1,1
82,1515,444,795,15.0,38.238,139.204,4.7,4,4,4,4,4,0,0,0,0,0,1996-05-21T01:27:03.390014Z,1996-05-21T01:27:03.390014Z,1996-05-21T01:27:01.999999,1,1,1,1,1
83,315,136,1132,11.0,35.277,135.931,5.2,1,1,10,2,11,0,0,21,0,21,1999-03-16T16:43:35.389985Z,1999-03-16T16:43:35.389985Z,1999-03-16T16:43:34.000000,-1,-1,1,-1,1
84,185,71,1137,65.0,34.031,135.47,5.6,1,1,3,2,4,0,0,1,0,3,1999-08-21T05:33:11.350015Z,1999-08-21T05:33:11.350015Z,1999-08-21T05:33:09.999998,-1,-1,1,-1,1
85,173,350,224,4.0,36.465,140.658,4.8,1,1,1,1,1,0,0,0,0,0,1991-12-12T11:27:46.099989Z,1991-12-12T11:27:46.099989Z,1991-12-12T11:27:45.000002,-1,-1,-1,-1,-1
86,490,171,1006,47.0,43.193000000000005,145.803,5.1,4,4,2,5,3,0,0,0,0,0,1998-02-05T19:48:48.990014Z,1998-02-05T19:48:48.990014Z,1998-02-05T19:48:47.000000,1,1,-1,1,1
87,1354,186,629,56.0,36.098,140.014,5.1,3,2,2,5,3,0,1,0,0,1,1995-03-23T07:24:32.390029Z,1995-03-23T07:24:32.390029Z,1995-03-23T07:24:30.999999,1,1,-1,1,1
88,1170,275,14,0.0,36.458,137.613,4.9,19,17,22,19,22,0,0,0,0,0,1990-02-18T03:15:54.599982Z,1990-02-18T03:15:54.599982Z,1990-02-18T03:15:53.000001,4,4,4,4,4
89,1111,332,203,7.0,35.753,140.1,4.8,3,3,5,4,7,0,0,0,0,0,1991-09-29T13:13:59.099982Z,1991-09-29T13:13:59.099982Z,1991-09-29T13:13:58.000000,1,1,1,1,1
90,63,98,209,18.0,36.42,138.505,5.3,0,0,0,1,2,0,1,0,0,0,1991-07-14T23:19:10.100001Z,1991-07-14T23:19:10.100001Z,1991-07-14T23:19:09.000000,-1,-1,-1,-1,-1
91,1614,18,1573,45.0,38.897,142.139,6.3,4,4,6,491,15,0,4,0,0,0,2002-11-03T12:37:43.620029Z,2002-11-03T12:37:43.620029Z,2002-11-03T12:37:41.999997,1,1,1,1,1
92,472,602,2094,65.0,35.806999999999995,140.113,4.6,1,1,3,1,3,0,0,0,0,0,2006-06-20T06:47:10.739967Z,2006-06-20T06:47:10.739967Z,2006-06-20T06:47:09.000001,-1,-1,1,-1,1
93,27,266,2092,58.0,36.443000000000005,140.613,4.9,1,1,0,2,1,0,1,0,0,0,2003-08-04T20:57:14.749981Z,2003-08-04T20:57:14.749981Z,2003-08-04T20:57:12.999997,-1,-1,-1,-1,-1
94,756,29,920,23.0,34.501,137.5,6.0,1,1,1,10,1,0,1,0,0,0,1997-05-24T02:50:38.420045Z,1997-05-24T02:50:38.420045Z,1997-05-24T02:50:36.999998,-1,-1,-1,1,-1
95,1537,24,1922,51.0,35.727,140.621,6.1,26,26,22,63,53,2,6,0,2,0,2005-04-11T07:22:15.629988Z,2005-04-11T07:22:15.629988Z,2005-04-11T07:22:13.999998,1,1,1,1,1
96,349,566,838,31.0,34.995,138.04399999999998,4.6,0,0,3,1,4,0,0,0,0,0,1996-10-05T09:51:15.439967Z,1996-10-05T09:51:15.439967Z,1996-10-05T09:51:14.000004,-1,-1,2,-1,2
97,867,126,1720,52.0,42.317,143.002,5.3,3,3,4,4,17,1,4,1,1,2,2003-11-24T21:18:17.689972Z,2003-11-24T21:18:17.689972Z,2003-11-24T21:18:16.000000,1,1,1,1,1
98,1208,183,60,7.0,36.043,140.11700000000002,5.1,1,1,2,2,7,0,0,0,0,0,1990-07-04T03:32:14.200000Z,1990-07-04T03:32:14.200000Z,1990-07-04T03:32:13.000001,-1,-1,-1,-1,1
99,1539,436,1589,7.0,35.867,137.596,4.7,10,10,7,13,11,0,0,0,0,3,2003-05-18T03:23:25.100043Z,2003-05-18T03:23:25.100043Z,2003-05-18T03:23:24.000003,1,1,1,1,0
100,1352,245,507,1.0,34.082,135.12,5.0,21,21,18,23,24,0,1,0,0,0,1994-05-08T17:02:01.600018Z,1994-05-08T17:02:01.600018Z,1994-05-08T17:01:59.999999,1,1,1,1,1
101,855,219,1213,59.0,42.082,142.404,5.0,1,1,2,1,6,0,0,0,0,0,1999-11-17T07:54:16.230011Z,1999-11-17T07:54:16.230011Z,1999-11-17T07:54:15.000001,-1,-1,-1,-1,1
102,1566,72,636,16.0,37.891,139.248,5.6,124,124,125,136,137,2,14,0,2,0,1995-04-01T12:49:34.769964Z,1995-04-01T12:49:34.769964Z,1995-04-01T12:49:32.999999,1,1,1,1,1
103,176,427,639,52.0,36.473,140.605,4.7,2,2,3,2,5,0,0,0,0,0,1995-04-12T14:23:06.529980Z,1995-04-12T14:23:06.529980Z,1995-04-12T14:23:05.000002,-1,-1,1,-1,1
104,709,342,1218,44.0,35.113,137.026,4.8,1,1,1,1,1,0,0,0,0,0,1999-11-29T21:34:04.119973Z,1999-11-29T21:34:04.119973Z,1999-11-29T21:34:02.999997,-1,-1,-1,-1,-1
105,902,220,1455,47.0,36.09,139.856,5.0,4,4,3,8,3,0,2,0,0,3,2003-03-13T12:12:58.000035Z,2003-03-13T12:12:58.000035Z,2003-03-13T12:12:56.999998,2,2,1,2,1
106,1343,338,1722,10.0,31.974,130.33100000000002,4.8,6,6,4,6,5,1,1,1,1,1,2003-11-30T12:45:36.270031Z,2003-11-30T12:45:36.270031Z,2003-11-30T12:45:34.999997,1,1,1,1,1
107,38,567,214,7.0,42.305,142.638,4.6,2,2,3,2,3,0,0,0,0,0,1991-11-08T21:04:37.800012Z,1991-11-08T21:04:37.800012Z,1991-11-08T21:04:35.999998,-1,-1,2,-1,2
108,535,28,212,1.0,33.923,131.165,6.0,3,3,3,3,3,0,0,0,0,0,1991-10-28T10:09:12.800016Z,1991-10-28T10:09:12.800016Z,1991-10-28T10:09:11.000001,1,1,1,1,1
109,1088,50,210,10.0,43.207,144.44,5.7,4,4,4,7,4,0,0,0,0,0,1991-10-25T19:39:03.600029Z,1991-10-25T19:39:03.600029Z,1991-10-25T19:39:01.999999,1,1,1,1,1
110,1096,102,219,5.0,42.942,145.097,5.3,1,1,1,1,1,0,0,0,0,0,1991-10-18T01:57:28.100043Z,1991-10-18T01:57:28.100043Z,1991-10-18T01:57:26.999997,-1,-1,-1,-1,-1
111,378,449,2392,63.0,35.584,140.142,4.7,1,0,1,1,1,0,0,0,0,0,2008-10-08T15:07:48.760000Z,2008-10-08T15:07:48.760000Z,2008-10-08T15:07:46.999998,-1,-1,-1,-1,-1
112,970,600,2603,11.0,38.041,139.477,4.6,11,11,12,11,12,2,2,2,2,2,2010-04-16T16:38:15.070017Z,2010-04-16T16:38:15.070017Z,2010-04-16T16:38:14.000002,1,1,1,1,1
113,1265,365,1935,8.0,36.629,139.485,4.8,3,3,2,3,3,11,11,11,11,11,2005-05-15T15:55:23.879970Z,2005-05-15T15:55:23.879970Z,2005-05-15T15:55:22.000002,2,2,2,2,2
114,277,471,459,0.0,36.28,137.01,4.7,2,2,2,2,3,0,0,0,0,0,1993-11-23T03:58:47.100030Z,1993-11-23T03:58:47.100030Z,1993-11-23T03:58:46.000001,-1,-1,-1,-1,1
115,1033,606,1022,26.0,37.545,138.38,4.6,2,2,2,2,2,0,0,0,0,0,1998-04-04T01:40:09.649982Z,1998-04-04T01:40:09.649982Z,1998-04-04T01:40:07.999997,-1,-1,-1,-1,-1
116,1398,59,480,0.0,32.085,130.495,5.7,17,17,18,27,26,0,0,0,0,0,1994-02-13T02:06:56.299968Z,1994-02-13T02:06:56.299968Z,1994-02-13T02:06:55.000002,1,1,1,1,1
117,1273,36,190,1.0,35.323,133.187,5.9,10,10,10,16,11,0,6,4,0,4,1991-08-28T10:29:02.200052Z,1991-08-28T10:29:02.200052Z,1991-08-28T10:29:01.000002,1,1,1,1,1
118,87,206,193,6.0,42.29,143.122,5.0,2,2,1,2,1,0,1,0,0,0,1991-09-02T12:03:43.099997Z,1991-09-02T12:03:43.099997Z,1991-09-02T12:03:42.000000,-1,1,-1,-1,-1
119,1640,8,1849,13.0,37.292,138.86700000000002,6.8,1281,1281,1285,1578,1470,7,9,0,7,0,2004-10-23T17:56:00.299962Z,2004-10-23T17:56:00.299962Z,2004-10-23T17:56:00.000000,5,5,5,5,5
120,180,205,2614,51.0,42.353,143.118,5.0,0,0,0,1,3,0,0,0,0,0,2010-01-15T03:46:25.570045Z,2010-01-15T03:46:25.570045Z,2010-01-15T03:46:23.999998,-1,-1,-1,-1,1
121,592,301,2610,9.0,37.559,139.191,4.9,3,3,3,3,3,0,0,0,0,0,2010-05-01T18:20:37.289990Z,2010-05-01T18:20:37.289990Z,2010-05-01T18:20:35.999998,1,1,1,1,1
122,1631,5,1908,9.0,33.739000000000004,130.17600000000002,7.0,733,733,727,873,828,0,3,0,0,0,2005-03-20T10:53:40.320017Z,2005-03-20T10:53:40.320017Z,2005-03-20T10:53:38.999997,1,1,1,1,1
123,1616,54,1056,46.0,35.465,140.749,5.7,4,4,4,6,5,0,0,0,0,0,1998-06-14T22:17:06.190015Z,1998-06-14T22:17:06.190015Z,1998-06-14T22:17:04.999997,1,1,1,1,1
