,c_type,c_type60,depth0,lat0,lon0,m0,na,na_all,na_all_apr,na_apr,nf,nf_all,nf_all_apr,nf_apr,ot0
17,1,1,13.8,38.8442,25.7875,6.0,77,77,5,5,1,1,0,0,1997-11-14T21:38:52.620027Z
18,1,1,32.0,36.3847,28.9676,6.0,69,69,6,6,8,8,0,0,2012-06-10T12:44:16.359963Z
19,2,2,12.2,38.7884,40.044000000000004,6.0,131,131,13,13,12,12,1,1,2010-03-08T02:32:35.039983Z
20,1,1,10.0,40.7,32.982,6.0,64,64,4,4,7,7,0,0,2000-06-06T02:41:50.060036Z
21,-1,-1,15.7,40.7873,30.0853,5.9,0,0,0,0,0,0,0,0,1999-09-13T11:55:30.390016Z
22,-1,-1,11.0,40.3354,35.184,5.9,0,0,0,0,0,0,0,0,1996-08-14T03:01:05.620012Z
23,1,1,59.5,36.0497,31.3184,5.9,7,7,0,0,1,1,1,1,2013-12-28T15:21:06.050043Z
24,1,1,22.0,37.5735,43.6831,5.9,62,62,3,3,3,3,3,3,2005-01-25T16:44:12.179968Z
25,-1,-1,10.1,38.5893,43.1165,5.9,2,2,0,0,0,0,0,0,2011-10-23T20:45:37.020030Z
26,1,1,17.1,35.0286,32.3821,5.9,6,6,5,5,0,0,0,0,1995-02-23T21:03:04.359974Z
27,-1,-1,14.6,42.5829,43.4523,5.9,1,1,0,0,0,0,0,0,2009-09-07T22:41:37.159948Z
28,3,3,9.4,39.3279,40.9105,5.8,79,79,9,9,24,24,2,2,2005-03-14T01:55:56.680030Z
29,1,1,11.7,39.1277,29.0701,5.8,638,638,31,31,13,13,1,1,2011-05-19T20:15:25.089957Z
30,1,1,42.4,35.8479,29.6646,5.8,26,26,8,8,0,0,0,0,2005-01-23T22:36:07.390001Z
31,2,2,12.0,36.7933,28.2046,5.8,2,2,0,0,2,2,2,2,1999-10-05T01:04:57.200044Z
32,-1,-1,15.7,39.4946,40.0157,5.8,0,0,0,0,0,0,0,0,1995-12-05T18:49:32.719955Z
33,5,5,24.9,38.628,30.875999999999998,5.8,54,54,2,2,0,0,0,0,2002-02-03T09:26:45.550032Z
34,3,3,10.0,38.1139,26.728,5.8,524,524,35,35,205,205,31,31,2005-10-20T21:40:02.090029Z
35,1,1,17.1,40.4502,26.0413,5.8,59,59,12,12,2,2,1,1,2003-07-06T19:10:27.989972Z
36,2,2,16.5,40.7182,35.2232,5.8,124,124,20,20,0,0,0,0,1996-08-14T01:55:05.690033Z
37,-1,-1,45.5,35.54,28.109,5.8,0,0,0,0,0,0,0,0,2001-06-23T06:52:42.670011Z
38,4,4,14.8,38.1889,26.7087,5.8,55,55,1,1,2,2,0,0,2005-10-17T09:46:56.239965Z
39,-1,-1,17.4,38.7769,43.4245,5.7,0,0,0,0,0,0,0,0,2011-10-23T11:32:40.889971Z
40,1,1,11.3,38.2466,26.8895,5.7,45,45,7,7,0,0,0,0,2003-04-10T00:40:15.949982Z
41,0,0,13.2,39.4012,40.8808,5.7,5,5,1,1,2,2,1,1,2005-03-23T21:44:52.070029Z
42,-1,-1,21.0,38.7492,43.3396,5.7,0,0,0,0,0,0,0,0,2011-10-23T10:56:50.459973Z
43,2,2,12.9,42.4407,41.0577,5.7,80,80,10,10,0,0,0,0,2012-12-23T13:31:40.319985Z
44,-1,-1,56.7,35.5969,28.9489,5.7,0,0,0,0,0,0,0,0,2012-07-09T13:55:00.609966Z
45,1,1,3.2,39.303000000000004,41.0226,5.7,19,19,0,0,0,0,0,0,2005-06-06T07:41:27.700022Z
46,-1,-1,11.0,40.6463,30.5892,5.7,0,0,0,0,0,0,0,0,1999-08-17T02:34:54.870013Z
47,1,1,11.1,39.6681,25.5372,5.7,104,104,11,11,0,0,0,0,2013-01-08T14:16:09.590017Z
48,-1,-1,8.3,39.3865,40.941,5.7,0,0,0,0,0,0,0,0,2005-03-12T07:36:10.210002Z
49,1,1,14.4,40.4354,42.3783,5.7,4,4,4,4,0,0,0,0,1999-12-03T17:06:55.949970Z
50,4,4,9.1,38.4207,43.3376,5.7,7,7,0,0,0,0,0,0,2011-11-09T19:23:36.089982Z
51,1,1,12.0,35.1106,27.0654,5.7,21,21,6,6,3,3,2,2,2007-09-23T00:54:29.480033Z
52,-1,-1,13.1,40.8069,30.2183,5.7,0,0,0,0,0,0,0,0,1999-11-11T14:41:26.140019Z
53,1,1,39.5,35.3441,28.4806,5.7,31,31,6,6,9,9,2,2,2009-06-19T14:05:00.549972Z
54,0,0,19.5,36.1954,35.9643,5.7,8,8,4,4,0,0,0,0,1997-01-22T17:57:22.400000Z
55,1,1,4.8,38.3401,39.3354,5.6,110,110,7,7,1,1,1,1,2007-02-21T11:05:28.580036Z
56,1,1,7.4,38.3403,39.2527,5.6,33,33,8,8,3,3,1,1,2004-08-11T15:48:25.020030Z
57,2,2,10.0,39.931,40.8818,5.6,228,228,31,31,1,1,0,0,2004-03-25T19:30:47.790004Z
58,2,2,10.8,39.4392,33.109,5.6,161,161,8,8,87,87,6,6,2007-12-26T23:47:11.430019Z
59,-1,-1,5.0,39.9454,40.9571,5.6,2,2,0,0,1,1,0,0,2004-03-28T03:51:08.849981Z
60,-1,-1,11.0,40.7545,29.049,5.6,0,0,0,0,0,0,0,0,1999-08-17T01:33:09.250050Z
61,1,1,12.1,37.6186,38.4323,5.6,67,67,21,21,0,0,0,0,2017-03-02T11:07:27.210000Z
62,1,1,32.0,38.541,25.593000000000004,5.6,79,79,10,10,6,6,4,4,2001-06-10T13:11:04.169971Z
63,4,4,11.3,39.4336,33.1531,5.6,17,17,0,0,2,2,1,1,2007-12-20T09:48:30.429969Z
64,-1,-1,10.6,38.7515,40.0619,5.6,0,0,0,0,0,0,0,0,2010-03-08T07:47:41.560004Z
65,1,1,48.4,38.407,42.953,5.6,20,20,3,3,0,0,0,0,2000-11-15T15:05:36.620021Z
66,-1,-1,15.6,40.7308,35.2449,5.6,0,0,0,0,0,0,0,0,1996-08-14T02:59:43.589970Z
67,1,1,12.9,38.2716,38.9762,5.6,12,12,6,6,0,0,0,0,2003-07-13T01:48:22.270032Z
68,-1,-1,13.3,38.8119,43.6215,5.6,3,3,0,0,0,0,0,0,2011-10-25T14:55:08.379956Z
69,-1,-1,5.3,38.1012,26.6641,5.6,0,0,0,0,0,0,0,0,2005-10-17T05:45:16.560002Z
70,-1,-1,11.0,40.7921,30.9896,5.6,0,0,0,0,0,0,0,0,1999-11-12T17:17:58.659994Z
71,1,1,7.2,39.6655,38.6722,5.5,62,62,12,12,0,0,0,0,2011-09-22T03:22:36.979996Z
72,4,4,10.0,36.8365,27.7679,5.5,111,111,14,14,48,48,12,12,2004-08-04T03:01:05.920001Z
73,5,5,21.3,38.0566,28.9132,5.5,66,66,8,8,31,31,5,5,2003-07-26T08:36:50.869957Z
74,-1,-1,12.4,38.6727,43.2189,5.5,0,0,0,0,0,0,0,0,2011-10-23T12:42:10.549984Z
75,-1,-1,24.5,36.0778,27.2157,5.5,0,0,0,0,0,0,0,0,1996-07-20T09:09:48.950004Z
76,1,1,10.0,37.193000000000005,36.225,5.4,3,3,0,0,0,0,0,0,2001-06-25T13:28:47.580035Z
77,3,3,17.0,36.8561,27.9263,5.4,16,16,6,6,1,1,0,0,2005-01-10T23:48:49.610043Z
78,-1,-1,24.5,35.0432,26.2747,5.4,0,0,0,0,0,0,0,0,2016-05-25T08:36:15.359980Z
79,-1,-1,22.5,39.806,41.64,5.4,1,1,0,0,1,1,1,1,2001-07-10T21:42:07.630014Z
80,1,1,3.5,39.2573,40.2482,5.4,18,18,10,10,1,1,0,0,2015-12-02T23:27:08.529985Z
81,1,1,10.5,38.4929,43.3458,5.4,4,4,1,1,0,0,0,0,2011-11-30T00:47:23.650015Z
82,-1,-1,7.8,40.6822,30.6152,5.4,0,0,0,0,0,0,0,0,1999-08-17T02:42:56.830032Z
83,5,5,18.5,36.0558,25.0866,5.4,60,60,16,16,17,17,8,8,2012-01-27T01:33:24.309996Z
84,2,2,9.8,35.12,27.066,5.4,2,2,2,2,1,1,1,1,2000-06-13T01:43:14.689997Z
85,1,1,19.3,35.0219,45.8227,5.4,2,2,0,0,7,7,2,2,2017-12-11T14:09:57.490013Z
86,1,1,14.0,37.8138,26.8666,5.4,19,19,5,5,0,0,0,0,1996-04-02T07:59:25.749968Z
87,-1,-1,10.0,36.7585,28.2339,5.4,0,0,0,0,0,0,0,0,1999-10-05T00:53:27.939983Z
88,1,1,19.9,37.876999999999995,29.364,5.4,11,11,3,3,0,0,0,0,2000-04-21T12:23:09.019965Z
89,-1,-1,19.7,38.6797,43.2687,5.4,0,0,0,0,0,0,0,0,2011-10-23T12:03:11.529971Z
90,-1,-1,68.1,36.3706,27.9168,5.4,0,0,0,0,1,1,1,1,1996-04-26T07:01:28.930001Z
91,1,1,11.9,39.3756,38.1692,5.4,3,3,0,0,0,0,0,0,1999-04-06T00:08:25.760031Z
92,-1,-1,17.9,35.1149,26.7417,5.4,0,0,0,0,0,0,0,0,2015-04-17T02:05:41.390045Z
93,-1,-1,13.7,36.1861,35.9579,5.4,0,0,0,0,0,0,0,0,1997-01-22T18:27:32.140013Z
94,-1,-1,29.2,36.787,35.2761,5.4,0,0,0,0,0,0,0,0,1998-07-04T02:15:48.960034Z
95,1,1,5.1,39.3691,40.9446,5.4,5,5,2,2,1,1,0,0,2005-12-10T00:09:47.899980Z
96,-1,-1,35.4,38.721,30.886,5.3,2,2,0,0,0,0,0,0,2002-02-03T07:14:39.810020Z
97,-1,-1,10.5,40.782,30.76,5.3,1,1,0,0,1,1,1,1,2000-08-23T13:41:26.949986Z
98,-1,-1,64.1,36.0129,28.4895,5.3,1,1,0,0,0,0,0,0,1998-03-09T11:21:21.100035Z
99,-1,-1,29.6,36.2657,27.2,5.3,0,0,0,0,0,0,0,0,1996-08-18T15:02:14.369971Z
100,4,4,11.9,39.5116,26.1518,5.3,130,130,56,56,58,58,28,28,2017-02-07T02:24:04.189967Z
101,-1,-1,5.0,39.5591,26.1648,5.3,1,1,1,1,0,0,0,0,2017-02-06T03:51:40.040035Z
102,-1,-1,13.5,42.4554,40.982,5.3,0,0,0,0,0,0,0,0,2012-12-25T22:44:33.559987Z
103,-1,-1,17.0,40.4264,26.0702,5.3,0,0,0,0,0,0,0,0,2003-07-06T20:10:15.930016Z
104,-1,-1,28.9,38.12,30.1998,5.3,0,0,0,0,0,0,0,0,1995-10-01T18:03:00.189970Z
105,-1,-1,10.0,36.8434,27.7809,5.3,0,0,0,0,0,0,0,0,2004-08-04T14:18:48.590029Z
106,-1,-1,51.7,35.7334,31.5347,5.3,0,0,0,0,0,0,0,0,2009-12-22T06:06:22.280003Z
107,1,1,23.5,42.6504,43.4989,5.3,10,10,10,10,0,0,0,0,2006-02-06T04:08:03.950017Z
108,-1,-1,19.8,35.0585,32.2718,5.3,0,0,0,0,1,1,0,0,1995-05-29T04:58:35.949966Z
109,1,1,51.5,36.1551,31.1298,5.3,6,6,4,4,0,0,0,0,2018-09-12T06:21:47.960005Z
110,5,5,15.7,39.4128,33.0975,5.3,167,167,50,50,0,0,0,0,2005-07-30T21:45:02.069965Z
111,1,1,25.5,36.9365,28.3626,5.3,15,15,4,4,0,0,0,0,2004-12-20T23:02:14.980020Z
112,1,1,9.9,38.5459,39.6111,5.3,23,23,9,9,0,0,0,0,2011-06-23T07:34:45.640052Z
113,-1,-1,16.0,36.7203,27.7152,5.3,0,0,0,0,0,0,0,0,1995-03-07T03:58:13.420018Z
114,-1,-1,33.0,36.8316,44.1547,5.3,0,0,0,0,0,0,0,0,2003-03-16T09:27:19.619964Z
115,-1,-1,3.5,39.5307,26.1749,5.3,3,3,0,0,0,0,0,0,2017-02-12T13:48:15.640044Z
116,1,1,30.6,35.1753,27.2497,5.3,2,2,2,2,4,4,2,2,2006-04-09T23:27:19.529996Z
117,1,1,7.4,39.2683,41.138999999999996,5.3,4,4,0,0,1,1,0,0,2007-08-25T22:05:49.369999Z
118,-1,-1,25.4,39.3499,43.8062,5.3,0,0,0,0,0,0,0,0,1998-01-23T12:32:53.349998Z
119,-1,-1,13.6,42.0939,45.7945,5.3,2,2,2,2,0,0,0,0,2013-09-17T04:09:14.350028Z
120,-1,-1,7.8,38.7243,43.3715,5.3,0,0,0,0,0,0,0,0,2011-10-23T10:48:15.079999Z
121,-1,-1,31.0,38.562,31.083000000000002,5.3,0,0,0,0,0,0,0,0,2002-02-03T11:39:58.730002Z
122,4,4,11.9,38.6996,43.1012,5.3,17,17,1,1,0,0,0,0,2011-11-08T22:05:51.070020Z
123,1,1,10.4,41.9627,42.66,5.3,11,11,10,10,0,0,0,0,2011-01-19T09:17:49.539984Z
124,-1,-1,28.3,38.0483,28.8851,5.3,0,0,0,0,0,0,0,0,2003-07-23T04:56:05.179983Z
125,-1,-1,11.0,40.707,30.6945,5.3,0,0,0,0,0,0,0,0,1999-08-22T14:31:01.100037Z
126,4,4,16.4,35.0974,26.7776,5.3,5,5,4,4,0,0,0,0,2015-06-09T21:49:47.400010Z
127,-1,-1,10.5,40.4491,26.2431,5.3,0,0,0,0,0,0,0,0,2014-05-24T09:31:18.079996Z
128,-1,-1,14.2,40.4132,26.2962,5.3,2,2,1,1,0,0,0,0,2010-11-03T02:51:27.470020Z
129,1,1,0.2,38.3431,39.119,5.3,13,13,5,5,0,0,0,0,2007-02-09T02:22:57.499965Z
130,-1,-1,19.4,40.7237,30.5507,5.3,0,0,0,0,0,0,0,0,1999-08-17T03:14:03.619966Z
131,-1,-1,15.4,40.796,29.9651,5.3,0,0,0,0,0,0,0,0,1999-08-17T02:50:48.200006Z
132,1,1,8.8,39.5999,42.8945,5.2,17,17,9,9,5,5,5,5,2007-01-21T07:38:59.130037Z
133,-1,-1,43.7,35.8051,29.7117,5.2,0,0,0,0,0,0,0,0,2005-01-30T16:23:49.690029Z
134,-1,-1,69.5,35.7133,26.5791,5.2,0,0,0,0,0,0,0,0,2015-03-27T23:34:54.309967Z
135,-1,-1,9.1,36.9579,27.6242,5.2,1,1,0,0,0,0,0,0,2017-08-08T07:42:21.569987Z
136,-1,-1,11.9,39.5298,26.1614,5.2,0,0,0,0,0,0,0,0,2017-02-06T10:58:02.239970Z
137,1,1,16.9,38.0891,30.0481,5.2,2,2,0,0,1,1,1,1,1998-04-04T16:16:50.030034Z
138,-1,-1,10.0,36.8584,27.779,5.2,0,0,0,0,0,0,0,0,2004-08-03T13:11:30.989982Z
139,-1,-1,24.6,39.3185,41.1074,5.2,0,0,0,0,0,0,0,0,1998-04-13T15:14:34.740035Z
140,1,1,11.3,37.2159,42.4833,5.2,18,18,11,11,0,0,0,0,2012-06-14T05:52:53.659987Z
141,-1,-1,10.0,36.83,27.8193,5.2,0,0,0,0,0,0,0,0,2004-08-04T04:19:46.549988Z
142,1,1,12.8,38.0698,28.9836,5.2,22,22,5,5,2,2,0,0,1997-01-21T20:47:48.260004Z
143,-1,-1,30.1,38.589,31.064,5.2,0,0,0,0,0,0,0,0,2002-02-03T11:54:38.450044Z
144,1,1,12.9,36.6124,43.4167,5.2,7,7,3,3,0,0,0,0,2013-03-11T14:57:08.520021Z
145,5,5,10.9,39.139,29.0914,5.2,92,92,42,42,83,83,45,45,2012-05-03T15:20:27.540012Z
146,-1,-1,10.0,39.9,42.295,5.2,1,1,1,1,0,0,0,0,2002-07-01T05:17:58.039982Z
147,-1,-1,16.5,37.4633,43.7629,5.2,0,0,0,0,0,0,0,0,2005-01-25T15:24:25.180013Z
148,-1,-1,12.7,38.6907,43.1163,5.2,2,2,0,0,0,0,0,0,2011-11-14T22:08:15.840035Z
149,1,1,17.2,36.6752,27.2161,5.2,4,4,1,1,0,0,0,0,2011-05-08T06:50:24.320027Z
150,1,1,12.8,37.2973,43.8663,5.2,8,8,5,5,0,0,0,0,2011-10-27T08:04:22.859964Z
151,-1,-1,63.0,35.4281,26.4348,5.2,0,0,0,0,0,0,0,0,2017-01-25T18:50:52.079995Z
152,-1,-1,29.8,35.0016,44.181999999999995,5.2,0,0,0,0,0,0,0,0,2012-03-05T06:50:37.620015Z
153,-1,-1,30.4,35.4608,27.3896,5.2,1,1,1,1,0,0,0,0,2015-12-26T11:00:50.860017Z
154,1,1,25.7,40.829,27.8033,5.2,7,7,2,2,8,8,3,3,1995-04-13T04:08:03.969973Z
155,-1,-1,12.9,36.8563,27.8077,5.2,0,0,0,0,0,0,0,0,2004-08-04T04:26:23.599967Z
156,1,1,8.8,40.7481,35.3774,5.2,6,6,4,4,3,3,1,1,1997-02-28T00:03:54.229971Z
157,-1,-1,19.5,39.3374,27.8887,5.2,0,0,0,0,0,0,0,0,1999-07-25T06:56:55.759978Z
158,-1,-1,10.7,38.6325,43.1608,5.2,0,0,0,0,0,0,0,0,2011-10-23T18:10:46.409982Z
159,-1,-1,12.0,37.235,36.187,5.2,0,0,0,0,1,1,1,1,2001-10-31T12:33:53.220012Z
160,-1,-1,11.7,38.8576,26.4738,5.2,0,0,0,0,0,0,0,0,2017-06-17T19:50:05.410028Z
161,5,5,12.3,38.7554,27.8475,5.2,48,48,25,25,0,0,0,0,2017-05-27T15:53:24.450030Z
162,0,0,13.1,38.7732,25.7058,5.2,11,11,7,7,1,1,0,0,2007-11-09T01:43:05.130020Z
163,-1,-1,36.3,36.179,29.9252,5.2,0,0,0,0,0,0,0,0,2015-10-06T21:27:33.610031Z
164,-1,-1,24.0,41.8477,45.3285,5.2,0,0,0,0,0,0,0,0,1997-11-27T17:34:30.180004Z
165,-1,-1,19.6,38.1855,26.9492,5.2,0,0,0,0,0,0,0,0,2003-04-17T22:34:26.289986Z
166,-1,-1,10.0,38.055,31.935,5.2,0,0,0,0,0,0,0,0,2000-01-17T22:19:57.389982Z
167,-1,-1,12.5,36.9399,27.3675,5.2,0,0,0,0,0,0,0,0,2017-07-20T23:23:51.800032Z
168,-1,-1,14.6,40.799,29.3771,5.2,0,0,0,0,0,0,0,0,1999-09-29T00:13:08.109948Z
169,-1,-1,21.9,36.0468,25.0538,5.2,0,0,0,0,0,0,0,0,2012-01-26T04:24:59.700030Z
170,-1,-1,13.4,40.7102,27.594,5.2,1,1,0,0,0,0,0,0,1999-09-20T21:28:01.159972Z
171,-1,-1,13.0,37.9958,30.074,5.2,0,0,0,0,0,0,0,0,1995-10-05T16:15:23.940036Z
172,2,2,11.5,37.1068,28.6051,5.2,15,15,6,6,5,5,3,3,2017-11-24T21:49:16.019965Z
173,-1,-1,10.0,41.036,31.738000000000003,5.2,1,1,1,1,0,0,0,0,2000-02-14T06:56:34.689956Z
174,4,4,38.6,36.9368,27.8917,5.2,21,21,11,11,3,3,1,1,2005-01-10T23:50:27.870001Z
175,-1,-1,9.2,39.844,40.4915,5.2,0,0,0,0,0,0,0,0,1995-01-29T04:16:55.700030Z
176,-1,-1,11.0,35.384,27.747,5.2,0,0,0,0,1,1,1,1,2001-05-29T04:43:57.059964Z
177,-1,-1,15.4,38.7503,40.0832,5.1,0,0,0,0,0,0,0,0,2010-03-08T11:12:14.080029Z
178,-1,-1,15.0,38.6342,43.0838,5.1,0,0,0,0,0,0,0,0,2011-10-23T11:00:29.899982Z
179,-1,-1,10.0,38.6406,44.5891,5.1,0,0,0,0,0,0,0,0,2003-10-20T06:26:51.180036Z
180,-1,-1,10.0,37.39,35.06,5.1,0,0,0,0,0,0,0,0,1996-08-09T01:58:13.499967Z
181,1,1,11.1,37.5866,38.5242,5.1,7,7,3,3,0,0,0,0,2018-04-24T00:34:30.950032Z
182,-1,-1,7.9,38.4615,44.9154,5.1,2,2,1,1,0,0,0,0,2012-12-23T06:38:56.710027Z
183,-1,-1,33.0,36.6367,43.9053,5.1,0,0,0,0,0,0,0,0,2003-03-16T09:06:23.370019Z
184,1,1,13.4,39.1806,42.2886,5.1,10,10,4,4,0,0,0,0,2012-03-26T10:35:35.179986Z
185,-1,-1,16.3,35.8413,43.4124,5.1,0,0,0,0,0,0,0,0,2009-07-18T20:32:28.870000Z
186,-1,-1,10.0,38.69,39.92,5.1,0,0,0,0,0,0,0,0,1996-10-17T21:48:34.200035Z
187,-1,-1,59.7,35.6607,31.5401,5.1,0,0,0,0,0,0,0,0,2005-05-14T23:46:48.309967Z
188,-1,-1,18.4,36.8956,27.8753,5.1,1,1,1,1,0,0,0,0,2005-01-11T04:35:56.880030Z
189,-1,-1,5.0,38.147,42.972,5.1,2,2,1,1,0,0,0,0,2000-11-15T15:17:24.100020Z
190,1,1,52.1,35.6628,26.3454,5.1,3,3,1,1,1,1,0,0,2009-01-13T06:12:45.249983Z
191,-1,-1,28.5,35.671,27.473000000000003,5.1,2,2,2,2,0,0,0,0,2001-05-01T06:00:56.039990Z
192,-1,-1,30.1,36.8424,42.6864,5.1,0,0,0,0,0,0,0,0,1997-12-09T03:16:13.710027Z
193,-1,-1,5.0,39.356,40.8903,5.1,0,0,0,0,0,0,0,0,2005-03-23T23:43:42.479985Z
194,-1,-1,14.1,35.8319,26.8617,5.1,0,0,0,0,0,0,0,0,2004-02-07T21:17:21.370051Z
195,1,1,10.0,38.8446,37.8071,5.1,20,20,14,14,0,0,0,0,2015-11-29T00:28:11.600028Z
196,-1,-1,15.1,38.1773,26.7105,5.1,0,0,0,0,0,0,0,0,2005-10-17T09:55:30.530004Z
197,-1,-1,18.2,36.6359,26.2554,5.1,0,0,0,0,0,0,0,0,2007-08-31T20:52:42.690030Z
198,-1,-1,10.0,37.76,36.34,5.1,0,0,0,0,0,0,0,0,1996-03-29T05:58:52.200016Z
199,2,2,36.9,36.9158,29.3274,5.1,25,25,15,15,1,1,1,1,2007-10-29T09:23:19.289986Z
200,-1,-1,26.4,36.0895,27.0754,5.1,0,0,0,0,0,0,0,0,1996-07-22T01:44:39.560035Z
201,-1,-1,33.0,39.812,41.445,5.1,0,0,0,0,0,0,0,0,2000-08-19T21:26:17.270020Z
202,1,1,15.5,39.1323,29.0536,5.1,41,41,22,22,1,1,1,1,2009-02-17T05:28:21.570034Z
203,-1,-1,8.8,40.958,31.544,5.1,0,0,0,0,0,0,0,0,2001-08-26T00:41:12.809983Z
204,1,1,12.2,40.8244,27.7474,5.1,8,8,5,5,0,0,0,0,2011-07-25T17:57:22.619985Z
205,-1,-1,17.6,40.633,29.1074,5.1,0,0,0,0,0,0,0,0,1999-08-19T15:17:47.250035Z
206,1,1,4.6,40.3122,25.8299,5.1,6,6,5,5,2,2,2,2,2013-07-30T05:33:08.610018Z
207,-1,-1,10.0,38.711,43.007,5.1,1,1,0,0,0,0,0,0,2000-11-15T18:32:11.400035Z
208,-1,-1,10.0,41.409,29.362,5.1,0,0,0,0,0,0,0,0,2000-12-07T12:16:38.700014Z
209,-1,-1,11.1,38.7535,40.1726,5.1,0,0,0,0,0,0,0,0,2010-03-24T14:11:33.260003Z
210,5,5,7.0,39.339,27.905,5.1,30,30,14,14,10,10,9,9,2001-06-22T11:54:50.780012Z
211,-1,-1,5.0,39.7794,43.9676,5.1,2,2,1,1,0,0,0,0,2004-07-01T22:30:08.030021Z
212,-1,-1,16.5,36.1416,35.9741,5.1,0,0,0,0,0,0,0,0,1997-01-22T18:24:53.019995Z
213,-1,-1,9.0,40.8204,31.4463,5.1,0,0,0,0,0,0,0,0,1999-11-12T17:29:33.199951Z
214,-1,-1,29.4,36.8882,29.3512,5.1,2,2,0,0,1,1,1,1,2007-11-16T09:08:27.279968Z
215,-1,-1,14.7,36.0921,45.0199,5.1,0,0,0,0,0,0,0,0,2017-08-23T13:42:54.459971Z
216,-1,-1,15.0,39.68,39.78,5.1,1,1,0,0,0,0,0,0,1997-01-11T14:40:17.999964Z
217,1,1,5.0,38.522,42.823,5.1,1,1,0,0,5,5,2,2,2000-11-21T02:57:41.500017Z
218,-1,-1,11.7,38.3438,38.9459,5.1,0,0,0,0,0,0,0,0,1998-05-09T15:38:03.259965Z
219,3,3,19.8,36.6365,27.1942,5.1,1,1,1,1,2,2,2,2,1996-07-24T00:43:22.559983Z
220,-1,-1,13.0,40.7994,28.9655,5.1,1,1,0,0,0,0,0,0,1999-10-20T23:08:21.819983Z
221,-1,-1,31.7,36.2389,27.2855,5.1,0,0,0,0,0,0,0,0,1996-07-21T23:19:10.269956Z
222,1,1,9.2,43.2283,41.6351,5.1,4,4,2,2,0,0,0,0,2013-05-28T00:09:53.350020Z
223,-1,-1,28.6,35.3745,45.1844,5.1,0,0,0,0,0,0,0,0,1999-01-15T19:14:12.329984Z
224,-1,-1,7.1,40.41,25.8484,5.1,2,2,1,1,0,0,0,0,2004-06-15T12:02:37.570016Z
225,-1,-1,10.2,37.1212,28.6038,5.1,0,0,0,0,0,0,0,0,2017-11-22T20:22:53.660004Z
226,2,2,6.8,38.9013,26.2778,5.1,17,17,12,12,0,0,0,0,2014-12-06T01:45:06.799970Z
227,-1,-1,7.4,38.8451,43.5411,5.1,1,1,0,0,0,0,0,0,2011-10-29T22:24:24.170027Z
228,1,1,12.3,37.6459,26.8739,5.1,7,7,4,4,1,1,0,0,2009-06-20T08:28:20.999971Z
229,-1,-1,11.0,40.7018,30.8455,5.1,0,0,0,0,0,0,0,0,1999-08-17T00:15:19.799970Z
230,-1,-1,3.2,42.1905,30.6868,5.1,0,0,0,0,0,0,0,0,2016-10-15T08:18:31.949997Z
231,-1,-1,10.0,38.2414,38.8543,5.1,2,2,2,2,0,0,0,0,2005-11-26T15:56:55.780014Z
232,-1,-1,6.7,40.7866,29.9091,5.1,0,0,0,0,0,0,0,0,1999-08-31T08:10:51.049982Z
233,1,1,8.0,40.3781,25.7925,5.1,19,19,8,8,1,1,1,1,2008-12-28T22:58:59.439972Z
234,1,1,16.1,37.8147,29.3865,5.1,6,6,4,4,0,0,0,0,1995-08-18T00:52:27.259966Z
