,Cid_G,Cid_M,Cid_Z,Cid_Zb,Dep0,Lat0,Lon0,M0,N_AS_G,N_AS_M,N_AS_Z,N_AS_Zb,N_AS_allG,N_AS_allZ,N_AS_allZb,N_FS_G,N_FS_M,N_FS_Z,N_FS_Zb,N_FS_allG,N_FS_allZ,N_FS_allZb,T0G,T0M,T0Z,T0Zb,c_typeG,c_typeM,c_typeZ,c_typeZb,c_typeallG,c_typeallZ,c_typeallZb
0,7454,254,2680,4248,11.0,52.629,142.827,7.1,9,9,9,6,11,14,6,0,0,0,0,0,0,0,1995-05-27T13:03:52.650002Z,1995-05-27T13:03:52.650002Z,1995-05-27T13:03:51.000000,1995-05-27T13:03:51.000000,1,1,1,1,1,1,1
1,997,98,7182,6626,35.0,10.085,-85.315,7.6,4,6,6,6,4,18,6,0,1,0,0,0,0,13,2012-09-05T14:42:07.800012Z,2012-09-05T14:42:07.800012Z,2012-09-05T14:42:06.000003,2012-09-05T14:42:06.000003,1,1,1,1,1,1,1
2,7458,58,8297,13547,40.0,-10.681,161.327,7.8,115,118,115,72,136,133,72,1,1,0,0,4,0,10,2016-12-08T17:38:46.279973Z,2016-12-08T17:38:46.279973Z,2016-12-08T17:38:44.999997,2016-12-08T17:38:44.999997,1,1,1,1,1,1,1
3,7275,317,5841,9344,8.0,-58.227,-22.099,7.0,5,6,8,5,5,9,5,0,0,0,2,0,0,2,2008-06-30T06:17:43.019984Z,2008-06-30T06:17:43.019984Z,2008-06-30T06:17:42.000000,2008-06-30T06:17:42.000000,1,1,1,1,1,1,1
4,6274,365,6215,6059,46.0,-7.782,107.29700000000001,7.0,5,5,6,4,5,9,4,0,0,0,0,0,0,5,2009-09-02T07:55:01.050015Z,2009-09-02T07:55:01.050015Z,2009-09-02T07:55:00.000001,2009-09-02T07:55:00.000001,1,1,1,1,1,1,1
5,3679,267,259,470,10.0,-1.639,134.911,7.1,5,8,8,3,5,11,3,0,0,0,0,0,0,0,1985-11-17T09:40:21.290015Z,1985-11-17T09:40:21.290015Z,1985-11-17T09:40:20.000000,1985-11-17T09:40:20.000000,1,1,1,1,1,1,1
6,5044,86,3685,5667,26.0,-1.105,123.573,7.6,18,21,24,20,21,38,20,0,0,0,0,0,0,3,2000-05-04T04:21:16.210013Z,2000-05-04T04:21:16.210013Z,2000-05-04T04:21:15.000002,2000-05-04T04:21:15.000002,1,1,1,1,1,1,1
7,3347,287,8034,13151,35.0,-47.617,85.09100000000001,7.1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2015-12-04T22:25:00.110005Z,2015-12-04T22:25:00.110005Z,2015-12-04T22:24:59.999998,2015-12-04T22:24:59.999998,0,0,0,0,0,0,0
8,3527,180,4290,6348,33.0,-10.491,160.77,7.3,2,2,1,0,4,3,0,1,2,0,2,1,0,5,2003-01-20T08:43:06.070004Z,2003-01-20T08:43:06.070004Z,2003-01-20T08:43:04.999998,2003-01-20T08:43:04.999998,1,1,0,0,1,1,1
9,3745,193,4748,7258,15.0,4.695,-77.508,7.2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,2004-11-15T09:06:56.559972Z,2004-11-15T09:06:56.559972Z,2004-11-15T09:06:55.000000,2004-11-15T02:38:43.000003,0,0,0,0,0,0,0
10,7462,68,2723,521,30.0,-5.7989999999999995,154.178,7.7,46,52,55,25,78,75,25,2,3,0,3,24,0,26,1995-08-16T10:27:28.629970Z,1995-08-16T10:27:28.629970Z,1995-08-16T10:27:26.999997,1995-08-16T10:27:26.999997,1,1,1,1,1,1,1
11,6690,17,6235,6151,18.0,-15.489,-172.095,8.1,13,163,15,8,13,19,8,2,5,0,2,5,0,8,2009-09-29T17:48:10.990015Z,2009-09-29T17:48:10.990015Z,2009-09-29T17:48:08.999999,2009-09-29T17:48:08.999999,1,1,1,1,1,1,1
12,6276,212,2096,3256,10.0,7.075,-76.862,7.2,16,26,26,22,16,30,22,4,4,4,4,4,4,6,1992-10-18T15:11:59.109970Z,1992-10-18T15:11:59.109970Z,1992-10-18T15:11:58.000004,1992-10-18T15:11:58.000004,1,1,1,1,1,1,1
13,6123,284,3959,6156,33.0,-36.813,-179.575,7.1,41,43,51,45,48,52,45,0,0,0,1,0,0,1,2001-08-21T06:52:06.250001Z,2001-08-21T06:52:06.250001Z,2001-08-21T06:52:04.999998,2001-08-21T06:52:04.999998,1,1,1,1,1,1,1
14,7117,261,3023,2239,33.0,29.976,68.208,7.1,6,8,8,6,9,17,6,0,0,0,0,0,0,3,1997-02-27T21:08:02.359967Z,1997-02-27T21:08:02.359967Z,1997-02-27T21:08:00.999996,1997-02-27T21:08:00.999996,1,1,1,1,1,1,1
15,5537,319,5073,7981,11.0,-21.324,33.583,7.0,16,18,18,17,22,25,19,0,0,0,0,0,0,0,2006-02-22T22:19:07.800017Z,2006-02-22T22:19:07.800017Z,2006-02-22T22:19:06.000002,2006-02-22T22:19:06.000002,1,1,1,1,1,1,1
16,149,343,7493,12338,11.0,-53.945,-55.003,7.0,0,2,3,3,0,5,3,1,2,2,2,1,2,2,2013-11-25T06:27:33.300035Z,2013-11-25T06:27:33.300035Z,2013-11-25T06:27:32.000001,2013-11-25T06:27:32.000001,0,1,1,1,0,1,1
17,5278,295,3272,4056,55.0,-0.544,99.26100000000001,7.0,2,2,2,1,2,3,1,0,0,0,0,0,0,1,1998-04-01T17:56:23.360036Z,1998-04-01T17:56:23.360036Z,1998-04-01T17:56:21.999997,1998-04-01T17:56:21.999997,0,0,0,0,0,1,0
18,7398,57,6254,9977,35.0,-12.517000000000001,166.382,7.8,107,131,83,31,160,105,31,8,10,3,4,65,3,27,2009-10-07T22:18:51.239988Z,2009-10-07T22:18:51.239988Z,2009-10-07T22:18:49.999998,2009-10-07T22:18:49.999998,3,3,3,1,0,3,1
19,654,301,8883,9011,60.0,5.898,126.921,7.0,1,1,2,2,1,2,2,0,0,0,1,0,0,10,2018-12-29T03:39:09.740021Z,2018-12-29T03:39:09.740021Z,2018-12-29T03:39:07.999998,2018-12-29T03:39:07.999998,0,0,0,1,0,0,1
20,4429,64,7453,11492,15.0,26.951,65.501,7.7,12,17,18,16,12,26,16,0,0,0,0,0,0,2,2013-09-24T11:29:47.970038Z,2013-09-24T11:29:47.970038Z,2013-09-24T11:29:46.000002,2013-09-24T11:29:46.000002,1,1,1,1,1,1,1
21,6598,97,1723,1366,10.0,9.685,-83.073,7.6,10,19,19,19,11,29,19,0,2,0,3,0,0,16,1991-04-22T21:56:51.819967Z,1991-04-22T21:56:51.819967Z,1991-04-22T21:56:50.000000,1991-04-22T21:56:50.000000,1,1,1,1,1,1,1
22,6037,27,7283,12002,24.0,-10.799000000000001,165.114,8.0,325,339,305,54,382,339,54,32,33,27,17,63,27,34,2013-02-06T01:12:25.829968Z,2013-02-06T01:12:25.829968Z,2013-02-06T01:12:23.999997,2013-02-06T01:12:23.999997,1,1,1,1,1,1,1
23,4110,26,215,366,27.0,18.19,-102.53299999999999,8.0,4,9,8,5,5,50,5,0,0,0,1,0,0,3,1985-09-19T13:17:47.350031Z,1985-09-19T13:17:47.350031Z,1985-09-19T13:17:45.999999,1985-09-19T13:17:45.999999,1,2,2,2,1,0,2
24,5097,292,3644,5606,33.0,-19.528,173.81799999999998,7.1,1,4,1,1,1,1,1,0,1,0,0,0,0,0,2000-02-25T01:43:58.639949Z,2000-02-25T01:43:58.639949Z,2000-02-25T01:43:57.000000,2000-02-25T01:43:57.000000,0,1,0,0,0,0,0
25,7464,9,2554,4012,14.0,43.773,147.321,8.3,243,270,271,223,334,487,223,1,42,0,4,8,0,81,1994-10-04T13:22:55.840019Z,1994-10-04T13:22:55.840019Z,1994-10-04T13:22:54.000001,1994-10-04T13:22:54.000001,1,1,1,1,1,1,1
26,3442,293,5014,7895,11.0,38.107,144.89600000000002,7.0,2,2,4,4,2,4,4,0,1,0,1,0,0,1,2005-11-14T21:38:51.420014Z,2005-11-14T21:38:51.420014Z,2005-11-14T21:38:50.000000,2005-11-15T23:01:09.000003,0,1,1,1,0,1,1
27,5838,105,4411,6766,10.0,-60.532,-43.411,7.6,10,13,13,11,10,15,11,0,0,0,0,0,0,0,2003-08-04T04:37:20.129980Z,2003-08-04T04:37:20.129980Z,2003-08-04T04:37:18.999999,2003-08-04T04:37:18.999999,1,1,1,1,1,1,1
28,4999,173,7165,11778,28.0,12.139000000000001,-88.59,7.3,8,12,13,8,10,28,8,1,3,0,5,3,0,13,2012-08-27T04:37:19.429964Z,2012-08-27T04:37:19.429964Z,2012-08-27T04:37:18.000000,2012-08-27T04:37:18.000000,1,1,1,1,1,1,1
29,5857,339,4786,4749,35.0,11.422,-86.665,7.0,0,0,0,0,4,22,0,0,0,0,1,4,0,12,2004-10-09T21:26:53.690030Z,2004-10-09T21:26:53.690030Z,2004-10-09T21:26:52.000000,2004-10-09T21:26:52.000000,0,0,0,0,0,0,1
30,4831,361,195,335,6.0,39.431,75.22399999999999,7.0,21,21,21,21,25,28,24,1,2,1,4,1,1,4,1985-08-23T12:41:56.159979Z,1985-08-23T12:41:56.159979Z,1985-08-23T12:41:54.999998,1985-08-23T12:41:54.999998,1,1,1,1,1,1,1
31,2697,29,2761,1276,33.0,19.055,-104.205,8.0,4,7,7,4,5,30,15,1,1,1,1,1,1,7,1995-10-09T15:35:53.910013Z,1995-10-09T15:35:53.910013Z,1995-10-09T15:35:52.000002,1995-10-09T15:35:52.000002,1,1,1,1,1,2,2
32,7449,269,2764,3469,28.0,27.929000000000002,130.175,7.1,31,31,31,21,31,39,21,0,0,0,1,2,0,6,1995-10-18T10:37:26.379987Z,1995-10-18T10:37:26.379987Z,1995-10-18T10:37:24.999998,1995-10-18T10:37:24.999998,2,2,2,2,2,2,2
33,5542,256,3454,5338,33.0,5.397,121.93700000000001,7.1,6,6,6,3,6,7,3,0,0,0,1,0,0,1,1999-03-04T08:52:01.899988Z,1999-03-04T08:52:01.899988Z,1999-03-04T08:52:00.000002,1999-03-04T08:52:00.000002,1,1,1,1,1,1,1
34,4177,160,858,146,24.0,13.477,124.616,7.3,4,4,5,2,4,11,2,0,0,0,0,0,0,5,1988-02-24T03:52:03.290020Z,1988-02-24T03:52:03.290020Z,1988-02-24T03:52:02.000001,1988-02-24T03:52:02.000001,1,1,1,0,1,1,1
35,7090,81,3064,4859,33.0,-12.584000000000001,166.676,7.7,47,51,17,44,52,21,44,1,6,0,1,3,0,8,1997-04-21T12:02:26.430035Z,1997-04-21T12:02:26.430035Z,1997-04-21T12:02:25.000002,1997-04-21T12:02:25.000002,1,1,1,1,1,1,1
36,4987,146,1305,81,28.0,39.836999999999996,142.76,7.4,31,34,36,16,35,63,16,14,14,14,14,15,14,19,1989-11-01T18:25:34.939985Z,1989-11-01T18:25:34.939985Z,1989-11-01T18:25:33.000000,1989-11-01T18:25:33.000000,1,1,1,1,1,1,1
37,6613,129,6475,10391,35.0,7.881,91.936,7.5,18,18,19,18,18,23,18,1,1,0,2,3,0,40,2010-06-12T19:26:50.460000Z,2010-06-12T19:26:50.460000Z,2010-06-12T19:26:49.000001,2010-06-12T19:26:49.000001,1,1,1,1,1,1,2
38,5977,6,3931,1517,33.0,-16.265,-73.641,8.4,29,128,131,115,33,216,115,1,2,0,4,1,0,86,2001-06-23T20:33:14.130034Z,2001-06-23T20:33:14.130034Z,2001-06-23T20:33:13.000004,2001-06-23T20:33:13.000004,1,1,1,1,1,1,1
39,6177,192,4045,6277,21.0,-17.6,167.856,7.2,31,33,31,29,84,60,29,2,2,0,2,10,0,10,2002-01-02T17:22:48.760000Z,2002-01-02T17:22:48.760000Z,2002-01-02T17:22:47.000002,2002-01-02T17:22:47.000002,1,1,1,1,1,1,1
40,7155,268,2573,4050,31.0,13.525,121.06700000000001,7.1,3,14,16,12,3,22,12,0,0,0,0,0,0,9,1994-11-14T19:15:30.659966Z,1994-11-14T19:15:30.659966Z,1994-11-14T19:15:29.000002,1994-11-14T19:15:29.000002,1,1,1,1,1,1,1
41,5123,118,3590,4464,33.0,-16.423,168.21400000000003,7.5,11,14,3,2,15,14,2,0,2,0,0,7,0,6,1999-11-26T13:21:15.569964Z,1999-11-26T13:21:15.569964Z,1999-11-26T13:21:13.999999,1999-11-26T13:21:13.999999,1,1,1,0,1,1,1
42,5092,335,3594,5547,66.0,57.413000000000004,-154.489,7.0,4,4,4,3,9,10,3,0,0,0,0,0,0,0,1999-12-06T23:12:33.919984Z,1999-12-06T23:12:33.919984Z,1999-12-06T23:12:32.000001,1999-12-06T23:12:32.000001,1,1,1,1,0,0,1
43,6104,241,3386,5988,35.0,1.271,126.249,7.1,18,18,22,18,45,71,19,2,3,1,11,24,29,23,2001-02-24T07:23:48.729956Z,2001-02-24T07:23:48.729956Z,2001-02-24T07:23:46.999998,2001-02-24T07:23:46.999998,1,1,1,1,1,1,1
44,7056,16,5410,8640,24.0,-8.466000000000001,157.043,8.1,33,181,42,24,85,51,24,2,14,1,5,5,1,10,2007-04-01T20:39:58.710036Z,2007-04-01T20:39:58.710036Z,2007-04-01T20:39:57.000004,2007-04-01T20:39:57.000004,1,1,1,1,1,1,1
45,6619,347,1684,429,23.0,8.87,126.48,7.0,12,15,15,14,17,36,30,0,2,0,1,3,0,12,1991-02-18T02:37:25.120043Z,1991-02-18T02:37:25.120043Z,1991-02-18T02:37:24.000003,1991-02-18T02:37:24.000003,1,1,1,1,1,1,1
46,6600,253,1467,2708,19.0,-5.982,-77.094,7.1,19,22,23,18,19,24,18,2,2,2,3,10,11,12,1991-04-05T04:19:49.519988Z,1991-04-05T04:19:49.519988Z,1991-04-05T04:19:48.000001,1991-04-05T04:19:48.000001,1,1,1,1,1,1,1
47,4310,226,1461,2330,14.0,5.121,32.145,7.2,11,14,14,14,13,27,15,0,0,0,0,0,0,0,1990-05-20T02:22:01.619982Z,1990-05-20T02:22:01.619982Z,1990-05-20T02:21:59.999999,1990-05-20T02:21:59.999999,2,2,2,2,2,2,2
48,2801,132,5599,7159,10.0,-49.271,164.115,7.4,6,10,15,4,7,24,4,0,0,0,0,0,0,3,2007-09-30T05:23:34.069984Z,2007-09-30T05:23:34.069984Z,2007-09-30T05:23:33.000003,2007-09-30T05:23:33.000003,1,1,1,1,1,1,1
49,6407,306,2297,1992,28.0,-45.277,166.92700000000002,7.0,4,4,4,4,4,4,4,0,0,0,0,0,0,1,1993-08-10T00:51:53.249981Z,1993-08-10T00:51:53.249981Z,1993-08-10T00:51:51.999997,1993-08-10T00:51:51.999997,1,1,1,1,1,1,1
50,6409,50,2296,3565,59.0,12.982000000000001,144.80100000000002,7.8,11,28,34,15,13,65,15,1,3,1,1,1,1,15,1993-08-08T08:34:24.929982Z,1993-08-08T08:34:24.929982Z,1993-08-08T08:34:22.999998,1993-08-08T08:34:22.999998,1,1,1,1,1,1,1
51,5080,344,8125,13290,24.0,-16.043,167.37900000000002,7.0,13,14,13,10,17,18,10,0,1,0,0,0,0,3,2016-04-28T19:33:24.069965Z,2016-04-28T19:33:24.069965Z,2016-04-28T19:33:23.000000,2016-04-28T19:33:23.000000,1,1,1,1,1,1,1
52,7282,38,5781,9270,19.0,31.002,103.322,7.9,66,107,107,71,73,137,71,0,1,0,0,0,0,1,2008-05-12T06:28:01.570018Z,2008-05-12T06:28:01.570018Z,2008-05-12T06:28:00.000000,2008-05-12T06:28:00.000000,1,1,1,1,1,1,1
53,5095,163,3600,5555,33.0,15.765999999999998,119.74,7.3,3,7,7,7,3,12,7,0,0,0,1,0,0,3,1999-12-11T18:03:36.449973Z,1999-12-11T18:03:36.449973Z,1999-12-11T18:03:35.000003,1999-12-11T18:03:35.000003,1,1,1,1,1,1,1
54,5752,183,4459,6830,16.0,50.038000000000004,87.81299999999999,7.3,23,23,23,21,24,25,21,0,0,0,0,0,0,1,2003-09-27T11:33:25.080015Z,2003-09-27T11:33:25.080015Z,2003-09-27T11:33:24.000001,2003-09-27T11:33:24.000001,1,1,1,1,1,1,1
55,6767,351,6339,10093,13.0,18.442999999999998,-72.571,7.0,26,26,26,25,26,26,25,0,0,0,0,0,0,0,2010-01-12T21:53:10.060015Z,2010-01-12T21:53:10.060015Z,2010-01-12T21:53:09.000003,2010-01-12T21:53:09.000003,1,1,1,1,1,1,1
56,4750,145,595,617,54.0,-6.087999999999999,147.689,7.4,34,39,40,23,38,102,23,3,3,4,8,9,4,13,1987-02-08T18:33:58.390020Z,1987-02-08T18:33:58.390020Z,1987-02-08T18:33:57.000000,1987-02-08T18:33:57.000000,1,1,1,1,1,2,1
57,4787,93,1400,1070,33.0,-22.122,175.16299999999998,7.6,4,15,11,6,6,15,6,0,1,0,0,5,0,2,1990-03-03T12:16:27.959980Z,1990-03-03T12:16:27.959980Z,1990-03-03T12:16:26.000001,1990-03-03T12:16:26.000001,1,1,1,1,1,1,1
58,4121,244,1405,1477,20.0,-18.317999999999998,168.063,7.1,5,6,6,4,9,8,4,0,1,0,0,18,0,4,1990-03-05T16:38:12.570030Z,1990-03-05T16:38:12.570030Z,1990-03-05T16:38:11.000001,1990-03-05T16:38:11.000001,1,1,1,1,0,1,1
59,5682,138,4219,6523,30.0,2.824,96.085,7.4,12,14,15,0,13,22,0,0,0,0,1,0,0,1,2002-11-02T01:26:10.700017Z,2002-11-02T01:26:10.700017Z,2002-11-02T01:26:08.999999,2002-11-02T04:47:41.000000,1,1,1,0,1,1,0
60,3852,15,3265,5113,10.0,-62.876999999999995,149.52700000000002,8.1,1,9,10,6,1,13,6,0,0,0,0,0,0,0,1998-03-25T03:12:25.069968Z,1998-03-25T03:12:25.069968Z,1998-03-25T03:12:24.000002,1998-03-25T03:12:24.000002,0,1,1,1,0,1,1
61,6883,54,8117,13283,20.0,0.382,-79.922,7.8,10,28,28,27,19,43,30,1,2,1,2,1,1,6,2016-04-16T23:58:36.979971Z,2016-04-16T23:58:36.979971Z,2016-04-16T23:58:35.000001,2016-04-16T23:58:35.000001,1,1,1,1,1,1,1
62,5524,298,8115,13273,10.0,32.791,130.754,7.0,14,15,17,16,16,20,16,7,7,7,8,7,7,8,2016-04-15T16:25:06.220051Z,2016-04-15T16:25:06.220051Z,2016-04-15T16:25:05.000001,2016-04-15T16:25:05.000001,1,1,1,1,1,1,1
63,665,330,4003,5440,33.0,-5.912000000000001,150.196,7.0,1,1,4,1,1,6,1,0,0,0,2,0,0,3,2001-10-31T09:10:19.999997Z,2001-10-31T09:10:19.999997Z,2001-10-31T09:10:18.000002,2001-10-31T09:10:18.000002,0,0,1,1,0,1,1
64,7084,123,5340,3963,22.0,1.065,126.28200000000001,7.5,78,97,90,79,91,129,79,0,5,0,6,8,0,80,2007-01-21T11:27:45.059982Z,2007-01-21T11:27:45.059982Z,2007-01-21T11:27:44.000003,2007-01-21T11:27:44.000003,1,1,1,1,1,1,1
65,6563,95,1429,2271,11.0,15.125,147.596,7.6,69,75,75,52,86,99,53,2,11,0,12,7,0,17,1990-04-05T21:12:35.550036Z,1990-04-05T21:12:35.550036Z,1990-04-05T21:12:33.999999,1990-04-05T21:12:33.999999,1,1,1,1,1,1,1
66,6213,283,2194,3400,20.0,-10.972000000000001,164.18099999999998,7.1,8,12,12,11,10,18,11,0,0,0,0,0,0,0,1993-03-06T03:05:49.869969Z,1993-03-06T03:05:49.869969Z,1993-03-06T03:05:48.000000,1993-03-06T03:05:48.000000,1,2,2,2,1,2,2
67,7356,210,2786,3561,10.0,28.826,34.799,7.2,8,10,10,7,10,13,7,0,0,0,0,9,0,9,1995-11-22T04:15:11.940021Z,1995-11-22T04:15:11.940021Z,1995-11-22T04:15:09.999997,1995-11-22T04:15:09.999997,1,1,1,1,1,1,1
68,3623,108,4399,5024,10.0,-2.5980000000000003,68.382,7.6,4,13,13,7,4,34,7,0,0,0,0,3,0,7,2003-07-15T20:27:50.529969Z,2003-07-15T20:27:50.529969Z,2003-07-15T20:27:49.000000,2003-07-15T20:27:49.000000,1,1,1,1,1,1,1
69,5904,109,3993,6201,33.0,-4.102,123.90700000000001,7.5,1,11,10,7,1,12,7,0,0,0,2,0,0,5,2001-10-19T03:28:44.460019Z,2001-10-19T03:28:44.460019Z,2001-10-19T03:28:42.999998,2001-10-19T03:28:42.999998,0,1,1,1,0,1,1
70,3580,112,7860,12910,41.0,-4.729,152.562,7.5,5,83,83,72,7,153,72,0,4,0,8,3,0,84,2015-03-29T23:48:31.010034Z,2015-03-29T23:48:31.010034Z,2015-03-29T23:48:30.000001,2015-03-29T23:48:30.000001,1,2,2,2,1,2,2
71,5908,99,4978,7865,26.0,34.539,73.58800000000001,7.6,91,95,96,93,99,107,95,0,0,0,2,3,0,5,2005-10-08T03:50:40.799962Z,2005-10-08T03:50:40.799962Z,2005-10-08T03:50:39.000003,2005-10-08T03:50:39.000003,1,1,1,1,1,1,1
72,3073,305,1198,708,43.0,-30.523000000000003,-178.41400000000002,7.0,1,3,6,3,4,13,3,0,6,0,3,0,0,6,1989-05-14T00:59:50.449978Z,1989-05-14T00:59:50.449978Z,1989-05-14T00:59:49.000002,1989-05-14T00:59:49.000002,0,1,1,1,1,1,1
73,7469,196,5536,2895,34.0,51.36,-179.50900000000001,7.2,23,22,24,21,25,40,22,4,4,3,8,41,8,25,2007-12-19T09:30:27.929987Z,2007-12-19T09:30:27.929987Z,2007-12-19T09:30:25.999997,2007-12-19T09:30:25.999997,1,1,1,1,1,1,1
74,3324,364,3834,5907,30.0,39.566,54.799,7.0,1,1,1,1,1,1,1,0,0,0,3,0,0,3,2000-12-06T17:11:06.399970Z,2000-12-06T17:11:06.399970Z,2000-12-06T17:11:04.999997,2000-12-06T17:11:04.999997,0,0,0,0,0,0,0
75,4836,115,373,845,33.0,1.795,126.51899999999999,7.5,46,56,61,29,105,253,29,8,10,9,13,30,12,46,1986-08-14T19:39:13.670030Z,1986-08-14T19:39:13.670030Z,1986-08-14T19:39:12.000001,1986-08-14T19:39:12.000001,1,1,1,1,0,0,1
76,6414,83,2276,3537,16.0,42.851000000000006,139.197,7.7,31,36,38,32,34,46,32,0,0,0,2,0,0,6,1993-07-12T13:17:11.959980Z,1993-07-12T13:17:11.959980Z,1993-07-12T13:17:10.000000,1993-07-12T13:17:10.000000,1,1,1,1,1,1,1
77,6693,165,2052,3064,27.0,42.141999999999996,73.575,7.3,13,13,13,13,14,15,13,0,0,0,0,0,0,2,1992-08-19T02:04:37.409985Z,1992-08-19T02:04:37.409985Z,1992-08-19T02:04:35.999998,1992-08-19T02:04:35.999998,1,1,1,1,1,1,1
78,3404,302,7065,3398,13.0,28.695999999999998,-113.104,7.0,1,1,1,1,1,1,1,2,2,2,2,3,2,5,2012-04-12T07:15:48.500002Z,2012-04-12T07:15:48.500002Z,2012-04-12T07:15:47.000003,2012-04-12T07:15:47.000003,1,1,1,1,1,1,1
79,10,342,1779,2795,1.0,41.678999999999995,-125.85600000000001,7.0,0,0,0,0,0,0,0,1,3,3,4,1,3,5,1991-08-17T22:17:09.970019Z,1991-08-17T22:17:09.970019Z,1991-08-17T22:17:08.000000,1991-08-17T22:17:08.000000,0,2,2,2,0,2,2
80,2272,218,4952,7744,36.0,38.275999999999996,142.039,7.2,0,8,9,1,4,18,1,0,0,0,1,1,0,1,2005-08-16T02:46:28.399956Z,2005-08-16T02:46:28.399956Z,2005-08-16T02:46:27.000000,2005-08-16T17:04:11.000000,0,1,1,0,1,1,0
81,6666,158,1978,365,33.0,7.191,126.762,7.3,16,21,23,17,24,44,29,1,2,1,7,1,1,19,1992-05-17T10:15:31.310033Z,1992-05-17T10:15:31.310033Z,1992-05-17T10:15:29.999999,1992-05-17T10:15:29.999999,2,2,2,2,3,3,0
82,5867,46,2845,8186,33.0,51.146,178.65,7.8,34,37,38,34,35,64,60,3,3,0,3,17,8,61,2003-11-17T06:43:06.800021Z,2003-11-17T06:43:06.800021Z,2003-11-17T06:43:05.000000,2003-11-17T06:43:05.000000,1,1,1,1,1,1,1
83,6701,147,534,42,33.0,23.901,121.574,7.4,24,30,31,26,79,101,26,1,2,0,2,9,0,14,1986-11-14T21:20:10.549972Z,1986-11-14T21:20:10.549972Z,1986-11-14T21:20:09.000000,1986-11-14T21:20:09.000000,1,1,1,1,1,1,1
84,5819,304,4358,5021,31.0,2.354,128.855,7.0,9,10,12,10,9,14,10,0,1,0,3,2,0,8,2003-05-26T19:23:27.939956Z,2003-05-26T19:23:27.939956Z,2003-05-26T19:23:25.999997,2003-05-26T19:23:25.999997,1,1,1,1,1,1,1
85,5781,310,4356,5021,68.0,38.849000000000004,141.56799999999998,7.0,1,1,1,10,1,7,10,0,0,0,3,0,0,8,2003-05-26T09:24:33.400015Z,2003-05-26T09:24:33.400015Z,2003-05-26T09:24:32.000003,2003-05-26T19:23:25.999997,0,0,0,1,0,1,1
86,5107,274,7827,8868,16.0,52.648999999999994,-31.901999999999997,7.1,2,2,2,2,2,4,2,2,2,2,2,3,2,4,2015-02-13T18:59:12.229988Z,2015-02-13T18:59:12.229988Z,2015-02-13T18:59:11.000001,2015-02-13T18:59:11.000001,1,1,1,1,1,1,1
87,6630,327,1990,3082,18.0,-11.122,165.239,7.0,11,12,12,8,13,14,9,0,3,0,2,1,0,2,1992-05-27T05:13:38.810006Z,1992-05-27T05:13:38.810006Z,1992-05-27T05:13:37.000001,1992-05-27T05:13:37.000001,1,1,1,1,1,1,1
88,4390,263,1482,2336,18.0,11.76,121.899,7.1,2,10,12,6,2,14,6,0,1,0,2,0,0,2,1990-06-14T07:40:56.209989Z,1990-06-14T07:40:56.209989Z,1990-06-14T07:40:55.000003,1990-06-14T07:40:55.000003,0,1,1,1,0,1,1
89,4370,148,1489,2369,18.0,36.957,49.409,7.4,17,18,18,17,20,25,17,0,0,0,0,0,0,0,1990-06-20T21:00:09.979980Z,1990-06-20T21:00:09.979980Z,1990-06-20T21:00:07.999999,1990-06-20T21:00:07.999999,1,1,1,1,1,1,1
90,4416,230,617,984,10.0,0.151,-77.821,7.2,5,5,5,5,5,6,5,1,1,1,1,1,1,3,1987-03-06T04:10:41.959983Z,1987-03-06T04:10:41.959983Z,1987-03-06T04:10:40.000001,1987-03-06T04:10:40.000001,1,1,1,1,1,1,1
91,7376,41,2790,4421,33.0,44.663000000000004,149.3,7.9,110,125,120,123,129,207,128,35,37,35,36,85,35,138,1995-12-03T18:01:08.989970Z,1995-12-03T18:01:08.989970Z,1995-12-03T18:01:06.999997,1995-12-03T18:01:06.999997,1,1,1,1,1,1,1
92,4687,77,512,929,29.0,-28.116999999999997,-176.36700000000002,7.7,95,119,105,60,105,121,60,1,4,0,3,3,0,17,1986-10-20T06:46:09.980027Z,1986-10-20T06:46:09.980027Z,1986-10-20T06:46:08.000002,1986-10-20T06:46:08.000002,1,1,1,1,1,1,1
93,6559,341,6539,10481,12.0,-43.522,171.83,7.0,9,10,10,8,41,14,8,0,0,0,0,0,0,0,2010-09-03T16:35:47.770021Z,2010-09-03T16:35:47.770021Z,2010-09-03T16:35:46.000003,2010-09-03T16:35:46.000003,1,1,1,1,1,1,1
94,365,201,3337,5184,33.0,-0.593,-80.393,7.2,0,0,0,0,0,0,0,1,2,1,2,1,1,2,1998-08-04T18:59:20.099982Z,1998-08-04T18:59:20.099982Z,1998-08-04T18:59:18.999999,1998-08-04T18:59:18.999999,0,0,0,0,0,0,0
95,5319,350,3334,4911,10.0,-2.9610000000000003,141.92600000000002,7.0,9,10,15,12,9,19,12,0,1,0,1,1,1,3,1998-07-17T08:49:13.280012Z,1998-07-17T08:49:13.280012Z,1998-07-17T08:49:12.000001,1998-07-17T08:49:12.000001,1,1,2,2,1,2,2
96,6095,249,4087,4757,32.0,24.279,122.179,7.1,3,6,6,3,13,35,7,0,2,3,5,1,3,30,2002-03-31T06:52:50.489985Z,2002-03-31T06:52:50.489985Z,2002-03-31T06:52:48.999998,2002-03-31T06:52:48.999998,1,1,1,1,1,1,0
