,c_type,c_type60,depth0,lat0,lon0,m0,na,na_all,na_all_apr,na_apr,nf,nf_all,nf_all_apr,nf_apr,ot0
54,1,1,24.0,-4.9521,94.3299,7.8,4,4,0,0,0,0,0,0,2016-03-02T12:49:48.110044Z
55,1,1,26.5,40.525,143.41899999999998,7.8,53,53,9,9,1,1,0,0,1994-12-28T12:19:23.029972Z
56,1,1,18.4,-10.477,112.835,7.8,91,91,8,8,5,5,1,1,1994-06-02T18:17:34.020032Z
57,1,1,20.1,-3.487,100.08200000000001,7.8,19,19,2,2,0,0,0,0,2010-10-25T14:42:22.460031Z
58,1,1,10.0,56.953,-143.032,7.8,4,4,2,2,0,0,0,0,1988-03-06T22:35:38.139968Z
59,1,1,10.0,35.946,90.541,7.8,12,12,0,0,0,0,0,0,2001-11-14T09:26:10.010002Z
60,1,1,40.0,-10.6812,161.3273,7.8,77,77,10,10,1,1,0,0,2016-12-08T17:38:46.279973Z
61,1,1,33.0,54.841,162.035,7.8,64,64,5,5,3,3,0,0,1997-12-05T11:26:54.689998Z
62,1,1,59.3,12.982000000000001,144.80100000000002,7.8,18,18,3,3,2,2,0,0,1993-08-08T08:34:24.929982Z
63,1,1,16.0,23.419,70.232,7.7,9,9,1,1,0,0,0,0,2001-01-26T03:16:40.499985Z
64,1,1,10.0,-60.2738,-46.4011,7.7,18,18,2,2,8,8,2,2,2013-11-17T09:04:55.529980Z
65,-1,-1,22.4,-20.5709,-70.4931,7.7,0,0,0,0,0,0,0,0,2014-04-03T02:43:13.110038Z
66,1,1,33.0,-12.584000000000001,166.676,7.7,35,35,7,7,4,4,0,0,1997-04-21T12:02:26.430035Z
67,1,1,16.7,42.851000000000006,139.197,7.7,25,25,3,3,1,1,0,0,1993-07-12T13:17:11.959980Z
68,1,1,15.0,26.951,65.5009,7.7,9,9,2,2,0,0,0,0,2013-09-24T11:29:47.970038Z
69,1,1,33.0,-2.0709999999999997,124.891,7.7,5,5,2,2,3,3,1,1,1998-11-29T14:10:31.959983Z
70,1,1,17.8,22.789,99.611,7.7,14,14,3,3,0,0,0,0,1988-11-06T13:03:19.340034Z
71,1,1,33.0,23.772,120.98200000000001,7.7,32,32,11,11,1,1,0,0,1999-09-20T17:47:18.490019Z
72,1,1,20.0,-9.283999999999999,107.419,7.7,96,96,9,9,1,1,0,0,2006-07-17T08:19:26.679996Z
73,-1,-1,18.6,38.058,144.59,7.7,0,0,0,0,0,0,0,0,2011-03-11T06:25:50.300000Z
74,1,1,10.0,54.4434,168.857,7.7,15,15,0,0,4,4,2,2,2017-07-17T23:34:13.739980Z
75,1,1,30.1,-5.7989999999999995,154.178,7.7,28,28,10,10,2,2,1,1,1995-08-16T10:27:28.629970Z
76,1,1,29.1,-28.116999999999997,-176.36700000000002,7.7,89,89,13,13,3,3,0,0,1986-10-20T06:46:09.980027Z
77,1,1,60.0,13.049000000000001,-88.66,7.7,14,14,8,8,0,0,0,0,2001-01-13T17:33:32.379955Z
78,2,2,17.0,-0.414,132.885,7.7,49,49,4,4,0,0,0,0,2009-01-03T19:43:50.650031Z
79,1,1,33.0,-14.993,-75.675,7.7,20,20,4,4,1,1,0,0,1996-11-12T16:59:44.029963Z
80,-1,-1,45.0,-13.005999999999998,166.51,7.7,0,0,0,0,0,0,0,0,2009-10-07T22:03:14.470014Z
81,1,1,25.1,15.679,121.17200000000001,7.7,55,55,5,5,4,4,0,0,1990-07-16T07:26:34.610006Z
82,1,1,40.0,-22.247,-69.89,7.7,41,41,10,10,1,1,0,0,2007-11-14T15:40:50.530019Z
83,1,1,20.2,-23.008000000000003,169.9,7.7,34,34,7,7,3,3,2,2,1995-05-16T20:12:44.219988Z
84,1,1,44.8,11.742,-87.34,7.7,23,23,6,6,3,3,1,1,1992-09-02T00:16:01.689966Z
85,1,1,10.0,-23.051,171.6565,7.7,106,106,14,14,13,13,4,4,2021-02-10T13:19:55.530989Z
86,1,1,14.86,19.4193,-78.756,7.7,2,2,1,1,1,1,0,0,2020-01-28T19:10:24.918011Z
87,1,1,24.4,8.337,126.729,7.6,62,62,11,11,8,8,1,1,1989-12-15T18:43:45.030028Z
88,1,1,24.7,45.533,151.02100000000002,7.6,21,21,2,2,41,41,11,11,1991-12-22T08:43:13.410016Z
89,1,1,26.0,-1.105,123.573,7.6,9,9,3,3,0,0,0,0,2000-05-04T04:21:16.210013Z
90,1,1,35.0,10.085,-85.315,7.6,5,5,2,2,1,1,0,0,2012-09-05T14:42:07.800012Z
91,1,1,10.0,-1.757,134.297,7.6,18,18,4,4,11,11,3,3,2002-10-10T10:50:20.570034Z
92,1,1,28.37,54.602,-159.6258,7.6,13,13,4,4,1,1,1,1,2020-10-19T20:54:38.950052Z
93,1,1,24.0,18.77,-104.104,7.6,4,4,1,1,2,2,0,0,2003-01-22T02:06:34.610034Z
94,1,1,10.0,9.685,-83.073,7.6,13,13,3,3,1,1,1,1,1991-04-22T21:56:51.819967Z
95,1,1,38.0,-43.4064,-73.9413,7.6,3,3,1,1,0,0,0,0,2016-12-25T14:22:27.010018Z
96,1,1,10.0,-4.051,152.5967,7.6,9,9,2,2,2,2,1,1,2019-05-14T12:58:25.939020Z
97,1,1,10.0,-60.532,-43.411,7.6,9,9,1,1,0,0,0,0,2003-08-04T04:37:20.129980Z
98,1,1,33.2,-22.122,175.16299999999998,7.6,11,11,2,2,0,0,0,0,1990-03-03T12:16:27.959980Z
99,1,1,11.4,15.125,147.596,7.6,49,49,3,3,6,6,1,1,1990-04-05T21:12:35.550036Z
100,1,1,34.0,-10.366,160.819,7.6,12,12,4,4,0,0,0,0,1988-08-10T04:38:26.169996Z
101,1,1,10.0,-2.5980000000000003,68.382,7.6,6,6,2,2,0,0,0,0,2003-07-15T20:27:50.529969Z
102,1,1,28.0,10.811,126.63799999999999,7.6,33,33,1,1,1,1,0,0,2012-08-31T12:47:33.379957Z
103,1,1,22.0,60.949,167.08900000000003,7.6,28,28,6,6,0,0,0,0,2006-04-20T23:25:02.150033Z
104,1,1,13.0,-3.302,142.945,7.6,20,20,3,3,3,3,1,1,2002-09-08T18:44:23.710014Z
105,-1,-1,30.8,17.802,-101.647,7.6,0,0,0,0,0,0,0,0,1985-09-21T01:37:13.470019Z
106,1,1,17.0,40.748000000000005,29.864,7.6,7,7,1,1,1,1,0,0,1999-08-17T00:01:39.129999Z
107,2,2,22.56,-11.2701,162.1481,7.6,31,31,9,9,2,2,1,1,2014-04-12T20:14:39.300032Z
108,1,1,62.3,-24.388,-70.161,7.6,9,9,6,6,0,0,0,0,1987-03-05T09:17:05.280035Z
109,-1,-1,33.0,-17.543,-72.077,7.6,1,1,0,0,0,0,0,0,2001-07-07T09:38:43.520036Z
110,1,1,26.0,34.539,73.58800000000001,7.6,44,44,12,12,0,0,0,0,2005-10-08T03:50:40.799962Z
111,1,1,31.0,-23.043000000000003,-174.66,7.6,15,15,1,1,3,3,0,0,2009-03-19T18:17:40.469967Z
112,1,1,17.0,-29.539,-176.34,7.6,66,66,9,9,3,3,2,2,2011-07-06T19:03:18.260036Z
113,1,1,35.0,7.881,91.936,7.5,10,10,1,1,1,1,0,0,2010-06-12T19:26:50.460000Z
114,-1,-1,33.0,35.069,87.325,7.5,1,1,0,0,0,0,0,0,1997-11-08T10:02:52.610034Z
115,1,1,33.0,22.305999999999997,125.30799999999999,7.5,3,3,0,0,0,0,0,0,1998-05-03T23:30:21.910037Z
116,1,1,20.0,-0.2559,119.8462,7.5,21,21,5,5,3,3,1,1,2018-09-28T10:02:45.249965Z
117,1,1,10.0,-8.152000000000001,124.868,7.5,21,21,4,4,1,1,1,1,2004-11-11T21:26:41.150036Z
118,1,1,57.8,48.9638,157.6955,7.5,2,2,0,0,1,1,0,0,2020-03-25T02:49:21.160043Z
119,-1,-1,24.0,14.099,92.902,7.5,2,2,1,1,0,0,0,0,2009-08-10T19:55:38.729996Z
120,1,1,10.0,-9.593,-79.587,7.5,2,2,0,0,1,1,1,1,1996-02-21T12:51:01.300002Z
121,1,1,31.0,6.0329999999999995,124.249,7.5,8,8,3,3,0,0,0,0,2002-03-05T21:16:09.129968Z
122,1,1,33.0,-16.423,168.21400000000003,7.5,9,9,3,3,1,1,0,0,1999-11-26T13:21:15.569964Z
123,1,1,10.0,-21.9496,169.4266,7.5,54,54,9,9,26,26,7,7,2018-12-05T04:18:08.419963Z
124,1,1,33.0,-4.102,123.90700000000001,7.5,4,4,2,2,0,0,0,0,2001-10-19T03:28:44.460019Z
125,1,1,31.4,1.196,122.787,7.5,10,10,2,2,4,4,2,2,1991-06-20T05:18:52.510004Z
126,1,1,8.7,55.228,-134.8591,7.5,3,3,2,2,0,0,0,0,2013-01-05T08:58:14.957037Z
127,-1,-1,19.0,17.4825,-83.52,7.5,0,0,0,0,0,0,0,0,2018-01-10T02:51:33.290004Z
128,1,1,33.0,6.898,126.579,7.5,13,13,5,5,3,3,1,1,2001-01-01T06:57:04.169981Z
129,1,1,22.0,1.065,126.28200000000001,7.5,63,63,17,17,4,4,1,1,2007-01-21T11:27:45.059982Z
130,2,2,43.37,-6.7547,155.0241,7.5,40,40,8,8,25,25,9,9,2014-04-19T13:28:00.809981Z
131,2,2,41.0,-4.7294,152.5623,7.5,47,47,15,15,3,3,1,1,2015-03-29T23:48:31.010034Z
132,-1,-1,60.6,16.059,-96.931,7.5,0,0,0,0,0,0,0,0,1999-09-30T16:31:15.690034Z
133,1,1,25.21,-6.0699,142.7536,7.5,79,79,12,12,0,0,0,0,2018-02-25T17:44:44.140051Z
134,2,2,55.0,-5.4624,151.8751,7.5,6,6,2,2,2,2,0,0,2015-05-05T01:44:06.380020Z
135,1,1,33.0,1.795,126.51899999999999,7.5,39,39,14,14,8,8,3,3,1986-08-14T19:39:13.670030Z
136,1,1,24.0,13.988,-91.895,7.4,11,11,4,4,2,2,2,2,2012-11-07T16:35:46.930043Z
137,-1,-1,31.1,-13.093,166.497,7.4,0,0,0,0,0,0,0,0,2009-10-07T23:13:48.159955Z
138,1,1,33.0,-28.993000000000002,-176.238,7.4,8,8,1,1,6,6,0,0,2011-10-21T17:57:16.099984Z
139,2,2,10.0,33.184,137.071,7.4,7,7,6,6,3,3,1,1,2004-09-05T14:57:18.609988Z
140,1,1,26.0,2.7680000000000002,95.964,7.4,13,13,3,3,2,2,1,1,2008-02-20T08:08:30.520036Z
141,1,1,30.0,1.271,122.09100000000001,7.4,4,4,2,2,0,0,0,0,2008-11-16T17:02:32.699970Z
142,-1,-1,23.0,-0.691,133.305,7.4,0,0,0,0,0,0,0,0,2009-01-03T22:33:40.290014Z
143,1,1,30.0,2.824,96.085,7.4,6,6,2,2,0,0,0,0,2002-11-02T01:26:10.700017Z
144,1,1,54.9,-6.087999999999999,147.689,7.4,25,25,15,15,3,3,1,1,1987-02-08T18:33:58.390020Z
145,1,1,36.0,-4.68,102.56200000000001,7.4,12,12,4,4,13,13,8,8,2001-02-13T19:28:30.260032Z
146,1,1,36.0,46.857,155.154,7.4,1,1,0,0,6,6,2,2,2009-01-15T17:49:39.069985Z
147,1,1,14.0,26.901,143.69799999999998,7.4,63,63,8,8,0,0,0,0,2010-12-21T17:19:40.660035Z
148,-1,-1,33.0,41.773999999999994,143.593,7.4,0,0,0,0,0,0,0,0,2003-09-25T21:08:00.030015Z
149,1,1,20.0,16.493,-98.23100000000001,7.4,13,13,1,1,0,0,0,0,2012-03-20T18:02:47.439999Z
150,1,1,33.8,23.901,121.574,7.4,13,13,4,4,0,0,0,0,1986-11-14T21:20:10.549972Z
151,1,1,33.0,-58.893,158.513,7.4,5,5,3,3,1,1,1,1,1987-09-03T06:40:13.909981Z
152,1,1,10.0,-55.2852,-31.8766,7.4,44,44,7,7,0,0,0,0,2016-08-19T07:32:22.709988Z
153,1,1,10.0,-33.2927,-177.8571,7.4,12,12,4,4,1,1,0,0,2020-06-18T12:49:53.843981Z
154,1,1,20.0,15.8861,-96.0077,7.4,3,3,2,2,0,0,0,0,2020-06-23T15:29:04.349983Z
155,1,1,18.5,36.957,49.409,7.4,6,6,3,3,0,0,0,0,1990-06-20T21:00:09.979980Z
156,1,1,10.0,-49.271,164.115,7.4,8,8,2,2,0,0,0,0,2007-09-30T05:23:34.069984Z
157,1,1,47.8,-6.266,149.06,7.4,5,5,3,3,2,2,0,0,1987-10-16T20:48:01.639986Z
158,-1,-1,33.0,-33.207,-71.663,7.4,0,0,0,0,0,0,0,0,1985-03-04T00:32:21.869984Z
159,-1,-1,13.0,-60.957,-21.605999999999998,7.4,0,0,0,0,1,1,1,1,2006-01-02T06:10:49.759964Z
160,1,1,28.6,39.836999999999996,142.76,7.4,20,20,10,10,12,12,6,6,1989-11-01T18:25:34.939985Z
161,-1,-1,23.0,16.779,-98.59700000000001,7.4,2,2,1,1,0,0,0,0,1995-09-14T14:04:31.429983Z
162,1,1,21.2,-15.199000000000002,-173.52900000000002,7.4,10,10,6,6,0,0,0,0,1995-04-07T22:06:56.889970Z
163,-1,-1,35.0,-37.773,-75.048,7.4,0,0,0,0,0,0,0,0,2010-02-27T08:01:23.009983Z
164,-1,-1,39.0,-11.4633,162.0511,7.4,0,0,0,0,0,0,0,0,2014-04-13T12:36:19.229962Z
165,1,1,33.0,-4.439,152.828,7.3,12,12,7,7,3,3,3,3,1985-07-03T04:36:51.730044Z
166,-1,-1,32.0,38.435,142.842,7.3,0,0,0,0,0,0,0,0,2011-03-09T02:45:20.329988Z
167,2,2,16.0,-19.702,167.947,7.3,81,81,25,25,4,4,3,3,2010-12-25T13:16:37.000050Z
168,5,5,10.0,-22.015,169.766,7.3,46,46,25,25,15,15,10,10,2003-12-27T16:00:59.449966Z
169,1,1,25.0,-17.541,168.06900000000002,7.3,25,25,6,6,3,3,0,0,2010-08-10T05:23:44.979963Z
170,-1,-1,22.2,9.919,-84.80799999999999,7.3,1,1,1,1,1,1,1,1,1990-03-25T13:22:55.599999Z
171,-1,-1,33.0,43.905,147.916,7.3,1,1,0,0,0,0,0,0,1994-10-09T07:55:39.580002Z
172,1,1,28.0,12.139000000000001,-88.59,7.3,7,7,4,4,2,2,1,1,2012-08-27T04:37:19.429964Z
173,1,1,16.56,55.0999,164.6993,7.3,13,13,10,10,1,1,1,1,2018-12-20T17:01:55.150002Z
174,1,1,19.0,16.730999999999998,-86.21700000000001,7.3,5,5,1,1,0,0,0,0,2009-05-28T08:24:46.560015Z
175,-1,-1,40.0,12.5262,-88.1225,7.3,0,0,0,0,0,0,0,0,2014-10-14T03:51:34.459981Z
176,1,1,10.0,33.825,59.809,7.3,4,4,3,3,0,0,0,0,1997-05-10T07:57:29.719949Z
177,1,1,46.0,-30.6441,-178.0995,7.3,37,37,14,14,2,2,1,1,2019-06-15T22:55:04.130003Z
178,1,1,16.0,-17.94,-172.225,7.3,6,6,2,2,1,1,1,1,1987-10-06T04:19:06.079950Z
179,1,1,33.0,-10.491,160.77,7.3,2,2,0,0,2,2,1,1,2003-01-20T08:43:06.070004Z
180,3,3,35.0,-5.931,150.59,7.3,28,28,8,8,3,3,3,3,2010-07-18T13:34:59.360014Z
181,1,1,52.0,52.05,-171.83599999999998,7.3,6,6,5,5,0,0,0,0,2011-06-24T03:09:39.470031Z
182,1,1,31.0,37.89,143.94899999999998,7.3,12,12,2,2,2,2,2,2,2012-12-07T08:18:23.130029Z
183,0,0,10.0,-4.003,135.023,7.3,10,10,7,7,7,7,2,2,2004-02-07T02:42:35.209982Z
184,-1,-1,15.0,27.8087,86.0655,7.3,0,0,0,0,0,0,0,0,2015-05-12T07:05:19.729966Z
185,-1,-1,26.3,51.478,-176.847,7.3,0,0,0,0,0,0,0,0,1996-06-10T15:24:56.000013Z
186,-1,-1,11.0,-60.857,-25.07,7.3,2,2,0,0,0,0,0,0,2013-07-15T14:03:39.880022Z
187,1,1,33.0,-20.070999999999998,168.892,7.3,30,30,18,18,7,7,3,3,2008-04-09T12:46:12.720034Z
188,1,1,33.0,15.765999999999998,119.74,7.3,5,5,1,1,0,0,0,0,1999-12-11T18:03:36.449973Z
189,1,1,16.0,50.038000000000004,87.81299999999999,7.3,16,16,5,5,0,0,0,0,2003-09-27T11:33:25.080015Z
190,1,1,-0.09699999999999999,34.2,-116.43700000000001,7.3,14,14,9,9,0,0,0,0,1992-06-28T11:57:34.130021Z
191,1,1,27.4,42.141999999999996,73.575,7.3,7,7,3,3,0,0,0,0,1992-08-19T02:04:37.409985Z
192,1,1,19.0,34.9109,45.9592,7.3,8,8,6,6,0,0,0,0,2017-11-12T18:18:17.180027Z
193,1,1,24.9,13.477,124.616,7.3,3,3,3,3,0,0,0,0,1988-02-24T03:52:03.290020Z
194,2,2,33.0,7.191,126.762,7.3,9,9,2,2,1,1,1,1,1992-05-17T10:15:31.310033Z
195,-1,-1,38.0,3.748,96.01799999999999,7.2,0,0,0,0,0,0,0,0,2010-05-09T05:59:41.619955Z
196,1,1,26.7,-5.599,151.045,7.2,6,6,2,2,1,1,1,1,1985-05-10T15:35:50.590005Z
197,-1,-1,69.7,-19.022000000000002,-69.991,7.2,1,1,0,0,0,0,0,0,1987-08-08T15:48:56.750003Z
198,2,2,32.0,-18.365,168.143,7.2,34,34,18,18,3,3,2,2,2011-08-20T16:55:02.809984Z
199,1,1,22.0,38.2107,72.7797,7.2,5,5,3,3,0,0,0,0,2015-12-07T07:50:05.950037Z
200,1,1,10.0,40.758,31.160999999999998,7.2,3,3,2,2,2,2,1,1,1999-11-12T16:57:19.549988Z
201,-1,-1,33.0,-0.593,-80.393,7.2,0,0,0,0,2,2,2,2,1998-08-04T18:59:20.099982Z
202,2,2,36.9,-24.753,-70.433,7.2,9,9,4,4,4,4,3,3,1988-02-05T14:01:02.750045Z
203,1,1,34.0,51.36,-179.50900000000001,7.2,14,14,11,11,6,6,3,3,2007-12-19T09:30:27.929987Z
204,1,1,18.98,-0.5858,128.034,7.2,10,10,4,4,1,1,0,0,2019-07-14T09:10:51.522960Z
205,1,1,10.0,28.826,34.799,7.2,5,5,2,2,0,0,0,0,1995-11-22T04:15:11.940021Z
206,1,1,9.987,32.2861667,-115.29533329999998,7.2,6,6,6,6,0,0,0,0,2010-04-04T22:40:42.359984Z
207,1,1,35.0,-11.61,165.762,7.2,17,17,7,7,3,3,1,1,2007-09-02T01:05:18.149971Z
208,-1,-1,19.0,2.4330000000000003,93.21,7.2,2,2,0,0,0,0,0,0,2012-01-10T18:36:59.079967Z
209,2,2,14.9,5.121,32.145,7.2,9,9,5,5,0,0,0,0,1990-05-20T02:22:01.619982Z
210,1,1,22.0,16.3855,-97.9787,7.2,6,6,4,4,1,1,0,0,2018-02-16T23:39:39.279967Z
211,1,1,23.4,-9.094,158.442,7.2,7,7,5,5,1,1,1,1,1991-10-14T15:58:12.789987Z
212,1,1,10.0,7.075,-76.862,7.2,16,16,7,7,4,4,2,2,1992-10-18T15:11:59.109970Z
213,1,1,16.37,-22.4765,173.1167,7.2,12,12,8,8,0,0,0,0,2016-08-12T01:26:36.280033Z
214,1,1,42.6,45.324,149.892,7.2,12,12,8,8,1,1,1,1,1996-02-07T21:36:46.300033Z
215,1,1,25.0,-2.4859999999999998,99.97200000000001,7.2,9,9,6,6,12,12,10,10,2008-02-25T08:36:33.030001Z
216,-1,-1,33.0,18.219,-102.756,7.2,2,2,1,1,0,0,0,0,1997-01-11T20:28:26.019979Z
217,4,4,20.7,12.059000000000001,125.58,7.2,45,45,31,31,6,6,5,5,1995-04-21T00:34:46.089982Z
218,1,1,33.0,-16.62,167.518,7.2,25,25,21,21,2,2,1,1,1994-07-13T02:35:56.020043Z
219,-1,-1,21.3,4.553999999999999,-77.442,7.2,2,2,1,1,0,0,0,0,1991-11-19T22:28:51.090034Z
220,-1,-1,14.0,33.07,136.618,7.2,0,0,0,0,0,0,0,0,2004-09-05T10:07:07.819996Z
221,1,1,44.0,-6.518,154.999,7.2,15,15,12,12,4,4,4,4,1996-04-29T14:40:41.090012Z
222,-1,-1,37.8,-34.131,-71.618,7.2,2,2,2,2,0,0,0,0,1985-04-09T01:56:59.479951Z
223,1,1,36.0,38.275999999999996,142.039,7.2,6,6,4,4,0,0,0,0,2005-08-16T02:46:28.399956Z
224,1,1,21.0,-17.6,167.856,7.2,23,23,21,21,1,1,1,1,2002-01-02T17:22:48.760000Z
225,-1,-1,16.0,41.292,-125.95299999999999,7.2,1,1,1,1,0,0,0,0,2005-06-15T02:50:54.190036Z
226,1,1,31.0,-13.698,166.643,7.2,14,14,8,8,2,2,1,1,2010-05-27T17:14:46.569988Z
227,1,1,10.0,0.151,-77.821,7.2,3,3,3,3,1,1,1,1,1987-03-06T04:10:41.959983Z
228,1,1,10.0,-56.032,-25.266,7.2,11,11,7,7,1,1,1,1,1991-12-27T04:05:58.239997Z
229,1,1,24.0,17.397000000000002,-100.9723,7.2,3,3,2,2,0,0,0,0,2014-04-18T14:27:24.919979Z
230,-1,-1,15.0,4.695,-77.508,7.2,0,0,0,0,0,0,0,0,2004-11-15T09:06:56.559972Z
231,-1,-1,68.0,28.776999999999997,63.951,7.2,0,0,0,0,0,0,0,0,2011-01-18T20:23:23.480019Z
232,1,1,20.0,3.886,126.387,7.2,82,82,44,44,0,0,0,0,2009-02-11T17:34:50.489972Z
233,1,1,24.0,-38.355,-73.32600000000001,7.2,5,5,5,5,1,1,1,1,2011-01-02T20:20:17.779980Z
