,Cid_G,Cid_M,Cid_Z,Dep0,Lat0,Lon0,M0,N_AS_G,N_AS_M,N_AS_Z,N_AS_allG,N_AS_allZ,N_FS_G,N_FS_M,N_FS_Z,N_FS_allG,N_FS_allZ,T0G,T0M,T0Z,c_typeG,c_typeM,c_typeZ,c_typeallG,c_typeallZ
166,7155,268,4050,31.0,13.525,121.06700000000001,7.1,3,14,12,3,12,0,0,0,0,9,1994-11-14T19:15:30.659966Z,1994-11-14T19:15:30.659966Z,1994-11-14T19:15:29.000002,1,1,1,1,1
167,1813,369,4058,48.0,-2.6289999999999996,138.528,7.0,1,3,0,1,0,0,2,2,0,6,2015-07-27T21:41:21.709965Z,2015-07-27T21:41:21.709965Z,2015-07-27T21:41:20.000002,0,1,0,0,1
168,5819,304,5021,31.0,2.354,128.855,7.0,9,10,10,9,10,0,1,3,2,8,2003-05-26T19:23:27.939956Z,2003-05-26T19:23:27.939956Z,2003-05-26T19:23:25.999997,1,1,1,1,1
169,3623,108,5024,10.0,-2.5980000000000003,68.382,7.6,4,13,7,4,7,0,0,0,3,7,2003-07-15T20:27:50.529969Z,2003-07-15T20:27:50.529969Z,2003-07-15T20:27:49.000000,1,1,1,1,1
170,6725,187,1677,21.0,4.553999999999999,-77.442,7.2,4,4,1,4,7,0,0,2,0,4,1991-11-19T22:28:51.090034Z,1991-11-19T22:28:51.090034Z,1991-11-19T22:28:50.000001,1,1,1,1,2
171,6431,215,1670,34.0,14.717,-92.645,7.2,17,21,15,18,15,6,6,7,9,17,1993-09-10T19:12:54.620006Z,1993-09-10T19:12:54.620006Z,1993-09-10T19:12:53.000003,0,0,0,0,0
172,4310,226,2330,14.0,5.121,32.145,7.2,11,14,14,13,15,0,0,0,0,0,1990-05-20T02:22:01.619982Z,1990-05-20T02:22:01.619982Z,1990-05-20T02:21:59.999999,2,2,2,2,2
173,7442,313,9453,36.0,-29.756,-177.683,7.0,19,19,11,37,15,0,0,1,28,7,2008-09-29T15:19:31.589964Z,2008-09-29T15:19:31.589964Z,2008-09-29T15:19:29.999997,1,1,1,1,1
174,4921,234,12297,35.0,37.156,144.661,7.1,12,13,11,13,11,0,0,3,0,5,2013-10-25T17:10:19.710020Z,2013-10-25T17:10:19.710020Z,2013-10-25T17:10:18.000002,1,1,1,1,1
175,7090,81,4859,33.0,-12.584000000000001,166.676,7.7,47,51,44,52,44,1,6,1,3,8,1997-04-21T12:02:26.430035Z,1997-04-21T12:02:26.430035Z,1997-04-21T12:02:25.000002,1,1,1,1,1
176,4246,176,14356,16.0,55.1,164.699,7.3,22,24,22,22,22,0,0,2,3,8,2018-12-20T17:01:55.150002Z,2018-12-20T17:01:55.150002Z,2018-12-20T17:01:54.000000,1,1,1,1,1
177,4836,115,845,33.0,1.795,126.51899999999999,7.5,46,56,29,105,29,8,10,13,30,46,1986-08-14T19:39:13.670030Z,1986-08-14T19:39:13.670030Z,1986-08-14T19:39:12.000001,1,1,1,0,1
178,7084,123,3963,22.0,1.065,126.28200000000001,7.5,78,97,79,91,79,0,5,6,8,80,2007-01-21T11:27:45.059982Z,2007-01-21T11:27:45.059982Z,2007-01-21T11:27:44.000003,1,1,1,1,1
179,6358,372,3630,19.0,1.015,127.73299999999999,7.0,9,10,11,9,11,0,0,4,0,5,1994-01-21T02:24:29.959984Z,1994-01-21T02:24:29.959984Z,1994-01-21T02:24:28.000000,1,1,1,1,1
180,4390,263,2336,18.0,11.76,121.899,7.1,2,10,6,2,6,0,1,2,0,2,1990-06-14T07:40:56.209989Z,1990-06-14T07:40:56.209989Z,1990-06-14T07:40:55.000003,0,1,1,0,1
181,5092,335,5547,66.0,57.413000000000004,-154.489,7.0,4,4,3,9,3,0,0,0,0,0,1999-12-06T23:12:33.919984Z,1999-12-06T23:12:33.919984Z,1999-12-06T23:12:32.000001,1,1,1,0,1
182,5449,96,5453,17.0,40.748000000000005,29.864,7.6,5,12,11,6,22,0,1,1,0,1,1999-08-17T00:01:39.129999Z,1999-08-17T00:01:39.129999Z,1999-08-17T00:01:38.000002,1,1,1,1,2
183,2252,184,4666,19.0,16.730999999999998,-86.21700000000001,7.3,0,6,3,0,3,0,0,0,1,2,2009-05-28T08:24:46.560015Z,2009-05-28T08:24:46.560015Z,2009-05-28T08:24:45.000002,0,1,1,0,1
184,5319,350,4911,10.0,-2.9610000000000003,141.92600000000002,7.0,9,10,12,9,12,0,1,1,1,3,1998-07-17T08:49:13.280012Z,1998-07-17T08:49:13.280012Z,1998-07-17T08:49:12.000001,1,1,2,1,2
185,6213,283,3400,20.0,-10.972000000000001,164.18099999999998,7.1,8,12,11,10,11,0,0,0,0,0,1993-03-06T03:05:49.869969Z,1993-03-06T03:05:49.869969Z,1993-03-06T03:05:48.000000,1,2,2,1,2
186,357,179,4874,10.0,33.825,59.809,7.3,2,6,2,2,2,0,0,0,0,0,1997-05-10T07:57:29.719949Z,1997-05-10T07:57:29.719949Z,1997-05-10T07:57:27.999997,0,1,0,0,0
