,MAG,Time,Lat,Lon,Depth,clID,eType
6609,3.0,1995-07-19T17:37:51.960030Z,37.8952,15.3338,8.2,0,0.0
6610,3.0,2016-10-30T14:58:37.749963Z,42.777,13.1445,10.4,283,1.0
6611,3.0,1993-07-13T16:11:07.550017Z,44.2383,8.2382,12.1,214,-1.0
6612,3.0,2019-06-25T10:10:11.000002Z,38.2948,15.6332,68.4,0,0.0
6613,3.0,2016-10-30T14:45:59.000025Z,42.7698,13.0567,10.4,283,1.0
6614,3.0,2017-01-19T04:15:29.190038Z,42.5352,13.2973,9.9,283,1.0
6615,3.0,2016-10-30T14:42:30.029966Z,42.8147,13.0763,9.8,283,1.0
6616,3.0,2019-07-30T07:53:43.229959Z,42.821,13.1952,9.8,0,0.0
6617,3.0,2016-10-30T14:40:30.349977Z,42.7912,13.2137,8.7,283,1.0
6618,3.0,2019-08-17T16:54:41.089965Z,43.9297,11.8255,6.3,215,1.0
6619,3.0,2019-08-20T07:12:02.809987Z,39.2012,17.1275,10.1,0,0.0
6620,3.0,1990-11-23T19:50:52.120034Z,41.9903,15.7237,0.0,0,0.0
6621,3.0,2017-01-18T17:01:18.879972Z,42.4698,13.2968,9.9,283,1.0
6622,3.0,2016-10-30T15:40:49.159981Z,42.8898,13.1945,7.6,283,1.0
6623,3.0,2019-05-27T11:27:14.999966Z,38.4932,16.1488,9.8,0,0.0
6624,3.0,2019-05-16T13:53:22.599976Z,44.3102,11.0463,21.7,0,0.0
6625,3.0,1993-03-21T09:34:22.709975Z,37.9692,14.1613,13.3,0,0.0
6626,3.0,1995-05-15T13:51:30.300022Z,40.3338,18.1122,10.0,216,1.0
6627,3.0,1995-05-15T15:47:03.560032Z,40.5558,17.9953,5.7,0,0.0
6628,3.0,2016-10-30T17:19:47.260039Z,42.7705,13.153,11.3,283,1.0
6629,3.0,2019-04-16T20:18:01.060012Z,40.7328,15.4903,5.9,0,0.0
6630,3.0,2017-01-18T14:33:23.300010Z,42.5178,13.2678,11.5,283,1.0
6631,3.0,2017-01-18T15:13:36.870011Z,42.608,13.3147,8.0,283,1.0
6632,3.0,2019-05-03T18:18:57.839966Z,37.9318,14.1002,7.1,0,0.0
6633,3.0,1992-01-21T01:21:45.760033Z,43.616,8.107,23.4,0,0.0
6634,3.0,2017-01-18T16:31:55.509975Z,42.5583,13.2555,10.8,283,1.0
6635,3.0,2019-05-18T19:35:15.840039Z,43.0602,13.034,7.6,0,0.0
6636,3.0,2017-01-18T16:06:42.739977Z,42.5252,13.2598,10.5,283,1.0
