,cid,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,dm_a,b_a,rate_a,dm_f,b_f,rate_f,c_type,c_type60,na_apr,nf_apr,na_all_apr,nf_all_apr
46,1842,5.0,37.137,37.307,9.0,2002-08-23T04:10:34.420022Z,0,3,0,3,1.6,-999.0,4.69768017406,-999.0,-999.0,-999.0,1,1,3,0,3,0
47,1865,5.8,35.8479,29.6646,42.4,2005-01-23T22:36:07.389991Z,1,27,1,27,0.6,-999.0,0.832493375549,2.1,-999.0,inf,1,1,8,0,8,0
48,1930,5.1,39.7794,43.9676,5.0,2004-07-01T22:30:08.030021Z,0,18,0,19,0.2,-999.0,0.309535946266,-999.0,-999.0,-999.0,2,2,16,0,17,0
49,2042,5.3,41.9627,42.66,10.4,2011-01-19T09:17:49.539984Z,0,11,0,11,0.8,-999.0,2.91884137612,-999.0,-999.0,-999.0,1,1,10,0,10,0
50,2084,4.9,38.1273,38.9343,13.7,2010-09-17T10:17:09.059975Z,0,1,0,1,1.9,-999.0,inf,-999.0,-999.0,-999.0,0,0,1,0,1,0
51,2152,5.2,35.7133,26.5791,69.5,2015-03-27T23:34:54.309967Z,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,0
52,2155,4.9,37.666,30.6386,10.6,2014-08-24T19:43:31.020043Z,0,6,0,6,1.1,-999.0,2.1625365654,-999.0,-999.0,-999.0,1,1,6,0,6,0
53,2203,5.0,35.9811,27.5352,21.4,2017-05-17T11:30:34.020029Z,0,0,6,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,0,0,0,0,6
54,2207,5.9,35.0286,32.3821,17.1,1995-02-23T21:03:04.359974Z,0,6,0,10,1.0,-999.0,0.232579966859,-999.0,-999.0,-999.0,1,1,5,0,8,0
55,2300,5.0,39.0296,41.4275,9.7,2013-09-17T20:40:51.670039Z,2,4,2,4,1.4,-999.0,0.242823523265,1.0,-999.0,5.34353883618,1,1,4,2,4,2
56,2319,5.1,38.4615,44.9154,7.9,2012-12-23T06:38:56.710027Z,1,3,1,3,0.9,-999.0,1.04754644373,1.3,-999.0,inf,1,1,2,1,2,1
57,2441,5.2,38.055,31.935,10.0,2000-01-17T22:19:57.389982Z,0,1,4,1,1.8,-999.0,inf,-999.0,-999.0,-999.0,1,0,1,0,1,3
58,2446,5.1,36.6359,26.2554,18.2,2007-08-31T20:52:42.690030Z,0,2,0,2,1.2,-999.0,2.40387223838,-999.0,-999.0,-999.0,0,0,1,0,1,0
59,2509,5.0,39.3296,40.9326,18.0,2006-07-02T19:39:41.560042Z,1,4,3,4,0.8,-999.0,0.247471659177,1.8,-999.0,inf,1,1,4,1,4,3
60,2646,4.9,40.2503,33.2121,10.0,2008-01-31T00:01:22.839975Z,0,4,0,4,1.7,-999.0,0.772775944266,-999.0,-999.0,-999.0,1,1,4,0,4,0
61,2673,4.9,39.142,26.968,8.0,1999-09-27T04:02:02.000029Z,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,0
62,2715,6.2,36.9312,35.2796,37.9,1998-06-27T13:55:55.919975Z,0,45,0,46,0.8,0.727867846765,0.782674898473,-999.0,-999.0,-999.0,1,1,5,0,5,0
63,2742,5.4,37.193,36.225,10.0,2001-06-25T13:28:47.580035Z,0,5,0,8,1.7,-999.0,0.200782689966,-999.0,-999.0,-999.0,2,1,1,0,2,0
64,2765,5.2,38.0891,30.0481,16.9,1998-04-04T16:16:50.030024Z,3,3,3,3,2.2,-999.0,0.92615354701,1.1,-999.0,0.657275554867,1,1,0,2,0,2
65,2766,5.4,39.3756,38.1692,11.9,1999-04-06T00:08:25.760021Z,0,15,0,15,2.0,-999.0,0.799565914684,-999.0,-999.0,-999.0,1,1,0,0,0,0
66,2783,6.0,38.8442,25.7875,13.8,1997-11-14T21:38:52.620027Z,1,84,12,95,1.5,0.701552624613,1.41190524276,2.4,-999.0,inf,1,1,5,0,6,2
67,2794,5.1,37.8147,29.3865,16.1,1995-08-18T00:52:27.259966Z,0,21,0,21,0.7,-999.0,0.479942724293,-999.0,-999.0,-999.0,1,1,10,0,10,0
68,2796,5.2,40.829,27.8033,25.7,1995-04-13T04:08:03.969973Z,9,8,14,8,0.6,-999.0,0.7025284825,1.6,-999.0,0.173391384067,1,1,2,3,2,6
69,2858,5.2,38.0698,28.9836,12.8,1997-01-21T20:47:48.259994Z,2,41,3,42,1.1,1.24954903565,0.726656110898,2.2,-999.0,0.196792285741,1,1,12,0,12,0
70,2864,5.6,38.407,42.953,48.4,2000-11-15T15:05:36.620021Z,0,67,1,67,0.5,0.85960798486,2.37661458545,-999.0,-999.0,-999.0,1,1,17,0,17,0
71,2865,5.2,40.7102,27.594,13.4,1999-09-20T21:28:01.159972Z,1,15,1,15,1.6,-999.0,0.929803761879,1.9,-999.0,inf,1,1,5,1,5,1
72,2871,5.8,40.7182,35.2232,16.5,1996-08-14T01:55:05.690033Z,0,146,0,175,0.2,0.981532420401,2.54306074848,-999.0,-999.0,-999.0,0,2,25,0,30,0
73,2908,5.2,39.3374,27.8887,19.5,1999-07-25T06:56:55.759978Z,33,40,40,47,1.4,1.52384028738,0.708222263747,0.2,1.02736329052,0.638731540814,2,2,18,16,22,17
74,2932,5.4,37.8138,26.8666,14.0,1996-04-02T07:59:25.749978Z,7,62,7,62,1.3,1.10353515893,2.05044905441,1.4,-999.0,0.171480487052,1,1,12,4,12,4
75,2939,6.2,38.0378,30.1132,18.7,1995-10-01T15:57:16.530022Z,33,334,33,347,0.9,1.36714756791,5.65101836252,1.3,0.850547056546,3.11233145612,1,1,9,3,9,3
76,2948,6.0,40.7,32.982,10.0,2000-06-06T02:41:50.060026Z,6,76,37,94,1.0,0.956706684772,1.29991461332,2.5,-999.0,0.190937201104,1,1,4,0,8,2
77,2950,5.4,37.877,29.364,19.9,2000-04-21T12:23:09.019965Z,0,64,8,232,1.1,1.35584618741,1.13234074816,-999.0,-999.0,-999.0,2,1,9,0,20,1
78,2955,5.1,39.339,27.905,7.0,2001-06-22T11:54:50.780012Z,23,68,26,68,0.3,1.42666786326,1.13990828429,0.7,-999.0,0.68276998505,0,0,33,17,33,19
79,2957,5.4,39.806,41.64,22.5,2001-07-10T21:42:07.630014Z,8,6,8,6,2.1,-999.0,5.55315723466,0.5,-999.0,0.189655253118,1,1,0,3,0,3
80,2960,7.5,40.7968,29.9952,16.3,1999-08-17T00:01:40.629991Z,4,702,56,1255,1.6,1.03946377871,11.7716449013,4.2,-999.0,0.228280838544,2,1,3,0,6,0
81,2968,5.2,36.6752,27.2161,17.2,2011-05-08T06:50:24.320027Z,0,8,1,8,1.5,-999.0,53.6477272639,-999.0,-999.0,-999.0,1,1,4,0,4,1
82,2994,4.9,38.9876,42.3118,6.0,2011-02-22T09:08:17.200029Z,3,26,3,26,0.2,-999.0,1.67448770099,0.7,-999.0,44.0617747503,0,0,18,2,18,2
83,3069,5.2,37.2973,43.8663,12.8,2011-10-27T08:04:22.859964Z,0,21,0,21,0.7,-999.0,0.483708996124,-999.0,-999.0,-999.0,1,1,14,0,14,0
84,3078,4.9,42.5267,42.9856,10.2,2011-08-18T11:57:42.439964Z,0,12,0,12,0.7,-999.0,0.79952835849,-999.0,-999.0,-999.0,1,1,10,0,10,0
85,3088,5.1,40.8244,27.7474,12.2,2011-07-25T17:57:22.619985Z,0,9,0,9,1.5,-999.0,0.936954369599,-999.0,-999.0,-999.0,1,1,6,0,6,0
86,3104,5.3,38.5459,39.6111,9.9,2011-06-23T07:34:45.640042Z,0,28,2,28,1.2,-999.0,0.661924586619,-999.0,-999.0,-999.0,1,1,10,0,10,2
87,3113,4.9,35.7829,25.7086,27.0,2011-09-15T08:42:22.019991Z,3,9,3,9,0.2,-999.0,0.155784447213,1.7,-999.0,13.1940626708,2,2,7,2,7,2
88,3119,5.5,39.6655,38.6722,7.2,2011-09-22T03:22:36.979996Z,0,63,2,64,1.4,1.20797140662,1.10314014846,-999.0,-999.0,-999.0,1,1,12,0,13,0
89,3127,5.0,39.5854,39.7483,13.7,2009-07-30T07:37:52.839982Z,1,5,1,5,1.8,-999.0,8.11795997271,2.0,-999.0,inf,1,1,2,1,2,1
90,3236,5.7,35.3441,28.4806,39.5,2009-06-19T14:05:00.549972Z,12,33,12,33,1.5,1.00573458967,0.930068073262,0.9,-999.0,5.34187263473,1,1,6,2,6,2
91,3251,5.1,37.6459,26.8739,12.3,2009-06-20T08:28:20.999971Z,4,10,4,10,1.7,-999.0,2.60919519672,1.3,-999.0,0.149047612926,1,1,4,2,4,2
92,3330,4.9,37.9384,28.8307,15.7,2009-12-04T06:02:21.199978Z,12,11,12,11,1.6,-999.0,1.11660996086,0.5,-999.0,0.658920579043,1,1,9,12,9,12
93,3396,5.1,38.9013,26.2778,6.8,2014-12-06T01:45:06.799970Z,0,18,0,18,0.1,-999.0,0.561637228281,-999.0,-999.0,-999.0,2,2,13,0,13,0
94,3437,4.9,35.343,27.7686,16.0,2015-09-16T19:52:11.369997Z,2,8,2,8,1.0,-999.0,0.304639167951,1.0,-999.0,0.68866678051,1,1,7,2,7,2
95,3453,5.0,40.7005,36.687,14.3,2015-10-09T14:39:17.540002Z,1,4,2,4,1.0,-999.0,0.227222503844,1.4,-999.0,inf,1,1,3,1,3,2
96,3462,4.9,37.1622,30.0352,7.9,2015-02-16T11:52:45.470039Z,4,3,4,3,0.6,-999.0,0.089426474484,0.2,-999.0,0.758735952071,0,0,1,4,1,4
97,3474,6.0,35.1952,26.8373,22.6,2015-04-16T18:07:43.609958Z,0,140,0,150,0.6,0.632687070411,2.35205405936,-999.0,-999.0,-999.0,1,1,26,0,26,0
98,3483,5.1,40.3122,25.8299,4.6,2013-07-30T05:33:08.610018Z,3,6,4,6,1.4,-999.0,7.29277318801,1.5,-999.0,0.0906011015028,1,1,5,3,5,4
99,3498,5.1,43.2283,41.6351,9.2,2013-05-28T00:09:53.350010Z,1,6,2,6,1.8,-999.0,0.554066608458,1.9,-999.0,inf,2,1,3,1,3,2
100,3520,4.9,38.2175,25.1134,4.9,2014-04-30T04:03:31.419962Z,0,5,0,5,0.3,-999.0,0.0854431643811,-999.0,-999.0,-999.0,2,2,4,0,4,0
101,3556,5.1,37.5866,38.5242,11.1,2018-04-24T00:34:30.950022Z,1,7,2,7,1.1,-999.0,0.195615021491,2.1,-999.0,inf,1,1,4,0,4,1
102,3569,5.3,36.1551,31.1298,51.5,2018-09-12T06:21:47.960005Z,0,13,2,13,0.9,-999.0,0.292090193653,-999.0,-999.0,-999.0,1,1,8,0,8,2
103,3586,5.4,35.0219,45.8227,19.3,2017-12-11T14:09:57.490013Z,17,3,18,3,1.8,-999.0,0.189682945539,1.2,-999.0,0.6650664712,1,1,1,3,1,3
104,3599,6.6,36.9674,27.4232,10.2,2017-07-20T22:31:11.640026Z,1,528,7,578,1.4,0.862058219718,8.82841028071,3.5,-999.0,inf,1,1,12,0,13,0
105,3614,4.9,38.9187,27.7401,7.4,2016-09-12T08:26:05.130007Z,3,37,3,37,0.3,0.805458437615,0.833125408143,1.7,-999.0,1.29127908355,0,0,31,2,31,2
106,3619,5.4,35.0432,26.2747,24.5,2016-05-25T08:36:15.359990Z,0,0,5,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,0,0,0,0,1
107,3621,5.0,39.5842,34.3595,12.4,2016-01-10T17:40:49.770019Z,1,3,1,3,1.2,-999.0,0.707815738642,1.4,-999.0,inf,1,1,2,1,2,1
108,3622,5.4,39.2573,40.2482,3.5,2015-12-02T23:27:08.529985Z,1,20,5,24,0.9,-999.0,0.397401500137,2.3,-999.0,inf,1,1,12,0,12,1
109,3624,5.1,38.8446,37.8071,10.0,2015-11-29T00:28:11.600028Z,0,24,0,25,0.6,-999.0,0.415711663543,-999.0,-999.0,-999.0,1,1,15,0,16,0
110,3625,5.2,35.4608,27.3896,30.4,2015-12-26T11:00:50.860027Z,0,2,0,2,2.0,-999.0,11.4514592293,-999.0,-999.0,-999.0,0,0,1,0,1,0
111,3644,6.3,38.8846,26.344,9.7,2017-06-12T12:28:38.659990Z,0,184,6,184,1.1,0.918507869772,3.26110637226,-999.0,-999.0,-999.0,1,1,7,0,7,1
112,3645,5.6,37.6186,38.4323,12.1,2017-03-02T11:07:27.210000Z,0,67,2,71,1.2,0.8912015402,1.19770460806,-999.0,-999.0,-999.0,1,1,21,0,22,0
113,3658,5.2,37.1068,28.6051,11.5,2017-11-24T21:49:16.019965Z,5,15,23,16,1.0,-999.0,0.259925516577,0.1,-999.0,0.462696616881,3,2,6,3,6,15
114,3664,5.2,38.7554,27.8475,12.3,2017-05-27T15:53:24.450030Z,32,70,35,78,0.3,0.907481006962,1.17149805662,0.2,0.798702495454,0.585945672154,4,4,34,20,39,20
115,3666,5.3,39.5116,26.1518,11.9,2017-02-07T02:24:04.189967Z,61,167,61,173,0.0,0.979435225899,2.83065419978,0.0,0.855960045108,1.69565388441,4,4,65,30,66,30
116,3699,5.4,36.0558,25.0866,18.5,2012-01-27T01:33:24.309996Z,17,56,21,56,0.6,0.946322606482,2.78660075608,0.2,-999.0,40.3511606804,0,0,16,8,16,10
117,3711,5.1,39.1806,42.2886,13.4,2012-03-26T10:35:35.179986Z,0,10,9,10,1.3,-999.0,2.13719511288,-999.0,-999.0,-999.0,1,1,4,0,4,7
118,3778,5.0,36.9935,28.4128,16.6,2013-05-16T03:02:04.069967Z,0,15,0,15,0.8,-999.0,2.69116512888,-999.0,-999.0,-999.0,1,1,7,0,7,0
119,3783,5.7,39.6681,25.5372,11.1,2013-01-08T14:16:09.590017Z,0,105,2,105,1.1,1.03052927909,1.85845829613,-999.0,-999.0,-999.0,1,1,11,0,11,0
120,3784,5.9,36.0497,31.3184,59.5,2013-12-28T15:21:06.050043Z,1,6,5,7,2.4,-999.0,0.54561763369,1.9,-999.0,inf,1,1,0,1,1,1
121,3786,5.2,36.6124,43.4167,12.9,2013-03-11T14:57:08.520021Z,0,14,0,14,0.8,-999.0,0.606637979614,-999.0,-999.0,-999.0,1,1,8,0,8,0
122,3793,5.7,42.4407,41.0577,12.9,2012-12-23T13:31:40.319995Z,0,83,0,97,0.4,0.991649023328,1.40518942025,-999.0,-999.0,-999.0,2,2,11,0,16,0
123,3819,5.2,37.2159,42.4833,11.3,2012-06-14T05:52:53.659977Z,4,27,4,27,1.1,-999.0,1.39181345087,1.6,-999.0,0.129682803927,1,1,14,1,14,1
124,3825,6.0,36.3847,28.9676,32.0,2012-06-10T12:44:16.359963Z,2,69,21,69,1.0,0.997215282906,2.51255617458,3.1,-999.0,0.130663475254,1,1,6,0,6,1
125,3826,5.0,40.8459,27.9342,7.7,2012-06-07T20:54:26.929990Z,1,5,3,5,1.6,-999.0,0.301610752211,2.1,-999.0,inf,1,1,3,0,3,1
126,3830,5.8,39.1277,29.0701,11.7,2011-05-19T20:15:25.089957Z,14,638,30,1013,0.8,1.2704258572,10.6409189497,1.9,-999.0,0.237939534276,1,1,31,1,57,1
127,3843,6.8,40.2763,25.3698,8.2,2014-05-24T09:25:03.189966Z,1,130,6,130,1.5,0.846451014204,2.49792437318,3.9,-999.0,inf,1,1,2,0,2,0
128,3852,5.0,37.3725,42.9766,15.2,2012-08-05T20:37:23.159975Z,0,5,0,5,1.3,-999.0,35.5047382852,-999.0,-999.0,-999.0,1,1,4,0,4,0
129,3862,7.2,38.7294,43.4465,7.6,2011-10-23T10:41:22.009980Z,1,2534,11,3152,1.3,1.06318444319,42.4624490439,4.3,-999.0,inf,1,1,12,0,12,0
130,3868,5.0,37.3003,37.0949,10.2,2012-09-19T09:17:48.379983Z,8,87,8,94,0.2,1.1501862991,1.47675932623,1.0,-999.0,0.236131569635,4,4,74,7,79,7
131,3911,4.9,40.7261,34.8417,9.0,2005-04-29T22:28:04.859989Z,0,15,0,15,1.1,-999.0,0.459881822443,-999.0,-999.0,-999.0,1,1,8,0,8,0
132,3923,5.0,40.4376,37.3984,5.0,2005-05-12T09:25:39.139972Z,2,7,2,9,0.8,-999.0,0.120952991983,0.2,-999.0,215.227865581,2,2,5,2,7,2
133,3965,5.9,37.5735,43.6831,22.0,2005-01-25T16:44:12.179958Z,4,136,5,151,1.1,0.987693136101,2.80603397601,0.7,-999.0,75.0087905536,1,1,11,3,13,3
134,3976,4.9,38.5219,25.6115,15.0,2004-11-22T19:13:33.350021Z,3,15,6,15,1.1,-999.0,2.41162407279,1.8,-999.0,0.420683037349,1,1,12,3,12,6
135,4067,5.1,38.2414,38.8543,10.0,2005-11-26T15:56:55.780024Z,5,6,9,6,1.6,-999.0,0.202218289385,1.8,-999.0,0.0840334091157,1,1,6,4,6,7
136,4070,5.3,39.4128,33.0975,15.7,2005-07-30T21:45:02.069975Z,0,188,0,218,0.4,1.35626848169,3.31540027926,-999.0,-999.0,-999.0,0,0,51,0,61,0
137,4098,4.9,39.4086,40.3708,14.1,2002-10-17T00:53:02.540030Z,6,23,7,23,0.1,-999.0,0.947715654739,0.8,-999.0,0.102101422164,2,2,21,5,21,6
138,4122,5.7,38.2466,26.8895,11.3,2003-04-10T00:40:15.949982Z,0,50,0,52,0.5,0.893610045068,0.847582368517,-999.0,-999.0,-999.0,1,1,7,0,7,0
139,4125,6.1,39.4794,39.8481,10.0,2003-01-27T05:26:23.110024Z,0,126,1,126,1.9,1.44382862058,2.25062656953,-999.0,-999.0,-999.0,1,1,2,0,2,0
140,4168,6.3,38.52,31.202,22.1,2002-02-03T07:11:31.470024Z,2,344,111,435,0.5,1.59102557801,5.76531549803,3.2,-999.0,0.32129057665,0,1,6,0,10,3
141,4203,5.6,38.3403,39.2527,7.4,2004-08-11T15:48:25.020030Z,4,71,5,71,1.0,1.04702574584,1.21864217388,1.7,-999.0,0.341606854996,1,1,8,1,8,1
142,4214,5.1,40.41,25.8484,7.1,2004-06-15T12:02:37.570016Z,4,8,4,8,1.3,-999.0,0.440567900169,1.2,-999.0,0.15320055984,1,1,5,3,5,3
143,4221,5.8,39.3279,40.9105,9.4,2005-03-14T01:55:56.680030Z,24,86,33,124,0.1,0.891392015362,1.65560311327,0.1,-999.0,0.844501997131,4,3,11,2,15,2
144,4223,5.5,36.8365,27.7679,10.0,2004-08-04T03:01:05.920001Z,94,208,94,493,0.2,1.31107768122,3.59622287813,0.3,1.22226590715,1.86595540289,4,4,25,14,53,14
145,4249,5.5,38.0566,28.9132,21.3,2003-07-26T08:36:50.869957Z,33,74,39,74,0.6,1.40955226583,2.08500511321,0.2,1.24084137687,1.36558976542,0,0,10,5,10,5
146,4252,5.6,38.2716,38.9762,12.9,2003-07-13T01:48:22.270032Z,1,19,1,19,1.4,-999.0,0.367727256054,2.7,-999.0,inf,1,1,6,0,6,0
147,4253,6.4,38.9987,40.4637,10.0,2003-05-01T00:27:04.729972Z,2,534,4,566,1.5,1.13571622594,8.98390285922,3.2,-999.0,1894.73604394,1,1,3,0,3,0
148,4254,5.8,40.4502,26.0413,17.1,2003-07-06T19:10:27.989962Z,2,61,3,63,0.5,0.778031230429,1.09863661642,1.9,-999.0,78.8929429445,1,1,12,1,12,1
149,4269,5.6,39.931,40.8818,10.0,2004-03-25T19:30:47.790004Z,1,280,1,317,0.0,1.07995075429,4.68222413314,2.6,-999.0,inf,2,2,40,0,43,0
